Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Csmd1	ENSMUST00000082104.6	CUB and Sushi multiple domains 1 	6	1	1	0	0	0	mmu-miR-486a-3p				-0.12	-0.12	< 0.1
Snx13	ENSMUST00000048519.10	sorting nexin 13 	548	1	0	1	0	0	mmu-miR-6954-5p				-0.12	-0.12	< 0.1
S1pr1	ENSMUST00000055676.2	sphingosine-1-phosphate receptor 1 	391	1	0	1	0	0	mmu-miR-6954-5p				-0.12	-0.12	< 0.1
Ski	ENSMUST00000084103.4	ski sarcoma viral oncogene homolog (avian) 	1989	1	0	1	0	2	mmu-miR-6954-5p				-0.12	-0.12	< 0.1
Snx33	ENSMUST00000050916.5	sorting nexin 33 	357	3	0	3	0	0	mmu-miR-486a-3p				-0.12	-0.31	< 0.1
Trim9	ENSMUST00000167755.1	tripartite motif-containing 9 	7	1	0	1	0	0	mmu-miR-486a-3p				-0.12	-0.17	< 0.1
Paqr8	ENSMUST00000189400.1	progestin and adipoQ receptor family member VIII 	300	1	0	1	0	1	mmu-miR-486a-3p				-0.12	-0.17	< 0.1
Pptc7	ENSMUST00000053426.9	PTC7 protein phosphatase homolog (S. cerevisiae) 	2044	1	0	0	1	1	mmu-miR-6954-5p				-0.12	-0.12	< 0.1
Atxn1l	ENSMUST00000093162.3	ataxin 1-like 	808	1	0	1	0	1	mmu-miR-6954-5p				-0.12	-0.12	< 0.1
Gucd1	ENSMUST00000039796.8	guanylyl cyclase domain containing 1 	2990	2	0	1	1	1	mmu-miR-6954-5p				-0.12	-0.21	< 0.1
C030046E11Rik	ENSMUST00000043610.7	RIKEN cDNA C030046E11 gene 	417	1	0	0	1	0	mmu-miR-486a-3p				-0.12	-0.12	< 0.1
Gabbr2	ENSMUST00000107749.2	gamma-aminobutyric acid (GABA) B receptor, 2 	21	1	0	0	1	0	mmu-miR-486a-3p				-0.12	-0.12	< 0.1
Rbl1	ENSMUST00000029170.7	retinoblastoma-like 1 (p107) 	48	1	0	1	0	1	mmu-miR-6954-5p				-0.12	-0.12	< 0.1
Cxcr5	ENSMUST00000179828.2	chemokine (C-X-C motif) receptor 5 	5	1	0	1	0	0	mmu-miR-486a-3p				-0.12	-0.12	< 0.1
Ubash3b	ENSMUST00000044155.9	ubiquitin associated and SH3 domain containing, B 	36	1	0	0	1	0	mmu-miR-486a-3p				-0.12	-0.23	< 0.1
Specc1l	ENSMUST00000105421.3	sperm antigen with calponin homology and coiled-coil domains 1-like 	2753	1	0	1	0	0	mmu-miR-486a-3p				-0.12	-0.12	< 0.1
Map2k3	ENSMUST00000019076.4	mitogen-activated protein kinase kinase 3 	56	2	0	0	2	1	mmu-miR-6954-5p				-0.12	-0.21	< 0.1
Tmed8	ENSMUST00000037418.5	transmembrane emp24 domain containing 8 	75	1	0	1	0	1	mmu-miR-486a-3p				-0.12	-0.23	< 0.1
Spred1	ENSMUST00000028829.7	sprouty protein with EVH-1 domain 1, related sequence 	1322	1	0	0	1	0	mmu-miR-486a-3p				-0.12	-0.14	< 0.1
Plekhh2	ENSMUST00000047206.5	pleckstrin homology domain containing, family H (with MyTH4 domain) member 2 	189	3	0	2	1	1	mmu-miR-486a-3p				-0.12	-0.45	< 0.1
Barhl1	ENSMUST00000050776.3	BarH-like 1 (Drosophila) 	10	1	0	0	1	1	mmu-miR-6954-5p				-0.12	-0.18	< 0.1
Ubr1	ENSMUST00000028728.5	ubiquitin protein ligase E3 component n-recognin 1 	244	2	1	0	1	0	mmu-miR-6954-5p				-0.12	-0.14	< 0.1
Elavl3	ENSMUST00000003501.7	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C) 	14	1	0	0	1	1	mmu-miR-486a-3p				-0.12	-0.12	< 0.1
Pard3b	ENSMUST00000075374.4	par-3 family cell polarity regulator beta 	93	1	0	1	0	0	mmu-miR-6954-5p				-0.12	-0.12	< 0.1
Acsl4	ENSMUST00000112907.2	acyl-CoA synthetase long-chain family member 4 	524	1	0	1	0	0	mmu-miR-6954-5p				-0.12	-0.19	< 0.1
Camk2d	ENSMUST00000106402.2	calcium/calmodulin-dependent protein kinase II, delta 	2626	1	0	0	1	0	mmu-miR-326-5p				-0.12	-0.13	< 0.1
Prr5l	ENSMUST00000163762.2	proline rich 5 like 	113	1	0	1	0	0	mmu-miR-6954-5p				-0.12	-0.17	< 0.1
Rnf41	ENSMUST00000096386.6	ring finger protein 41 	246	1	0	1	0	1	mmu-miR-486a-3p				-0.12	-0.24	< 0.1
Fam20b	ENSMUST00000122424.2	family with sequence similarity 20, member B 	91	1	0	1	0	0	mmu-miR-6954-5p				-0.12	-0.16	< 0.1
Chfr	ENSMUST00000112519.3	checkpoint with forkhead and ring finger domains 	1174	3	0	2	1	0	mmu-miR-486a-3p				-0.12	-0.26	< 0.1
Lsamp	ENSMUST00000099761.4	limbic system-associated membrane protein 	28	1	0	0	1	0	mmu-miR-6954-5p				-0.12	-0.15	< 0.1
Fbxo21	ENSMUST00000035579.6	F-box protein 21 	533	1	0	1	0	0	mmu-miR-6954-5p				-0.12	-0.12	< 0.1
Cramp1l	ENSMUST00000073337.6	Crm, cramped-like (Drosophila) 	559	2	1	0	1	1	mmu-miR-486a-3p				-0.12	-0.12	< 0.1
Myo3b	ENSMUST00000112243.2	myosin IIIB 	7	1	0	0	1	0	mmu-miR-6954-5p				-0.12	-0.12	< 0.1
Tnip1	ENSMUST00000108889.4	TNFAIP3 interacting protein 1 	33	1	0	1	0	1	mmu-miR-6954-5p				-0.12	-0.12	< 0.1
Adamts18	ENSMUST00000093113.4	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18 	5	1	0	0	1	0	mmu-miR-486a-3p				-0.12	-0.12	< 0.1
Ksr1	ENSMUST00000018478.5	kinase suppressor of ras 1 	497	1	1	0	0	1	mmu-miR-486a-3p				-0.12	-0.12	< 0.1
Egln2	ENSMUST00000080058.5	egl-9 family hypoxia-inducible factor 2 	155	1	0	1	0	0	mmu-miR-6954-5p				-0.12	-0.12	< 0.1
Nmur1	ENSMUST00000027440.3	neuromedin U receptor 1 	8	1	0	1	0	1	mmu-miR-6954-5p				-0.12	-0.35	< 0.1
Btn1a1	ENSMUST00000041674.8	butyrophilin, subfamily 1, member A1 	10	1	1	0	0	1	mmu-miR-486a-3p				-0.12	-0.21	< 0.1
Pgap1	ENSMUST00000097739.4	post-GPI attachment to proteins 1 	503	1	0	0	1	0	mmu-miR-486a-3p				-0.12	-0.12	< 0.1
Ccdc38	ENSMUST00000092215.5	coiled-coil domain containing 38 	13	1	0	0	1	0	mmu-miR-486a-3p				-0.12	-0.12	< 0.1
Erc2	ENSMUST00000090302.5	ELKS/RAB6-interacting/CAST family member 2 	106	1	0	0	1	0	mmu-miR-486a-3p				-0.12	-0.12	< 0.1
Ash1l	ENSMUST00000186583.1	ash1 (absent, small, or homeotic)-like (Drosophila) 	678	1	0	1	0	0	mmu-miR-6954-5p				-0.12	-0.12	< 0.1
Ets1	ENSMUST00000184887.1	E26 avian leukemia oncogene 1, 5' domain 	870	1	0	1	0	1	mmu-miR-6954-5p				-0.12	-0.13	< 0.1
BC021891	ENSMUST00000034316.4	cDNA sequence BC021891 	26	1	1	0	0	1	mmu-miR-486a-3p				-0.12	-0.22	< 0.1
Heg1	ENSMUST00000152782.2	HEG homolog 1 (zebrafish) 	1985	1	0	0	1	0	mmu-miR-486a-3p				-0.12	-0.12	< 0.1
Shc3	ENSMUST00000021898.5	src homology 2 domain-containing transforming protein C3 	9	1	0	1	0	0	mmu-miR-6954-5p				-0.12	-0.27	< 0.1
Lgalsl	ENSMUST00000047028.8	lectin, galactoside binding-like 	274	1	0	0	1	0	mmu-miR-486a-3p				-0.12	-0.16	< 0.1
Fnbp1l	ENSMUST00000162409.2	formin binding protein 1-like 	34	1	0	1	0	1	mmu-miR-486a-3p				-0.12	-0.12	< 0.1
Wapal	ENSMUST00000048263.8	wings apart-like homolog (Drosophila) 	4563	1	0	1	0	0	mmu-miR-486a-3p				-0.12	-0.12	< 0.1
Pde1b	ENSMUST00000023132.3	phosphodiesterase 1B, Ca2+-calmodulin dependent 	174	1	0	0	1	0	mmu-miR-486a-3p				-0.12	-0.12	< 0.1
Timeless	ENSMUST00000055539.5	timeless circadian clock 1 	24	1	0	0	1	0	mmu-miR-486a-3p				-0.12	-0.12	< 0.1
Dennd1a	ENSMUST00000102787.4	DENN/MADD domain containing 1A 	426	1	0	1	0	0	mmu-miR-326-5p				-0.12	-0.12	< 0.1
Zfp457	ENSMUST00000049705.7	zinc finger protein 457 	136	1	0	1	0	0	mmu-miR-486a-3p				-0.12	-0.12	< 0.1
Usp31	ENSMUST00000046929.6	ubiquitin specific peptidase 31 	327	1	0	0	1	0	mmu-miR-486a-3p				-0.12	-0.12	< 0.1
4930415F15Rik	ENSMUST00000109678.1	RIKEN cDNA 4930415F15 gene 	15	2	0	1	1	0	mmu-miR-486a-3p				-0.12	-0.29	< 0.1
Adora1	ENSMUST00000086465.5	adenosine A1 receptor 	98	1	0	1	0	1	mmu-miR-6954-5p				-0.12	-0.30	< 0.1
Lypd1	ENSMUST00000159417.1	Ly6/Plaur domain containing 1 	6	1	0	1	0	0	mmu-miR-486a-3p				-0.12	-0.15	< 0.1
Gm5878	ENSMUST00000113802.3	predicted gene 5878 	5	1	0	0	1	0	mmu-miR-486a-3p				-0.12	-0.12	< 0.1
Pdgfra	ENSMUST00000000476.9	platelet derived growth factor receptor, alpha polypeptide 	1153	1	0	0	1	0	mmu-miR-486a-3p				-0.11	-0.12	< 0.1
Marf1	ENSMUST00000090300.4	meiosis arrest female 1 	1011	1	0	1	0	0	mmu-miR-486a-3p				-0.11	-0.12	< 0.1
Dvl3	ENSMUST00000171572.2	dishevelled 3, dsh homolog (Drosophila) 	425	1	0	0	1	0	mmu-miR-6954-5p				-0.11	-0.12	< 0.1
Ddx17	ENSMUST00000054014.7	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17 	9822	1	0	0	1	1	mmu-miR-486a-3p				-0.11	-0.12	< 0.1
Sox6	ENSMUST00000166877.2	SRY (sex determining region Y)-box 6 	594	1	0	1	0	1	mmu-miR-486a-3p				-0.11	-0.13	< 0.1
Pigm	ENSMUST00000052455.2	phosphatidylinositol glycan anchor biosynthesis, class M 	557	1	0	1	0	0	mmu-miR-6954-5p				-0.11	-0.17	< 0.1
Etl4	ENSMUST00000114606.2	enhancer trap locus 4 	1857	1	0	1	0	0	mmu-miR-6954-5p				-0.11	-0.12	< 0.1
Rab31	ENSMUST00000070673.7	RAB31, member RAS oncogene family 	19	2	0	0	2	0	mmu-miR-486a-3p				-0.11	-0.14	< 0.1
Plagl2	ENSMUST00000056924.8	pleiomorphic adenoma gene-like 2 	205	1	0	1	0	0	mmu-miR-6954-5p				-0.11	-0.12	< 0.1
Acap2	ENSMUST00000058033.7	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2 	199	1	0	1	0	1	mmu-miR-6954-5p				-0.11	-0.18	< 0.1
Znrf4	ENSMUST00000052211.2	zinc and ring finger 4 	6	3	2	1	0	1	mmu-miR-486a-3p				-0.11	-1.21	< 0.1
Myo9b	ENSMUST00000168839.2	myosin IXb 	591	1	0	1	0	1	mmu-miR-486a-3p				-0.11	-0.14	< 0.1
Gramd4	ENSMUST00000138134.2	GRAM domain containing 4 	422	2	0	2	0	0	mmu-miR-6954-5p				-0.11	-0.11	< 0.1
Tor4a	ENSMUST00000081869.6	torsin family 4, member A 	141	1	0	0	1	0	mmu-miR-486a-3p				-0.11	-0.11	< 0.1
Tlx2	ENSMUST00000174674.2	T cell leukemia, homeobox 2 	5	1	0	1	0	0	mmu-miR-6954-5p				-0.11	-0.11	< 0.1
Rbm27	ENSMUST00000046972.8	RNA binding motif protein 27 	804	1	0	1	0	0	mmu-miR-486a-3p				-0.11	-0.16	< 0.1
Mzt1	ENSMUST00000042662.8	mitotic spindle organizing protein 1 	343	1	0	1	0	0	mmu-miR-486a-3p				-0.11	-0.25	< 0.1
Oas2	ENSMUST00000081491.7	2'-5' oligoadenylate synthetase 2 	12	1	0	0	1	0	mmu-miR-486a-3p				-0.11	-0.11	< 0.1
Ldhd	ENSMUST00000070004.3	lactate dehydrogenase D 	8814	3	0	2	1	1	mmu-miR-6954-5p				-0.11	-0.39	< 0.1
Entpd7	ENSMUST00000081079.5	ectonucleoside triphosphate diphosphohydrolase 7 	146	2	0	2	0	1	mmu-miR-6954-5p				-0.11	-0.18	< 0.1
Trmt44	ENSMUST00000030980.7	tRNA methyltransferase 44 	224	2	1	0	1	0	mmu-miR-486a-3p				-0.11	-0.31	< 0.1
Bach2	ENSMUST00000171600.1	BTB and CNC homology 2 	72	1	0	0	1	1	mmu-miR-486a-3p				-0.11	-0.12	< 0.1
Adar	ENSMUST00000098924.3	adenosine deaminase, RNA-specific 	232	2	0	2	0	0	mmu-miR-6954-5p				-0.11	-0.38	< 0.1
Fign	ENSMUST00000131615.3	fidgetin 	56	1	0	1	0	1	mmu-miR-6954-5p				-0.11	-0.11	< 0.1
Amotl1	ENSMUST00000160770.2	angiomotin-like 1 	104	1	1	0	0	0	mmu-miR-486a-3p				-0.11	-0.18	< 0.1
Sik3	ENSMUST00000126865.2	SIK family kinase 3 	671	1	0	1	0	0	mmu-miR-6954-5p				-0.11	-0.12	< 0.1
Crebrf	ENSMUST00000062519.8	CREB3 regulatory factor 	256	2	0	1	1	1	mmu-miR-486a-3p				-0.11	-0.21	< 0.1
Ypel1	ENSMUST00000035682.8	yippee-like 1 (Drosophila) 	151	1	0	1	0	0	mmu-miR-6954-5p				-0.11	-0.31	< 0.1
Dpp10	ENSMUST00000112606.2	dipeptidylpeptidase 10 	5	3	0	1	2	3	mmu-miR-6954-5p				-0.11	-0.11	< 0.1
Eogt	ENSMUST00000113387.2	EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase 	630	1	0	0	1	1	mmu-miR-486a-3p				-0.11	-0.12	< 0.1
Pcnx	ENSMUST00000021567.5	pecanex homolog (Drosophila) 	657	1	0	0	1	0	mmu-miR-486a-3p				-0.11	-0.23	< 0.1
Psip1	ENSMUST00000030207.9	PC4 and SFRS1 interacting protein 1 	507	1	0	1	0	0	mmu-miR-486a-3p				-0.11	-0.13	< 0.1
Arhgap20	ENSMUST00000065496.6	Rho GTPase activating protein 20 	209	2	0	1	1	0	mmu-miR-486a-3p				-0.11	-0.13	< 0.1
Napepld	ENSMUST00000115217.2	N-acyl phosphatidylethanolamine phospholipase D 	76	1	1	0	0	0	mmu-miR-486a-3p				-0.11	-0.28	< 0.1
Gltscr1l	ENSMUST00000040624.5	GLTSCR1-like 	257	1	0	1	0	0	mmu-miR-6954-5p				-0.11	-0.11	< 0.1
Strada	ENSMUST00000007444.8	STE20-related kinase adaptor alpha 	536	1	0	0	1	0	mmu-miR-6954-5p				-0.11	-0.11	< 0.1
Des	ENSMUST00000027409.9	desmin 	6934	1	0	1	0	0	mmu-miR-6954-5p				-0.11	-0.11	< 0.1
Usp2	ENSMUST00000034508.8	ubiquitin specific peptidase 2 	997	1	0	1	0	2	mmu-miR-6954-5p				-0.11	-0.11	< 0.1
Acsf2	ENSMUST00000103164.3	acyl-CoA synthetase family member 2 	21	1	0	1	0	2	mmu-miR-6954-5p				-0.11	-0.11	< 0.1
Stxbp5l	ENSMUST00000114787.2	syntaxin binding protein 5-like 	46	2	0	1	1	0	mmu-miR-486a-3p				-0.11	-0.24	< 0.1
Ddr2	ENSMUST00000170800.2	discoidin domain receptor family, member 2 	275	2	0	1	1	0	mmu-miR-6954-5p				-0.11	-0.24	< 0.1
Irs2	ENSMUST00000040514.6	insulin receptor substrate 2 	385	1	1	0	0	0	mmu-miR-486a-3p				-0.11	-0.11	< 0.1
Zbtb4	ENSMUST00000108639.2	zinc finger and BTB domain containing 4 	777	2	0	2	0	0	mmu-miR-6954-5p				-0.11	-0.23	< 0.1
Atp8b2	ENSMUST00000069805.8	ATPase, class I, type 8B, member 2 	355	3	0	1	2	0	mmu-miR-6954-5p				-0.11	-0.28	< 0.1
Sdk2	ENSMUST00000041627.8	sidekick homolog 2 (chicken) 	5	3	2	0	1	2	mmu-miR-486a-3p				-0.11	-0.11	< 0.1
Tmem179	ENSMUST00000066791.5	transmembrane protein 179 	11	1	0	1	0	0	mmu-miR-486a-3p				-0.11	-0.11	< 0.1
Cybb	ENSMUST00000015484.4	cytochrome b-245, beta polypeptide 	653	1	0	1	0	0	mmu-miR-486a-3p				-0.11	-0.11	< 0.1
Acvr1b	ENSMUST00000000544.10	activin A receptor, type 1B 	815	1	0	1	0	0	mmu-miR-6954-5p				-0.11	-0.11	< 0.1
Sel1l	ENSMUST00000021347.6	sel-1 suppressor of lin-12-like (C. elegans) 	1421	1	0	0	1	1	mmu-miR-486a-3p				-0.11	-0.12	< 0.1
Actr1b	ENSMUST00000043951.4	ARP1 actin-related protein 1B, centractin beta 	913	1	0	0	1	0	mmu-miR-486a-3p				-0.11	-0.11	< 0.1
Smurf1	ENSMUST00000110677.2	SMAD specific E3 ubiquitin protein ligase 1 	238	1	0	0	1	0	mmu-miR-486a-3p				-0.11	-0.12	< 0.1
Faxc	ENSMUST00000029908.7	failed axon connections homolog (Drosophila) 	133	3	1	2	0	0	mmu-miR-486a-3p				-0.11	-0.40	< 0.1
Zmiz1	ENSMUST00000162645.2	zinc finger, MIZ-type containing 1 	2629	2	0	0	2	0	mmu-miR-486a-3p				-0.11	-0.11	< 0.1
Kdm6b	ENSMUST00000094077.4	KDM1 lysine (K)-specific demethylase 6B 	38	1	1	0	0	0	mmu-miR-486a-3p				-0.11	-0.23	< 0.1
Zcchc4	ENSMUST00000113904.3	zinc finger, CCHC domain containing 4 	1526	1	0	0	1	1	mmu-miR-6954-5p				-0.11	-0.11	< 0.1
Atp7a	ENSMUST00000055941.6	ATPase, Cu++ transporting, alpha polypeptide 	88	1	0	0	1	0	mmu-miR-486a-3p				-0.11	-0.12	< 0.1
Bmp2k	ENSMUST00000035635.8	BMP2 inducible kinase 	531	1	0	0	1	2	mmu-miR-486a-3p				-0.11	-0.12	< 0.1
Syt3	ENSMUST00000118831.2	synaptotagmin III 	182	1	0	1	0	0	mmu-miR-6954-5p				-0.11	-0.11	< 0.1
Adig	ENSMUST00000059889.3	adipogenin 	4216	2	1	1	0	2	mmu-miR-486a-3p				-0.11	-0.61	< 0.1
Susd4	ENSMUST00000085724.3	sushi domain containing 4 	108	1	0	1	0	0	mmu-miR-6954-5p				-0.11	-0.11	< 0.1
Satb2	ENSMUST00000042857.8	special AT-rich sequence binding protein 2 	205	1	0	0	1	0	mmu-miR-6954-5p				-0.11	-0.11	< 0.1
Syt13	ENSMUST00000028648.2	synaptotagmin XIII 	26	1	0	0	1	2	mmu-miR-6954-5p				-0.11	-0.14	< 0.1
Malt1	ENSMUST00000049248.5	mucosa associated lymphoid tissue lymphoma translocation gene 1 	329	1	0	0	1	0	mmu-miR-6954-5p				-0.11	-0.11	< 0.1
Dync1li2	ENSMUST00000041769.6	dynein, cytoplasmic 1 light intermediate chain 2 	2440	1	0	1	0	1	mmu-miR-6954-5p				-0.11	-0.12	< 0.1
Atp2b2	ENSMUST00000089003.6	ATPase, Ca++ transporting, plasma membrane 2 	47	1	0	0	1	0	mmu-miR-486a-3p				-0.11	-0.13	< 0.1
Eef2k	ENSMUST00000047875.9	eukaryotic elongation factor-2 kinase 	542	1	0	1	0	0	mmu-miR-486a-3p				-0.11	-0.28	< 0.1
Alg10b	ENSMUST00000100309.1	asparagine-linked glycosylation 10B (alpha-1,2-glucosyltransferase) 	1836	1	0	0	1	0	mmu-miR-486a-3p				-0.11	-0.11	< 0.1
Sun2	ENSMUST00000089311.5	Sad1 and UNC84 domain containing 2 	589	1	0	0	1	0	mmu-miR-486a-3p				-0.11	-0.11	< 0.1
Mapk8ip3	ENSMUST00000115229.4	mitogen-activated protein kinase 8 interacting protein 3 	1932	2	0	2	0	0	mmu-miR-6954-5p				-0.11	-0.11	< 0.1
Rassf9	ENSMUST00000055355.4	Ras association (RalGDS/AF-6) domain family (N-terminal) member 9 	182	1	1	0	0	0	mmu-miR-486a-3p				-0.11	-0.29	< 0.1
Sdc1	ENSMUST00000020911.8	syndecan 1 	1215	1	0	0	1	0	mmu-miR-486a-3p				-0.11	-0.11	< 0.1
Gpbar1	ENSMUST00000077985.3	G protein-coupled bile acid receptor 1 	8	1	0	0	1	0	mmu-miR-486a-3p				-0.11	-0.29	< 0.1
Tnks	ENSMUST00000033929.4	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 	1143	1	0	0	1	0	mmu-miR-486a-3p				-0.11	-0.12	< 0.1
Bmpr1a	ENSMUST00000165280.2	bone morphogenetic protein receptor, type 1A 	1312	1	0	0	1	0	mmu-miR-486a-3p				-0.11	-0.15	< 0.1
Pycr1	ENSMUST00000170556.2	pyrroline-5-carboxylate reductase 1 	11	1	0	1	0	0	mmu-miR-486a-3p				-0.11	-0.17	< 0.1
Asb1	ENSMUST00000027538.8	ankyrin repeat and SOCS box-containing 1 	608	1	0	0	1	0	mmu-miR-486a-3p				-0.11	-0.20	< 0.1
Atpaf1	ENSMUST00000176047.2	ATP synthase mitochondrial F1 complex assembly factor 1 	222	1	0	1	0	1	mmu-miR-486a-3p				-0.11	-0.24	< 0.1
Trio	ENSMUST00000090247.5	triple functional domain (PTPRF interacting) 	344	1	0	1	0	0	mmu-miR-6954-5p				-0.11	-0.11	< 0.1
Dlec1	ENSMUST00000140326.2	deleted in lung and esophageal cancer 1 	105	1	0	0	1	0	mmu-miR-6954-5p				-0.11	-0.11	< 0.1
Shroom4	ENSMUST00000089520.2	shroom family member 4 	1496	1	0	0	1	0	mmu-miR-486a-3p				-0.11	-0.11	< 0.1
Naaa	ENSMUST00000113102.4	N-acylethanolamine acid amidase 	493	1	0	1	0	1	mmu-miR-6954-5p				-0.11	-0.15	< 0.1
Sorbs1	ENSMUST00000099467.4	sorbin and SH3 domain containing 1 	56	1	0	1	0	0	mmu-miR-6954-5p				-0.11	-0.14	< 0.1
Coro2a	ENSMUST00000030021.8	coronin, actin binding protein 2A 	43	1	0	1	0	0	mmu-miR-6954-5p				-0.11	-0.12	< 0.1
Mmp25	ENSMUST00000024696.7	matrix metallopeptidase 25 	31	1	0	0	1	0	mmu-miR-486a-3p				-0.11	-0.15	< 0.1
Mical3	ENSMUST00000098457.3	microtubule associated monooxygenase, calponin and LIM domain containing 3 	78	2	0	1	1	1	mmu-miR-486a-3p				-0.10	-0.10	< 0.1
Limch1	ENSMUST00000038188.8	LIM and calponin homology domains 1 	1897	1	0	1	0	1	mmu-miR-6954-5p				-0.10	-0.11	< 0.1
Kcnc2	ENSMUST00000092175.2	potassium voltage gated channel, Shaw-related subfamily, member 2 	28	1	0	0	1	0	mmu-miR-486a-3p				-0.10	-0.10	< 0.1
Abhd8	ENSMUST00000008094.8	abhydrolase domain containing 8 	61	1	0	0	1	0	mmu-miR-486a-3p				-0.10	-0.10	< 0.1
Ttc28	ENSMUST00000156290.3	tetratricopeptide repeat domain 28 	421	2	1	1	0	0	mmu-miR-6954-5p				-0.10	-0.10	< 0.1
Dennd4c	ENSMUST00000082026.8	DENN/MADD domain containing 4C 	5	1	0	0	1	0	mmu-miR-486a-3p				-0.10	-0.10	< 0.1
Ago1	ENSMUST00000097888.4	argonaute RISC catalytic subunit 1 	460	1	0	0	1	0	mmu-miR-486a-3p				-0.10	-0.10	< 0.1
Tmem132a	ENSMUST00000120524.1	transmembrane protein 132A 	81	2	0	2	0	2	mmu-miR-6954-5p				-0.10	-0.10	< 0.1
Slc2a9	ENSMUST00000067886.6	solute carrier family 2 (facilitated glucose transporter), member 9 	99	1	0	1	0	0	mmu-miR-6954-5p				-0.10	-0.12	< 0.1
Tgfbr3	ENSMUST00000031224.9	transforming growth factor, beta receptor III 	171	1	1	0	0	0	mmu-miR-486a-3p				-0.10	-0.11	< 0.1
Mapk8ip2	ENSMUST00000023291.5	mitogen-activated protein kinase 8 interacting protein 2 	35	1	0	0	1	0	mmu-miR-486a-3p				-0.10	-0.20	< 0.1
Zic1	ENSMUST00000034927.7	zinc finger protein of the cerebellum 1 	5	1	0	1	0	0	mmu-miR-6954-5p				-0.10	-0.10	< 0.1
Map2k2	ENSMUST00000143517.2	mitogen-activated protein kinase kinase 2 	1319	2	0	1	1	0	mmu-miR-6954-5p				-0.10	-0.51	< 0.1
Abcc2	ENSMUST00000026208.5	ATP-binding cassette, sub-family C (CFTR/MRP), member 2 	2102	1	0	0	1	0	mmu-miR-486a-3p				-0.10	-0.11	< 0.1
Parm1	ENSMUST00000040576.9	prostate androgen-regulated mucin-like protein 1 	1145	1	0	0	1	0	mmu-miR-486a-3p				-0.10	-0.14	< 0.1
Hsdl2	ENSMUST00000030078.6	hydroxysteroid dehydrogenase like 2 	2806	1	0	1	0	0	mmu-miR-486a-3p				-0.10	-0.16	< 0.1
Gjb4	ENSMUST00000106090.2	gap junction protein, beta 4 	20	1	0	1	0	0	mmu-miR-486a-3p				-0.10	-0.30	< 0.1
Klf16	ENSMUST00000038558.8	Kruppel-like factor 16 	72	1	0	1	0	2	mmu-miR-486a-3p				-0.10	-0.21	< 0.1
Gcnt1	ENSMUST00000174236.2	glucosaminyl (N-acetyl) transferase 1, core 2 	306	1	0	0	1	0	mmu-miR-486a-3p				-0.10	-0.15	< 0.1
Abhd2	ENSMUST00000037315.7	abhydrolase domain containing 2 	633	2	0	1	1	3	mmu-miR-486a-3p				-0.10	-0.12	< 0.1
Rps6	ENSMUST00000102814.4	ribosomal protein S6 	23	2	0	1	1	1	mmu-miR-6954-5p				-0.10	-0.35	< 0.1
2310033P09Rik	ENSMUST00000020719.6	RIKEN cDNA 2310033P09 gene 	49	1	1	0	0	0	mmu-miR-6954-5p				-0.10	-0.48	< 0.1
Chrnb2	ENSMUST00000029562.3	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal) 	19	2	0	0	2	0	mmu-miR-486a-3p				-0.10	-0.16	< 0.1
Stx17	ENSMUST00000107720.3	syntaxin 17 	664	1	0	0	1	1	mmu-miR-486a-3p				-0.10	-0.17	< 0.1
Mier2	ENSMUST00000062855.9	mesoderm induction early response 1, family member 2 	60	1	0	1	0	0	mmu-miR-6954-5p				-0.10	-0.10	< 0.1
Rnh1	ENSMUST00000167493.2	ribonuclease/angiogenin inhibitor 1 	113	2	0	1	1	0	mmu-miR-486a-3p				-0.10	-0.39	< 0.1
Ncaph2	ENSMUST00000036987.6	non-SMC condensin II complex, subunit H2 	1111	1	1	0	0	1	mmu-miR-486a-3p				-0.10	-0.44	< 0.1
Rcbtb2	ENSMUST00000164822.2	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 	345	1	0	0	1	0	mmu-miR-486a-3p				-0.10	-0.12	< 0.1
Opa1	ENSMUST00000160597.2	optic atrophy 1 	2960	1	0	1	0	0	mmu-miR-6954-5p				-0.10	-0.17	< 0.1
Hook3	ENSMUST00000037182.8	hook homolog 3 (Drosophila) 	1176	2	1	0	1	0	mmu-miR-486a-3p				-0.10	-0.14	< 0.1
Mtg2	ENSMUST00000087563.6	mitochondrial ribosome associated GTPase 2 	2526	1	0	0	1	0	mmu-miR-6954-5p				-0.10	-0.10	< 0.1
Stox2	ENSMUST00000110367.3	storkhead box 2 	115	1	0	0	1	2	mmu-miR-486a-3p				-0.10	-0.14	< 0.1
