Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Rapgef5	ENSMUST00000109691.2	Rap guanine nucleotide exchange factor (GEF) 5 	1442	1	0	0	1	0	0	0	0	1	mmu-miR-196a-5p	0.0029	0.0211	0.1449	-0.10	-0.11	0.13	2007
Pcyt1b	ENSMUST00000113933.3	phosphate cytidylyltransferase 1, choline, beta isoform 	45	1	0	1	0	0	0	0	0	1	mmu-miR-196a-5p	0.0038	0.0277	0.1821	-0.09	-0.14	0.73	2007, '09, '11
Eya4	ENSMUST00000092665.5	eyes absent 4 homolog (Drosophila) 	348	1	0	0	1	0	0	0	0	1	mmu-miR-196b-5p	0.0037	0.0272	0.1885	-0.09	-0.09	0.13	2005, '07, '09, '11
Msi2	ENSMUST00000107909.2	musashi RNA-binding protein 2 	510	2	0	1	1	0	0	0	0	1	mmu-miR-196a-5p	0.0050	0.0344	0.1763	-0.09	-0.33	0.87	2009, '11
Tmem194	ENSMUST00000048099.4	transmembrane protein 194 	40	1	0	1	0	1	0	1	0	0	mmu-miR-196a-5p	0.0071	0.0511	0.3259	-0.08	-0.12	0.32	2009, '11
Fam19a5	ENSMUST00000068088.6	family with sequence similarity 19, member A5 	60	1	1	0	0	0	0	0	0	0	mmu-miR-196b-5p	0.0028	0.0186	0.0829	-0.08	-0.48	0.31	2007, '09, '11
Setd8	ENSMUST00000059580.5	SET domain containing (lysine methyltransferase) 8 	582	1	0	0	1	0	0	0	0	0	mmu-miR-196a-5p	0.0016	0.0116	0.0796	-0.08	-0.08	< 0.1	2009, '11
Ccdc47	ENSMUST00000002043.4	coiled-coil domain containing 47 	1550	1	1	0	0	0	0	0	0	0	mmu-miR-196a-5p	0.0032	0.0216	0.0951	-0.08	-0.51	0.33	2007, '09, '11
Shoc2	ENSMUST00000169861.2	soc-2 (suppressor of clear) homolog (C. elegans) 	186	1	0	0	1	0	0	0	0	1	mmu-miR-196b-5p	0.0031	0.0223	0.1412	-0.07	-0.16	0.13	2007, '11
Nol4l	ENSMUST00000035346.8	nucleolar protein 4-like 	84	1	0	0	1	0	0	0	0	2	mmu-miR-196a-5p	0.0056	0.0407	0.2787	-0.07	-0.16	0.10	2009, '11
Clcn5	ENSMUST00000004428.8	chloride channel 5 	504	1	0	0	1	0	0	0	0	2	mmu-miR-196a-5p	0.0077	0.0559	0.3723	-0.07	-0.08	0.13	2007
Polr3d	ENSMUST00000000793.6	polymerase (RNA) III (DNA directed) polypeptide D 	875	1	0	1	0	1	0	0	1	1	mmu-miR-196a-5p	0.0017	0.0122	0.0838	-0.07	-0.31	0.53	NULL
Tmprss2	ENSMUST00000000395.6	transmembrane protease, serine 2 	106	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0025	0.0177	0.1088	-0.06	-0.18	0.30	2005, '07, '09, '11
Nup155	ENSMUST00000163765.1	nucleoporin 155 	2075	1	0	1	0	1	0	1	0	1	mmu-miR-196a-5p	0.0028	0.0201	0.1320	-0.06	-0.18	0.48	2009, '11
Lrrc58	ENSMUST00000078717.6	leucine rich repeat containing 58 	92	1	0	1	0	0	0	0	0	0	mmu-miR-196b-5p	0.0035	0.0244	0.1285	-0.06	-0.22	0.89	2009, '11
Mrrf	ENSMUST00000028250.3	mitochondrial ribosome recycling factor 	242	1	0	1	0	1	0	1	0	0	mmu-miR-196b-5p	0.0036	0.0255	0.1404	-0.05	-0.32	0.81	NULL
Mettl11b	ENSMUST00000159679.2	methyltransferase like 11B 	83	1	0	1	0	1	0	0	1	0	mmu-miR-196a-5p	0.0046	0.0333	0.2056	-0.05	-0.49	0.88	NULL
Ppp1r12b	ENSMUST00000045665.7	protein phosphatase 1, regulatory (inhibitor) subunit 12B 	2779	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0055	0.0400	0.2641	-0.05	-0.05	0.38	2005, '07
Mapk8	ENSMUST00000111945.3	mitogen-activated protein kinase 8 	1259	1	0	1	0	0	0	0	0	1	mmu-miR-196a-5p	0.0033	0.0240	0.1615	-0.05	-0.32	0.81	2011
Igf1	ENSMUST00000105300.3	insulin-like growth factor 1 	5701	1	0	0	1	0	0	0	0	0	mmu-miR-196a-5p	0.0035	0.0255	0.1755	-0.05	-0.14	< 0.1	2009, '11
Zfp652	ENSMUST00000107717.2	zinc finger protein 652 	474	1	0	1	0	0	0	0	0	2	mmu-miR-196a-5p	0.0051	0.0367	0.2229	-0.05	-0.11	0.82	NULL
Sall3	ENSMUST00000057950.7	sal-like 3 (Drosophila) 	42	1	0	1	0	0	0	0	0	1	mmu-miR-196a-5p	0.0031	0.0223	0.1419	-0.05	-0.19	0.62	2009, '11
Usp31	ENSMUST00000046929.6	ubiquitin specific peptidase 31 	327	1	1	0	0	0	0	0	0	1	mmu-miR-196a-5p	0.0160	0.1078	0.4981	-0.04	-0.06	< 0.1	2007, '11
Acsl6	ENSMUST00000093106.6	acyl-CoA synthetase long-chain family member 6 	49	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0011	0.0077	0.0509	-0.04	-0.16	0.70	2005, '07
Aak1	ENSMUST00000089519.7	AP2 associated kinase 1 	1079	1	0	0	1	0	0	0	0	3	mmu-miR-196a-5p	0.0122	0.0887	0.5748	-0.04	-0.04	0.12	2007, '09, '11
Sel1l	ENSMUST00000021347.6	sel-1 suppressor of lin-12-like (C. elegans) 	1421	1	1	0	0	0	0	0	0	1	mmu-miR-196a-5p	0.0039	0.0274	0.1512	-0.04	-0.19	< 0.1	2005, '07, '09, '11
Slc25a35	ENSMUST00000018884.5	solute carrier family 25, member 35 	222	1	0	0	1	1	0	1	0	1	mmu-miR-196a-5p	0.0025	0.0184	0.1195	-0.04	-0.16	< 0.1	2005, '07
Yy1	ENSMUST00000021692.7	YY1 transcription factor 	3503	1	0	1	0	0	0	0	0	1	mmu-miR-196b-5p	0.0025	0.0184	0.1178	-0.03	-0.13	0.69	NULL
Tmod2	ENSMUST00000064433.4	tropomodulin 2 	83	1	0	1	0	1	0	0	1	2	mmu-miR-196a-5p	0.0027	0.0196	0.1183	-0.03	-0.24	0.85	2009, '11
Dicer1	ENSMUST00000041987.6	dicer 1, ribonuclease type III 	545	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0086	0.0613	0.3758	-0.03	-0.17	0.43	2005, '07, '09, '11
Parp8	ENSMUST00000022239.6	poly (ADP-ribose) polymerase family, member 8 	323	1	0	1	0	0	0	0	0	1	mmu-miR-196a-5p	0.0018	0.0127	0.0784	-0.02	-0.21	0.82	NULL
Sema3a	ENSMUST00000030714.7	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A 	440	1	0	0	1	0	0	0	0	2	mmu-miR-196a-5p	0.0022	0.0161	0.0982	-0.02	-0.10	0.13	2007, '09, '11
Ltn1	ENSMUST00000039449.7	listerin E3 ubiquitin protein ligase 1 	1140	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0009	0.0062	0.0397	-0.02	-0.21	0.68	2007, '09, '11
Ppwd1	ENSMUST00000022226.4	peptidylprolyl isomerase domain and WD repeat containing 1 	284	1	1	0	0	1	0	0	1	0	mmu-miR-196b-5p	0.0024	0.0160	0.0787	-0.02	-0.57	< 0.1	NULL
Atp6v1d	ENSMUST00000021536.7	ATPase, H+ transporting, lysosomal V1 subunit D 	350	1	0	1	0	1	1	0	0	2	mmu-miR-196a-5p	0.0010	0.0065	0.0316	-0.02	-0.61	0.63	NULL
Nedd4l	ENSMUST00000163516.2	neural precursor cell expressed, developmentally down-regulated gene 4-like 	1754	1	0	1	0	0	0	0	0	2	mmu-miR-196a-5p	0.0022	0.0150	0.0770	-0.02	-0.31	0.49	2009, '11
Chic2	ENSMUST00000075452.5	cysteine-rich hydrophobic domain 2 	492	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0013	0.0095	0.0629	-0.01	-0.21	0.71	NULL
Habp4	ENSMUST00000021929.8	hyaluronic acid binding protein 4 	197	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0007	0.0045	0.0201	-0.01	-0.32	0.87	2009, '11
Rab11fip1	ENSMUST00000033878.7	RAB11 family interacting protein 1 (class I) 	543	1	0	1	0	1	0	0	1	2	mmu-miR-196a-5p	0.0022	0.0158	0.1103	-0.01	-0.38	0.48	2005, '07, '09, '11
Slc6a20b	ENSMUST00000026273.8	solute carrier family 6 (neurotransmitter transporter), member 20B 	726	1	0	1	0	0	0	0	0	1	mmu-miR-196a-5p	0.0033	0.0240	0.1600	-0.01	-0.37	0.82	NULL
Sap30l	ENSMUST00000020826.5	SAP30-like 	4466	1	0	1	0	0	0	0	0	0	mmu-miR-196b-5p	0.0002	0.0011	0.0075	-0.01	-0.15	0.86	NULL
Col1a2	ENSMUST00000031668.8	collagen, type I, alpha 2 	5625	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0003	0.0019	0.0110	-0.01	-0.27	0.83	2005, '07, '09, '11
Dld	ENSMUST00000110857.3	dihydrolipoamide dehydrogenase 	2534	1	0	1	0	1	0	0	1	0	mmu-miR-196a-5p	0.0014	0.0101	0.0704	-0.01	-0.40	0.68	2007
Tanc2	ENSMUST00000100330.4	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 	397	1	0	0	1	0	0	0	0	2	mmu-miR-196a-5p	0.0046	0.0333	0.2284	-0.01	-0.01	0.13	2009, '11
Mfsd7b	ENSMUST00000085635.4	major facilitator superfamily domain containing 7B 	550	1	0	1	0	1	0	1	0	0	mmu-miR-196a-5p	0.0009	0.0068	0.0426	-0.01	-0.07	0.80	NULL
Col3a1	ENSMUST00000087883.7	collagen, type III, alpha 1 	15234	1	0	1	0	1	0	1	0	1	mmu-miR-196a-5p	0.0004	0.0029	0.0182	0	-0.60	0.94	2005, '07, '11
Lingo2	ENSMUST00000164772.2	leucine rich repeat and Ig domain containing 2 	23	1	1	0	0	2	0	0	2	4	mmu-miR-196a-5p	0.0005	0.0040	0.0284	0	-0.20	0.29	NULL
Ophn1	ENSMUST00000033560.3	oligophrenin 1 	150	1	1	0	0	0	0	0	0	0	mmu-miR-196a-5p	0.0013	0.0097	0.0678	0	-0.05	< 0.1	NULL
Gmpr	ENSMUST00000000260.7	guanosine monophosphate reductase 	1547	1	0	0	1	1	0	1	0	1	mmu-miR-196a-5p	0.0002	0.0014	0.0090	0	-0.15	0.13	NULL
Ppl	ENSMUST00000035672.3	periplakin 	381	1	1	0	0	0	0	0	0	2	mmu-miR-196a-5p	0.0005	0.0034	0.0233	0	-0.30	0.19	NULL
1700021F05Rik	ENSMUST00000147196.1	RIKEN cDNA 1700021F05 gene 	6557	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0001	0.0004	0.0017	0	-0.44	0.38	NULL
Phtf1	ENSMUST00000055425.9	putative homeodomain transcription factor 1 	755	1	1	0	0	0	0	0	0	2	mmu-miR-196a-5p	0.0001	0.0004	0.0018	0	-0.27	< 0.1	NULL
Pou3f4	ENSMUST00000078229.4	POU domain, class 3, transcription factor 4 	5	1	1	0	0	0	0	0	0	0	mmu-miR-196a-5p	0.0009	0.0069	0.0492	0	-0.35	0.13	NULL
Bcat1	ENSMUST00000032402.6	branched chain aminotransferase 1, cytosolic 	2745	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0000	0.0001	0.0007	0	-0.15	0.88	2005, '07, '11
Paqr8	ENSMUST00000189400.1	progestin and adipoQ receptor family member VIII 	300	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0013	0.0095	0.0654	0	-0.16	0.46	NULL
Dlgap2	ENSMUST00000133298.2	discs, large (Drosophila) homolog-associated protein 2 	5	1	0	0	1	0	0	0	0	2	mmu-miR-196a-5p	0.0017	0.0123	0.0869	0	-0.10	0.13	2007
Slc26a5	ENSMUST00000115176.2	solute carrier family 26, member 5 	5	1	1	0	0	0	0	0	0	1	mmu-miR-196a-5p	0.0000	0.0001	0.0005	0	-0.12	< 0.1	NULL
Stat1	ENSMUST00000070968.8	signal transducer and activator of transcription 1 	856	1	0	1	0	0	0	0	0	0	mmu-miR-196a-5p	0.0000	0.0002	0.0010	0	-0.16	0.43	NULL
Sftpb	ENSMUST00000183018.2	surfactant associated protein B 	29821	1	1	0	0	0	0	0	0	0	mmu-miR-196a-5p	0.0002	0.0017	0.0125	0	-0.16	< 0.1	NULL
