Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Ciita	ENSMUST00000023147.6	class II transactivator 	91	1	0	0	1	1	0	1	0	0	mmu-miR-142a-3p.1	0.0172	0.1162	0.5502	-0.14	-0.16	0.50	2007, '09, '11
Skp1a	ENSMUST00000037324.6	S-phase kinase-associated protein 1A 	6208	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0189	0.1095	0.3312	-0.14	-0.37	0.45	2005, '09, '11
Aff1	ENSMUST00000054979.4	AF4/FMR2 family, member 1 	201	1	0	1	0	1	0	0	1	0	mmu-miR-142a-3p.1	0.0392	0.2342	0.7990	-0.13	-0.17	0.80	2005, '07, '09, '11
Col24a1	ENSMUST00000029848.4	collagen, type XXIV, alpha 1 	24	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0078	0.0567	0.3626	-0.13	-0.13	0.63	2005, '07, '09, '11
Tenm2	ENSMUST00000102801.2	teneurin transmembrane protein 2 	17	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0173	0.1228	0.7183	-0.13	-0.13	0.28	2007, '09, '11
Sh3glb1	ENSMUST00000163279.1	SH3-domain GRB2-like B1 (endophilin) 	6534	1	0	1	0	2	1	1	0	0	mmu-miR-142a-3p.1	0.0292	0.1443	0.3332	-0.12	-0.70	0.52	2007, '09, '11
Abl2	ENSMUST00000166172.3	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene) 	860	1	0	1	0	1	0	0	1	0	mmu-miR-142a-3p.1	0.0189	0.1346	0.7822	-0.12	-0.12	0.77	2009, '11
Sox11	ENSMUST00000079063.6	SRY (sex determining region Y)-box 11 	251	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0291	0.1602	0.4186	-0.12	-0.23	0.65	2005, '07, '09, '11
Celf2	ENSMUST00000170438.2	CUGBP, Elav-like family member 2 	1988	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0101	0.0728	0.4600	-0.12	-0.12	0.38	2007, '09, '11
Ppig	ENSMUST00000090858.4	peptidyl-prolyl isomerase G (cyclophilin G) 	537	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0293	0.1753	0.6137	-0.11	-0.23	< 0.1	2009, '11
Il1rapl1	ENSMUST00000113966.2	interleukin 1 receptor accessory protein-like 1 	5	1	0	0	1	2	0	0	2	0	mmu-miR-142a-3p.1	0.0673	0.4207	1.6152	-0.11	-0.11	0.32	2005, '07
Ago2	ENSMUST00000044113.10	argonaute RISC catalytic subunit 2 	1138	1	0	0	1	0	0	0	0	1	mmu-miR-142a-3p.1	0.0303	0.1961	0.8220	-0.11	-0.12	0.71	2011
Itpkb	ENSMUST00000070181.6	inositol 1,4,5-trisphosphate 3-kinase B 	23	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0135	0.0942	0.5026	-0.11	-0.11	0.63	2005, '07, '09, '11
Anks1	ENSMUST00000025058.8	ankyrin repeat and SAM domain containing 1 	1368	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0257	0.1672	0.6789	-0.11	-0.11	0.57	2005, '09, '11
Whsc1l1	ENSMUST00000142395.2	Wolf-Hirschhorn syndrome candidate 1-like 1 (human) 	862	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0540	0.3102	0.9613	-0.10	-0.10	0.43	2009, '11
Socs6	ENSMUST00000070116.6	suppressor of cytokine signaling 6 	865	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0156	0.0996	0.3930	-0.10	-0.23	0.60	2007
Rbm27	ENSMUST00000046972.8	RNA binding motif protein 27 	804	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0221	0.1363	0.4506	-0.10	-0.14	0.51	2011
Itpr3	ENSMUST00000049308.8	inositol 1,4,5-triphosphate receptor 3 	777	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0161	0.1088	0.5076	-0.10	-0.10	0.52	2005, '07, '09, '11
Txlna	ENSMUST00000046425.10	taxilin alpha 	1256	1	0	0	1	1	0	0	1	0	mmu-miR-142a-3p.1	0.0085	0.0603	0.3470	-0.10	-0.13	0.37	2005, '07, '09, '11
Smg1	ENSMUST00000032891.9	SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans) 	108	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0427	0.2562	0.8523	-0.09	-0.09	0.57	2005, '07, '09, '11
Arap2	ENSMUST00000076623.5	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 	38	1	0	0	1	0	0	0	0	2	mmu-miR-142a-3p.1	0.0219	0.1535	0.8580	-0.09	-0.09	0.33	2007, '09, '11
Ipmk	ENSMUST00000079252.7	inositol polyphosphate multikinase 	1300	1	1	0	0	0	0	0	0	1	mmu-miR-142a-3p.1	0.0193	0.1317	0.6541	-0.09	-0.12	< 0.1	2009, '11
Cul5	ENSMUST00000120122.2	cullin 5 	1755	1	0	0	1	0	0	0	0	1	mmu-miR-142a-3p.1	0.0100	0.0719	0.4513	-0.09	-0.19	0.80	2007, '11
Gm12184	ENSMUST00000104959.1	predicted gene 12184 	12	1	0	1	0	0	0	0	0	3	mmu-miR-142a-3p.1	0.0064	0.0427	0.2032	-0.09	-0.33	0.37	NULL
Tet3	ENSMUST00000089622.5	tet methylcytosine dioxygenase 3 	1592	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0300	0.1858	0.6275	-0.09	-0.09	0.79	2011
Atxn7	ENSMUST00000022257.2	ataxin 7 	414	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0113	0.0802	0.4657	-0.09	-0.11	0.59	2009, '11
Kmt2a	ENSMUST00000114689.2	lysine (K)-specific methyltransferase 2A 	1581	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0262	0.1791	0.8974	-0.09	-0.09	0.32	2007, '09, '11
Purb	ENSMUST00000179343.2	purine rich element binding protein B 	1875	1	0	1	0	1	0	0	1	1	mmu-miR-142a-3p.1	0.0196	0.1340	0.6794	-0.09	-0.14	0.29	2005, '07
Slc38a4	ENSMUST00000023101.4	solute carrier family 38, member 4 	3191	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0049	0.0349	0.1967	-0.09	-0.16	0.62	2007, '09, '11
Arhgef12	ENSMUST00000165665.2	Rho guanine nucleotide exchange factor (GEF) 12 	393	1	1	0	0	1	1	0	0	1	mmu-miR-142a-3p.1	0.0569	0.3491	1.2395	-0.08	-0.13	0.67	2007, '09, '11
Setd1b	ENSMUST00000163030.3	SET domain containing 1B 	1000	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0867	0.4208	0.9392	-0.08	-0.08	< 0.1	NULL
Dido1	ENSMUST00000087517.4	death inducer-obliterator 1 	280	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0246	0.1673	0.8100	-0.07	-0.16	0.35	2011
Tgfb2	ENSMUST00000045288.8	transforming growth factor, beta 2 	436	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0086	0.0582	0.2807	-0.07	-0.17	0.81	2009, '11
Il7r	ENSMUST00000003981.4	interleukin 7 receptor 	34	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0107	0.0714	0.3229	-0.07	-0.15	0.48	NULL
Lingo2	ENSMUST00000164772.2	leucine rich repeat and Ig domain containing 2 	23	1	0	1	0	1	0	1	0	0	mmu-miR-142a-3p.1	0.0156	0.1023	0.4507	-0.06	-0.38	0.70	2007, '09, '11
Slc39a10	ENSMUST00000027131.5	solute carrier family 39 (zinc transporter), member 10 	158	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0176	0.1240	0.7053	-0.05	-0.15	0.57	2005, '07, '09, '11
Zkscan1	ENSMUST00000019660.5	zinc finger with KRAB and SCAN domains 1 	741	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0236	0.1285	0.4552	-0.05	-0.27	0.51	2009, '11
Meis1	ENSMUST00000144988.2	Meis homeobox 1 	219	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0102	0.0741	0.4755	-0.05	-0.05	< 0.1	NULL
Amotl1	ENSMUST00000160770.2	angiomotin-like 1 	104	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0527	0.2603	0.6499	-0.05	-0.09	< 0.1	2007, '09, '11
Casz1	ENSMUST00000122222.2	castor zinc finger 1 	63	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0438	0.2605	0.8423	-0.05	-0.05	< 0.1	2007, '11
Rere	ENSMUST00000105682.3	arginine glutamic acid dipeptide (RE) repeats 	443	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0627	0.3659	1.2599	-0.04	-0.40	0.83	2005, '07, '09, '11
Trps1	ENSMUST00000165201.3	trichorhinophalangeal syndrome I (human) 	826	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0279	0.1925	0.9990	-0.04	-0.04	< 0.1	2005, '07, '09, '11
Msi2	ENSMUST00000107909.2	musashi RNA-binding protein 2 	510	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0077	0.0498	0.2161	-0.03	-0.21	0.61	2009, '11
Zfp36l2	ENSMUST00000060366.6	zinc finger protein 36, C3H type-like 2 	26	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0022	0.0153	0.0755	-0.03	-0.18	0.46	2009, '11
Nepn	ENSMUST00000067085.4	nephrocan 	50	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0064	0.0360	0.1052	-0.03	-0.30	< 0.1	NULL
Nkiras1	ENSMUST00000132374.2	NFKB inhibitor interacting Ras-like protein 1 	548	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0036	0.0239	0.1091	-0.03	-0.21	0.83	2009, '11
Myh9	ENSMUST00000016771.7	myosin, heavy polypeptide 9, non-muscle 	1027	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0050	0.0363	0.2333	-0.03	-0.08	0.53	2005, '07, '09, '11
Hhip	ENSMUST00000079038.2	Hedgehog-interacting protein 	27	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0112	0.0476	0.1045	-0.03	-0.40	0.58	2009, '11
Nsd1	ENSMUST00000099490.2	nuclear receptor-binding SET-domain protein 1 	1937	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0419	0.2587	0.9787	-0.03	-0.03	< 0.1	2009, '11
Nipbl	ENSMUST00000052965.6	Nipped-B homolog (Drosophila) 	889	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0065	0.0395	0.1635	-0.02	-0.26	< 0.1	NULL
Parp8	ENSMUST00000022239.6	poly (ADP-ribose) polymerase family, member 8 	323	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0085	0.0524	0.2240	-0.02	-0.20	0.59	NULL
Klf13	ENSMUST00000063694.8	Kruppel-like factor 13 	96	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0042	0.0300	0.1830	-0.02	-0.15	0.82	2005, '07, '11
Nucks1	ENSMUST00000062264.7	nuclear casein kinase and cyclin-dependent kinase substrate 1 	2244	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0053	0.0262	0.0576	-0.02	-0.32	0.35	2011
Bnc2	ENSMUST00000176612.2	basonuclin 2 	291	1	0	0	1	0	0	0	0	0	mmu-miR-142a-3p.1	0.0123	0.0885	0.5574	-0.01	-0.01	< 0.1	2007
Tceb3	ENSMUST00000030427.5	transcription elongation factor B (SIII), polypeptide 3 	827	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0025	0.0140	0.0397	-0.01	-0.39	0.85	2009, '11
Ahsa2	ENSMUST00000109539.2	AHA1, activator of heat shock protein ATPase 2 	1274	1	0	0	1	0	0	0	0	1	mmu-miR-142a-3p.1	0.0014	0.0103	0.0631	-0.01	-0.23	0.79	2009, '11
Thoc1	ENSMUST00000025137.7	THO complex 1 	1441	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0018	0.0115	0.0488	-0.01	-0.25	< 0.1	2009, '11
Tomm6	ENSMUST00000113301.1	translocase of outer mitochondrial membrane 6 homolog (yeast) 	882	1	1	0	0	0	0	0	0	1	mmu-miR-142a-3p.1	0.0021	0.0090	0.0178	-0.01	-0.54	0.21	NULL
Pfn4	ENSMUST00000020967.5	profilin family, member 4 	41	1	0	0	1	1	0	0	1	0	mmu-miR-142a-3p.1	0.0007	0.0050	0.0242	-0.01	-0.12	0.69	NULL
Asrgl1	ENSMUST00000049948.5	asparaginase like 1 	588	1	1	0	0	1	0	0	1	0	mmu-miR-142a-3p.1	0.0008	0.0039	0.0083	0	-0.40	< 0.1	NULL
Swt1	ENSMUST00000064771.6	SWT1 RNA endoribonuclease homolog (S. cerevisiae) 	233	1	0	0	1	1	0	1	0	0	mmu-miR-142a-3p.1	0.0003	0.0018	0.0059	0	-0.17	0.67	NULL
Ppp2r3a	ENSMUST00000075941.6	protein phosphatase 2, regulatory subunit B'', alpha 	1020	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0018	0.0128	0.0881	0	-0.21	0.86	NULL
Nap1l1	ENSMUST00000065917.9	nucleosome assembly protein 1-like 1 	8413	1	0	1	0	1	0	0	1	0	mmu-miR-142a-3p.1	0.0000	0.0002	0.0012	0	-0.24	0.50	NULL
Kcns2	ENSMUST00000072868.3	K+ voltage-gated channel, subfamily S, 2 	7	1	0	1	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0007	0.0049	0.0341	0	-0.21	0.48	NULL
Amfr	ENSMUST00000053766.7	autocrine motility factor receptor 	7076	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0014	0.0102	0.0697	0	-0.37	0.86	2005
Kmt2e	ENSMUST00000094962.3	lysine (K)-specific methyltransferase 2E 	2118	1	1	0	0	0	0	0	0	0	mmu-miR-142a-3p.1	0.0008	0.0062	0.0445	0	-0.05	< 0.1	NULL
