Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Skp2	ENSMUST00000110585.3	S-phase kinase-associated protein 2 (p45) 	320	1	1	0	0	2	0	1	1	1	mmu-miR-206-3p	0.0843	0.5367	2.0492	-0.25	-0.25	< 0.1	2009, '11
Fam117b	ENSMUST00000036540.6	family with sequence similarity 117, member B 	1648	1	1	0	0	2	0	1	1	0	mmu-miR-206-3p	0.0738	0.4617	1.7313	-0.25	-0.26	< 0.1	2007, '09, '11
Zfp236	ENSMUST00000171071.3	zinc finger protein 236 	741	2	0	1	1	0	0	0	0	0	mmu-miR-206-3p	0.0470	0.3040	1.2321	-0.25	-0.26	0.76	2011
Fzd7	ENSMUST00000114246.3	frizzled homolog 7 (Drosophila) 	197	1	0	1	0	0	0	0	0	1	mmu-miR-1a-3p	0.0283	0.1791	0.6623	-0.25	-0.25	0.84	2005, '07, '09, '11
Ccdc141	ENSMUST00000049544.8	coiled-coil domain containing 141 	251	2	0	2	0	0	0	0	0	3	mmu-miR-206-3p	0.0537	0.3385	1.2728	-0.25	-0.27	0.66	2007, '11
Arl10	ENSMUST00000026988.5	ADP-ribosylation factor-like 10 	193	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0149	0.1001	0.4436	-0.25	-0.26	0.39	2007
Atg13	ENSMUST00000076803.6	autophagy related 13 	828	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0148	0.1013	0.4990	-0.25	-0.25	0.76	2007, '09, '11
Rarb	ENSMUST00000063750.6	retinoic acid receptor, beta 	34	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0050	0.0357	0.2161	-0.25	-0.25	0.77	2005, '07, '09, '11
Bpnt1	ENSMUST00000027916.7	bisphosphate 3'-nucleotidase 1 	6548	1	0	1	0	0	0	0	0	1	mmu-miR-1a-3p	0.0115	0.0806	0.4363	-0.25	-0.27	0.80	2005, '07, '09, '11
Asxl3	ENSMUST00000097655.3	additional sex combs like 3 (Drosophila) 	16	2	0	2	0	0	0	0	0	0	mmu-miR-1a-3p	0.0475	0.3039	1.2038	-0.24	-0.24	0.82	2011
Tgif2	ENSMUST00000081335.7	TGFB-induced factor homeobox 2 	10	1	1	0	0	0	0	0	0	2	mmu-miR-206-3p	0.0105	0.0744	0.4207	-0.24	-0.24	0.48	2005, '07, '09, '11
Ptma	ENSMUST00000186255.1	prothymosin alpha 	524	1	0	0	1	0	0	0	0	0	mmu-miR-206-3p	0.0112	0.0774	0.3814	-0.24	-0.25	0.51	2005, '07, '09, '11
Stx6	ENSMUST00000027743.7	syntaxin 6 	155	1	0	1	0	0	0	0	0	1	mmu-miR-206-3p	0.0430	0.2563	0.8131	-0.24	-0.25	0.13	2005, '07, '09, '11
Zfp148	ENSMUST00000165418.2	zinc finger protein 148 	580	2	0	1	1	0	0	0	0	4	mmu-miR-1a-3p	0.0580	0.3894	1.8239	-0.24	-0.27	0.82	2009, '11
Ndrg1	ENSMUST00000005256.7	N-myc downstream regulated gene 1 	10621	1	1	0	0	1	0	0	1	3	mmu-miR-1a-3p	0.0373	0.2395	0.9742	-0.24	-0.24	< 0.1	2005, '07, '09, '11
Manea	ENSMUST00000041374.7	mannosidase, endo-alpha 	587	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0272	0.1714	0.6073	-0.24	-0.24	0.54	2005, '07, '09, '11
Meis1	ENSMUST00000144988.2	Meis homeobox 1 	219	2	0	1	1	0	0	0	0	0	mmu-miR-1a-3p	0.0502	0.3229	1.2583	-0.24	-0.24	0.45	2005, '07
Arf4	ENSMUST00000022429.3	ADP-ribosylation factor 4 	2496	1	0	0	1	1	1	0	0	1	mmu-miR-1a-3p	0.0262	0.1766	0.8229	-0.24	-0.57	0.74	2005, '07, '09, '11
0610030E20Rik	ENSMUST00000077783.3	RIKEN cDNA 0610030E20 gene 	1246	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0212	0.1416	0.6361	-0.24	-0.27	0.26	2011
Nr4a2	ENSMUST00000028166.3	nuclear receptor subfamily 4, group A, member 2 	59	1	0	1	0	0	0	0	0	0	mmu-miR-206-3p	0.0214	0.1389	0.5467	-0.24	-0.26	0.81	2005, '07, '11
Arhgap32	ENSMUST00000174641.2	Rho GTPase activating protein 32 	299	2	0	0	2	2	0	1	1	1	mmu-miR-206-3p	0.0472	0.3192	1.5247	-0.24	-0.30	0.77	2011
Nmt2	ENSMUST00000081932.7	N-myristoyltransferase 2 	2898	1	0	0	1	0	0	0	0	3	mmu-miR-206-3p	0.0211	0.1507	0.9059	-0.24	-0.25	0.52	2005, '07, '09, '11
Slc25a1	ENSMUST00000003622.9	solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1 	636	1	0	0	1	1	0	0	1	0	mmu-miR-206-3p	0.0122	0.0862	0.4873	-0.24	-0.33	0.70	2005, '07, '09, '11
Sdcbp	ENSMUST00000029912.5	syndecan binding protein 	2414	1	0	0	1	0	0	0	0	0	mmu-miR-206-3p	0.0248	0.1627	0.6797	-0.24	-0.24	0.52	2005, '07, '09, '11
Zfp36l1	ENSMUST00000021552.1	zinc finger protein 36, C3H type-like 1 	1389	2	0	1	1	0	0	0	0	0	mmu-miR-1a-3p	0.0264	0.1790	0.8560	-0.24	-0.24	0.76	2005, '07, '09, '11
Klf13	ENSMUST00000063694.8	Kruppel-like factor 13 	96	2	2	0	0	0	0	0	0	2	mmu-miR-1a-3p	0.0244	0.1638	0.7498	-0.24	-0.29	0.95	2005, '07, '11
Wbp1l	ENSMUST00000138302.3	WW domain binding protein 1 like 	1517	2	0	2	0	0	0	0	0	0	mmu-miR-1a-3p	0.0138	0.0962	0.5088	-0.24	-0.28	0.93	2007, '09, '11
Col4a3	ENSMUST00000113457.3	collagen, type IV, alpha 3 	655	1	1	0	0	2	2	0	0	0	mmu-miR-1a-3p	0.1502	0.7935	2.0259	-0.24	-0.25	< 0.1	2005, '07, '09, '11
Myocd	ENSMUST00000102635.4	myocardin 	102	3	1	1	1	1	0	1	0	1	mmu-miR-1a-3p	0.0617	0.4025	1.6601	-0.24	-0.35	0.93	2009, '11
Alpl	ENSMUST00000030551.5	alkaline phosphatase, liver/bone/kidney 	528	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0287	0.1885	0.8145	-0.23	-0.23	< 0.1	2005, '07, '09, '11
Mtx1	ENSMUST00000073572.5	metaxin 1 	504	1	0	0	1	0	0	0	0	0	mmu-miR-1a-3p	0.0092	0.0643	0.3367	-0.23	-0.23	0.20	2005, '09, '11
Gdf6	ENSMUST00000057613.2	growth differentiation factor 6 	26	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0157	0.1056	0.4659	-0.23	-0.23	0.87	2005, '07, '09, '11
Taok3	ENSMUST00000092889.6	TAO kinase 3 	206	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0140	0.0958	0.4552	-0.23	-0.23	0.79	2005, '07, '09, '11
Hand2	ENSMUST00000040104.3	heart and neural crest derivatives expressed transcript 2 	201	1	0	0	1	0	0	0	0	0	mmu-miR-1a-3p	0.0180	0.1192	0.5000	-0.23	-0.23	0.58	2005, '07, '09, '11
Neto1	ENSMUST00000058829.2	neuropilin (NRP) and tolloid (TLL)-like 1 	6	1	0	0	1	0	0	0	0	1	mmu-miR-1a-3p	0.0210	0.1416	0.6575	-0.23	-0.23	0.51	2009, '11
Klf4	ENSMUST00000107619.2	Kruppel-like factor 4 (gut) 	7	1	0	0	1	0	0	0	0	0	mmu-miR-1a-3p	0.0473	0.2818	0.9209	-0.23	-0.23	0.73	2005, '07, '09, '11
Agpat1	ENSMUST00000037489.9	1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, alpha) 	478	1	1	0	0	0	0	0	0	1	mmu-miR-1a-3p	0.0109	0.0776	0.4466	-0.23	-0.23	< 0.1	2007, '09, '11
Tbp	ENSMUST00000162505.2	TATA box binding protein 	1274	1	0	1	0	1	0	1	0	0	mmu-miR-1a-3p	0.0272	0.1710	0.6005	-0.23	-0.26	0.87	2005, '07, '09, '11
Tspyl4	ENSMUST00000047935.7	TSPY-like 4 	21	1	1	0	0	2	1	0	1	1	mmu-miR-206-3p	0.0270	0.1910	1.0777	-0.23	-0.23	0.58	2005, '07, '09, '11
Met	ENSMUST00000115443.2	met proto-oncogene 	4200	2	0	2	0	0	0	0	0	0	mmu-miR-1a-3p	0.0358	0.2397	1.0598	-0.23	-0.23	0.32	2005, '07, '09, '11
Hdac4	ENSMUST00000097644.3	histone deacetylase 4 	652	2	0	1	1	0	0	0	0	0	mmu-miR-206-3p	0.0238	0.1584	0.7173	-0.23	-0.26	0.92	2005, '07
Pax7	ENSMUST00000030508.8	paired box 7 	9	3	1	2	0	2	0	1	1	0	mmu-miR-1a-3p	0.0753	0.5043	2.2314	-0.23	-0.23	0.53	2009, '11
Unkl	ENSMUST00000039734.6	unkempt-like (Drosophila) 	42	2	2	0	0	1	0	0	1	0	mmu-miR-206-3p	0.0616	0.3858	1.4984	-0.23	-0.23	< 0.1	2009, '11
Fam126a	ENSMUST00000030849.7	family with sequence similarity 126, member A 	241	1	0	1	0	0	0	0	0	2	mmu-miR-1a-3p	0.0357	0.2246	0.8663	-0.23	-0.23	0.73	2009, '11
Slc25a25	ENSMUST00000052119.8	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25 	168	1	1	0	0	0	0	0	0	1	mmu-miR-1a-3p	0.0149	0.1036	0.5467	-0.23	-0.23	0.91	2005, '07, '09, '11
Otud5	ENSMUST00000033494.10	OTU domain containing 5 	808	1	0	0	1	0	0	0	0	1	mmu-miR-206-3p	0.0160	0.1138	0.6697	-0.23	-0.23	0.50	2007, '09, '11
Lin7c	ENSMUST00000028583.7	lin-7 homolog C (C. elegans) 	1842	1	0	1	0	0	0	0	0	2	mmu-miR-1a-3p	0.0243	0.1653	0.8106	-0.23	-0.25	0.38	2005, '07, '09, '11
Ctbp2	ENSMUST00000169570.2	C-terminal binding protein 2 	721	1	0	1	0	0	0	0	0	1	mmu-miR-1a-3p	0.0280	0.1902	0.8862	-0.23	-0.28	0.86	2007, '09, '11
Frmd8	ENSMUST00000025728.7	FERM domain containing 8 	1448	1	1	0	0	0	0	0	0	2	mmu-miR-1a-3p	0.0270	0.1817	0.8260	-0.23	-0.23	< 0.1	2007, '09, '11
Kcnip3	ENSMUST00000028850.9	Kv channel interacting protein 3, calsenilin 	11	1	1	0	0	0	0	0	0	0	mmu-miR-206-3p	0.0331	0.1823	0.4875	-0.22	-0.41	0.88	2007, '09, '11
Sec61a1	ENSMUST00000032168.5	Sec61 alpha 1 subunit (S. cerevisiae) 	3157	1	0	0	1	0	0	0	0	0	mmu-miR-1a-3p	0.0180	0.1194	0.5051	-0.22	-0.23	0.64	2005, '07, '09, '11
Dnajc5	ENSMUST00000072334.6	DnaJ (Hsp40) homolog, subfamily C, member 5 	1852	1	0	1	0	0	0	0	0	1	mmu-miR-206-3p	0.0141	0.0975	0.5025	-0.22	-0.28	0.76	2005, '07, '09, '11
Pdgfa	ENSMUST00000046901.8	platelet derived growth factor, alpha 	720	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0061	0.0437	0.2555	-0.22	-0.22	0.87	2007, '09, '11
Rap1b	ENSMUST00000064667.7	RAS related protein 1b 	10115	1	0	0	1	0	0	0	0	0	mmu-miR-206-3p	0.0084	0.0600	0.3465	-0.22	-0.22	0.73	2005, '07, '09, '11
Rsbn1l	ENSMUST00000036489.5	round spermatid basic protein 1-like 	242	1	0	1	0	0	0	0	0	2	mmu-miR-1a-3p	0.0106	0.0738	0.3860	-0.22	-0.23	0.87	2005, '07, '09, '11
Tmem135	ENSMUST00000041968.4	transmembrane protein 135 	3651	1	0	0	1	0	0	0	0	0	mmu-miR-1a-3p	0.0167	0.1121	0.4906	-0.22	-0.22	0.69	2007, '09, '11
Epb4.1l4b	ENSMUST00000030142.3	erythrocyte protein band 4.1-like 4b 	2577	1	0	0	1	0	0	0	0	1	mmu-miR-1a-3p	0.0202	0.1423	0.8027	-0.22	-0.22	0.68	2009, '11
Slc8a2	ENSMUST00000168693.1	solute carrier family 8 (sodium/calcium exchanger), member 2 	31	1	1	0	0	1	0	0	1	4	mmu-miR-1a-3p	0.0342	0.2083	0.6768	-0.22	-0.23	0.88	2005, '07, '09, '11
Map3k1	ENSMUST00000109267.3	mitogen-activated protein kinase kinase kinase 1 	65	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0357	0.2180	0.7257	-0.22	-0.22	0.73	2009, '11
Rnf138	ENSMUST00000072847.6	ring finger protein 138 	436	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0178	0.1174	0.5196	-0.22	-0.39	0.74	2005, '07, '09, '11
Mbtd1	ENSMUST00000063718.5	mbt domain containing 1 	347	1	0	1	0	1	0	0	1	0	mmu-miR-1a-3p	0.0415	0.2726	1.1515	-0.22	-0.24	0.18	2009, '11
Ppp1r3b	ENSMUST00000070481.6	protein phosphatase 1, regulatory (inhibitor) subunit 3B 	106	1	0	1	0	1	0	0	1	1	mmu-miR-206-3p	0.0232	0.1611	0.8409	-0.22	-0.24	0.60	2005, '07, '09, '11
Arih1	ENSMUST00000171975.2	ariadne ubiquitin-conjugating enzyme E2 binding protein homolog 1 (Drosophila) 	3517	1	0	1	0	1	0	0	1	1	mmu-miR-206-3p	0.0202	0.1339	0.5859	-0.22	-0.26	0.81	2009, '11
Fbxw7	ENSMUST00000107679.2	F-box and WD-40 domain protein 7 	536	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0158	0.1081	0.5303	-0.22	-0.23	0.85	2007, '11
Eya4	ENSMUST00000092665.5	eyes absent 4 homolog (Drosophila) 	348	1	0	1	0	0	0	0	0	1	mmu-miR-1a-3p	0.0325	0.2176	0.9782	-0.21	-0.22	0.87	2005, '07, '09, '11
Phax	ENSMUST00000008445.5	phosphorylated adaptor for RNA export 	914	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0140	0.0842	0.2627	-0.21	-0.63	0.79	2007, '09, '11
Tcf7l2	ENSMUST00000111656.2	transcription factor 7 like 2, T cell specific, HMG box 	1051	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0341	0.2087	0.6925	-0.21	-0.21	< 0.1	2009
Dmpk	ENSMUST00000108473.4	dystrophia myotonica-protein kinase 	8005	1	0	1	0	0	0	0	0	1	mmu-miR-1a-3p	0.0073	0.0522	0.3071	-0.21	-0.21	0.40	2005, '07, '11
Cask	ENSMUST00000115438.4	calcium/calmodulin-dependent serine protein kinase (MAGUK family) 	743	1	0	1	0	1	0	0	1	4	mmu-miR-1a-3p	0.0234	0.1540	0.6634	-0.21	-0.25	0.87	2009, '11
Pi4ka	ENSMUST00000036161.6	phosphatidylinositol 4-kinase, catalytic, alpha polypeptide 	105	1	0	1	0	0	0	0	0	0	mmu-miR-206-3p	0.0194	0.1326	0.6635	-0.21	-0.24	0.61	2007, '09, '11
Tgif1	ENSMUST00000186358.1	TGFB-induced factor homeobox 1 	815	1	0	0	1	0	0	0	0	1	mmu-miR-1a-3p	0.0133	0.0943	0.5356	-0.21	-0.21	0.36	2007, '09, '11
Mxd4	ENSMUST00000042701.7	Max dimerization protein 4 	2773	1	0	0	1	0	0	0	0	1	mmu-miR-206-3p	0.0276	0.1751	0.6417	-0.21	-0.21	0.47	2005, '07, '09, '11
Map1a	ENSMUST00000094639.4	microtubule-associated protein 1 A 	197	1	1	0	0	2	0	0	2	0	mmu-miR-1a-3p	0.0980	0.4831	1.2785	-0.21	-0.22	0.68	2005, '07, '09, '11
Atp6ap2	ENSMUST00000033313.2	ATPase, H+ transporting, lysosomal accessory protein 2 	1873	1	0	0	1	0	0	0	0	0	mmu-miR-1a-3p	0.0197	0.1295	0.5337	-0.21	-0.21	0.65	2005, '07, '09, '11
Klhl15	ENSMUST00000113915.1	kelch-like 15 	59	1	0	1	0	0	0	0	0	1	mmu-miR-1a-3p	0.0530	0.3058	0.9711	-0.21	-0.23	0.30	NULL
Thoc2	ENSMUST00000047037.9	THO complex 2 	657	1	1	0	0	0	0	0	0	1	mmu-miR-206-3p	0.0377	0.2481	1.1124	-0.21	-0.21	0.81	2009, '11
Pm20d1	ENSMUST00000112393.3	peptidase M20 domain containing 1 	1502	1	0	1	0	3	0	2	1	1	mmu-miR-1a-3p	0.0177	0.1247	0.7019	-0.21	-0.29	0.64	2007, '09, '11
Tbc1d15	ENSMUST00000020339.8	TBC1 domain family, member 15 	1002	1	0	1	0	1	0	0	1	2	mmu-miR-1a-3p	0.0229	0.1337	0.3982	-0.21	-0.44	0.87	2005, '07, '09, '11
Wdr1	ENSMUST00000005234.9	WD repeat domain 1 	1833	1	1	0	0	0	0	0	0	1	mmu-miR-206-3p	0.0155	0.1025	0.4234	-0.21	-0.25	0.93	2005, '07, '09, '11
Epb4.1l2	ENSMUST00000053748.9	erythrocyte protein band 4.1-like 2 	2840	1	0	0	1	1	0	0	1	0	mmu-miR-1a-3p	0.0189	0.1323	0.6999	-0.21	-0.21	0.50	2007, '09, '11
Ap3d1	ENSMUST00000020420.7	adaptor-related protein complex 3, delta 1 subunit 	1602	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0119	0.0851	0.5079	-0.21	-0.21	0.87	2005, '07, '09, '11
Zfp326	ENSMUST00000031227.5	zinc finger protein 326 	288	1	0	0	1	0	0	0	0	1	mmu-miR-1a-3p	0.0109	0.0754	0.3775	-0.21	-0.21	0.73	2009, '11
Ptprg	ENSMUST00000022264.7	protein tyrosine phosphatase, receptor type, G 	1653	1	1	0	0	1	0	0	1	0	mmu-miR-1a-3p	0.0333	0.2256	1.0619	-0.20	-0.21	0.87	2005, '07, '09, '11
Ptbp1	ENSMUST00000165704.2	polypyrimidine tract binding protein 1 	1338	1	0	0	1	0	0	0	0	1	mmu-miR-206-3p	0.0108	0.0746	0.3737	-0.20	-0.24	0.74	2005, '07, '09, '11
Cped1	ENSMUST00000115383.3	cadherin-like and PC-esterase domain containing 1 	1712	1	0	1	0	0	0	0	0	0	mmu-miR-206-3p	0.0491	0.2964	1.0611	-0.20	-0.20	0.84	2007, '09, '11
Zmat3	ENSMUST00000029199.5	zinc finger matrin type 3 	1540	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0212	0.1380	0.5418	-0.20	-0.20	0.50	2007, '09, '11
Eaf1	ENSMUST00000022446.5	ELL associated factor 1 	649	1	1	0	0	1	0	0	1	1	mmu-miR-1a-3p	0.0691	0.3788	1.1278	-0.20	-0.21	< 0.1	2005, '07, '09, '11
Fosb	ENSMUST00000003640.2	FBJ osteosarcoma oncogene B 	9	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0274	0.1740	0.6393	-0.20	-0.20	0.78	2005, '07, '09, '11
Pxylp1	ENSMUST00000112951.3	2-phosphoxylose phosphatase 1 	22	1	0	0	1	1	0	1	0	0	mmu-miR-1a-3p	0.0196	0.1375	0.7401	-0.20	-0.38	0.62	2007, '09, '11
Gdap1l1	ENSMUST00000109420.4	ganglioside-induced differentiation-associated protein 1-like 1 	65	1	1	0	0	0	0	0	0	0	mmu-miR-206-3p	0.0169	0.1039	0.3499	-0.20	-0.45	0.80	2005, '07, '09, '11
Slc25a30	ENSMUST00000022580.6	solute carrier family 25, member 30 	1059	1	0	1	0	0	0	0	0	1	mmu-miR-1a-3p	0.0253	0.1649	0.6770	-0.20	-0.20	0.70	NULL
Elf1	ENSMUST00000040131.6	E74-like factor 1 	1109	1	0	0	1	0	0	0	0	0	mmu-miR-1a-3p	0.0217	0.1461	0.6734	-0.20	-0.20	0.73	2005, '07, '09, '11
Cyb5b	ENSMUST00000034400.3	cytochrome b5 type B 	10729	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0332	0.1920	0.5462	-0.20	-0.27	0.40	2007, '09, '11
Vgll4	ENSMUST00000032459.8	vestigial like 4 (Drosophila) 	1729	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0117	0.0812	0.4150	-0.20	-0.20	0.84	2005, '07
Tnpo2	ENSMUST00000093360.5	transportin 2 (importin 3, karyopherin beta 2b) 	2063	1	1	0	0	0	0	0	0	1	mmu-miR-206-3p	0.0341	0.2127	0.7748	-0.20	-0.20	0.72	2005, '07, '09, '11
Fam69a	ENSMUST00000031198.5	family with sequence similarity 69, member A 	413	1	0	0	1	0	0	0	0	0	mmu-miR-206-3p	0.0062	0.0439	0.2542	-0.20	-0.22	0.33	2009, '11
Hace1	ENSMUST00000037044.7	HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1 	292	1	0	0	1	0	0	0	0	0	mmu-miR-206-3p	0.0102	0.0708	0.3623	-0.20	-0.20	0.73	2005, '07, '09, '11
Pmepa1	ENSMUST00000036248.7	prostate transmembrane protein, androgen induced 1 	1283	1	0	1	0	1	0	1	0	1	mmu-miR-1a-3p	0.0063	0.0447	0.2609	-0.20	-0.24	0.86	2007, '09, '11
Phf6	ENSMUST00000078944.7	PHD finger protein 6 	1370	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0172	0.1139	0.4806	-0.20	-0.21	0.47	2005, '07, '09, '11
Pea15a	ENSMUST00000013842.6	phosphoprotein enriched in astrocytes 15A 	1608	1	0	1	0	0	0	0	0	0	mmu-miR-1a-3p	0.0066	0.0466	0.2654	-0.20	-0.20	0.21	2009, '11
Sema6d	ENSMUST00000103239.4	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D 	274	1	1	0	0	0	0	0	0	0	mmu-miR-206-3p	0.0533	0.3020	0.8890	-0.20	-0.20	0.71	2005, '07, '09, '11
Mchr1	ENSMUST00000166855.1	melanin-concentrating hormone receptor 1 	41	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0103	0.0717	0.3746	-0.20	-0.20	< 0.1	2007, '11
Matr3	ENSMUST00000166793.2	matrin 3 	2936	1	1	0	0	0	0	0	0	1	mmu-miR-1a-3p	0.0248	0.1438	0.4579	-0.19	-0.45	0.92	2005, '07, '09, '11
Dgkz	ENSMUST00000099709.4	diacylglycerol kinase zeta 	612	1	0	1	0	0	0	0	0	0	mmu-miR-206-3p	0.0136	0.0925	0.4295	-0.19	-0.19	0.48	2005, '07, '09, '11
Actb	ENSMUST00000100497.5	actin, beta 	89378	1	0	0	1	0	0	0	0	0	mmu-miR-1a-3p	0.0076	0.0536	0.3031	-0.19	-0.19	0.34	2005, '07, '09, '11
Gm6625	ENSMUST00000177870.1	predicted gene 6625 	75	1	0	0	1	0	0	0	0	0	mmu-miR-206-3p	0.0108	0.0748	0.3740	-0.19	-0.19	0.34	NULL
Zfp281	ENSMUST00000047734.9	zinc finger protein 281 	1001	2	0	1	1	0	0	0	0	1	mmu-miR-1a-3p	0.0261	0.1716	0.7405	-0.19	-0.33	0.77	2011
Anp32b	ENSMUST00000102926.4	acidic (leucine-rich) nuclear phosphoprotein 32 family, member B 	16234	1	0	1	0	0	0	0	0	0	mmu-miR-206-3p	0.0049	0.0349	0.2109	-0.19	-0.19	0.58	2005, '07, '09, '11
Slc16a12	ENSMUST00000009522.3	solute carrier family 16 (monocarboxylic acid transporters), member 12 	599	1	0	1	0	0	0	0	0	1	mmu-miR-1a-3p	0.0201	0.1353	0.6200	-0.19	-0.19	0.27	2005, '07, '09, '11
Gnaq	ENSMUST00000025541.5	guanine nucleotide binding protein, alpha q polypeptide 	857	1	0	1	0	1	0	1	0	2	mmu-miR-206-3p	0.0346	0.2351	1.1245	-0.19	-0.20	0.49	2005, '07, '09, '11
Lrrc8a	ENSMUST00000095078.2	leucine rich repeat containing 8A 	1153	1	0	1	0	0	0	0	0	1	mmu-miR-1a-3p	0.0166	0.1124	0.5182	-0.19	-0.19	0.52	2005, '07, '09, '11
Car8	ENSMUST00000066674.7	carbonic anhydrase 8 	1355	1	0	1	0	1	0	0	1	0	mmu-miR-1a-3p	0.0073	0.0519	0.3038	-0.19	-0.28	< 0.1	2009, '11
Atxn1l	ENSMUST00000093162.3	ataxin 1-like 	808	1	1	0	0	1	0	0	1	4	mmu-miR-1a-3p	0.0456	0.3087	1.5237	-0.19	-0.19	0.62	2009, '11
Prrc1	ENSMUST00000025490.8	proline-rich coiled-coil 1 	1210	1	0	0	1	1	0	1	0	0	mmu-miR-206-3p	0.0227	0.1535	0.7096	-0.19	-0.20	0.31	2007, '09, '11
Srsf3	ENSMUST00000130216.1	serine/arginine-rich splicing factor 3 	3479	1	0	1	0	1	0	1	0	0	mmu-miR-206-3p	0.0174	0.1115	0.4278	-0.19	-0.47	0.87	2007, '09, '11
Rnf150	ENSMUST00000078525.5	ring finger protein 150 	347	1	1	0	0	2	0	1	1	3	mmu-miR-1a-3p	0.0588	0.3880	1.7546	-0.19	-0.30	0.93	2011
Ift20	ENSMUST00000128788.2	intraflagellar transport 20 	1970	1	0	0	1	0	0	0	0	0	mmu-miR-1a-3p	0.0096	0.0676	0.3727	-0.19	-0.19	0.23	2007
Gnpnat1	ENSMUST00000046191.7	glucosamine-phosphate N-acetyltransferase 1 	1349	1	0	1	0	1	0	0	1	0	mmu-miR-1a-3p	0.0202	0.1322	0.5319	-0.19	-0.44	0.44	2005, '07, '09, '11
Smyd4	ENSMUST00000044530.2	SET and MYND domain containing 4 	301	1	0	1	0	0	0	0	0	0	mmu-miR-206-3p	0.0216	0.1434	0.6309	-0.19	-0.19	0.36	2005, '07, '09, '11
Clock	ENSMUST00000075159.1	circadian locomotor output cycles kaput 	748	1	0	1	0	1	0	0	1	1	mmu-miR-1a-3p	0.0352	0.2214	0.9070	-0.19	-0.26	0.84	2005, '07, '09, '11
Xpnpep3	ENSMUST00000041609.5	X-prolyl aminopeptidase (aminopeptidase P) 3, putative 	465	1	0	0	1	0	0	0	0	1	mmu-miR-206-3p	0.0168	0.1186	0.6770	-0.19	-0.20	0.37	2007, '09, '11
Pdcd4	ENSMUST00000074371.6	programmed cell death 4 	3059	1	0	0	1	0	0	0	0	0	mmu-miR-1a-3p	0.0134	0.0914	0.4259	-0.19	-0.19	0.60	2005, '07, '09, '11
Acer2	ENSMUST00000045224.8	alkaline ceramidase 2 	808	1	1	0	0	0	0	0	0	0	mmu-miR-1a-3p	0.0365	0.2185	0.6838	-0.19	-0.19	0.47	2007, '09, '11
Tgfbr3	ENSMUST00000031224.9	transforming growth factor, beta receptor III 	171	1	0	1	0	0	0	0	0	0	mmu-miR-206-3p	0.0238	0.1596	0.7424	-0.19	-0.19	0.82	2005, '07, '09, '11
Gm9938	ENSMUST00000067077.1	predicted gene 9938 	1271	1	0	1	0	1	0	0	1	0	mmu-miR-1a-3p	0.0203	0.1384	0.6663	-0.19	-0.22	0.59	NULL
Gm5627	ENSMUST00000178539.1	predicted gene 5627 	24	1	1	0	0	1	1	0	0	0	mmu-miR-206-3p	0.0203	0.1303	0.5323	-0.18	-0.63	< 0.1	NULL
Trps1	ENSMUST00000165201.3	trichorhinophalangeal syndrome I (human) 	826	1	0	0	1	1	0	0	1	0	mmu-miR-206-3p	0.0580	0.3763	1.5807	-0.18	-0.20	0.67	2005, '07, '09, '11
