Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Tmem151a	ENSMUST00000077066.7	transmembrane protein 151A 	18	1	0	0	1	1	mmu-miR-574-5p	0.0031	0.0218	0.1248	-0.02	-0.06	< 0.1
Cpt1c	ENSMUST00000063761.7	carnitine palmitoyltransferase 1c 	32	1	0	1	0	0	mmu-miR-574-5p	0.0021	0.0153	0.0941	-0.02	-0.11	< 0.1
Cd93	ENSMUST00000099269.3	CD93 antigen 	571	9*	2	0	1	2	mmu-miR-574-5p	0.0142	0.0948	0.5046	-0.02	-0.32	< 0.1
Supt4a	ENSMUST00000093955.6	suppressor of Ty 4A 	262	1	0	1	0	0	mmu-miR-574-5p	0.0005	0.0033	0.0193	-0.02	-0.22	< 0.1
Gldc	ENSMUST00000025778.7	glycine decarboxylase 	318	1	1	0	0	0	mmu-miR-574-5p	0.0082	0.0523	0.2546	-0.02	-0.17	< 0.1
Mmp16	ENSMUST00000029881.4	matrix metallopeptidase 16 	95	1	0	1	0	0	mmu-miR-574-5p	0.0034	0.0235	0.1291	-0.02	-0.13	< 0.1
Xylt1	ENSMUST00000032892.5	xylosyltransferase 1 	15	2*	0	0	1	2	mmu-miR-574-5p	0.0104	0.0754	0.4820	-0.02	-0.02	< 0.1
Dtnb	ENSMUST00000164578.3	dystrobrevin, beta 	476	2	0	2	0	1	mmu-miR-574-5p	0.0032	0.0213	0.1007	-0.02	-0.24	< 0.1
Six1	ENSMUST00000050029.7	sine oculis-related homeobox 1 	709	3*	0	0	1	0	mmu-miR-574-5p	0.0018	0.0117	0.0525	-0.02	-0.18	< 0.1
Vwa5a	ENSMUST00000001544.6	von Willebrand factor A domain containing 5A 	1770	1	0	0	1	1	mmu-miR-574-5p	0.0122	0.0855	0.4602	-0.02	-0.18	< 0.1
Clcn6	ENSMUST00000137724.2	chloride channel 6 	192	1	0	0	1	0	mmu-miR-574-5p	0.0087	0.0633	0.4229	-0.01	-0.03	< 0.1
Tnr	ENSMUST00000111669.3	tenascin R 	7	19*	0	2	1	2	mmu-miR-574-5p	0.0089	0.0622	0.3513	-0.01	-0.06	< 0.1
Disc1	ENSMUST00000118942.2	disrupted in schizophrenia 1 	66	2*	0	0	0	2	mmu-miR-574-5p	0.0089	0.0645	0.4092	-0.01	-0.01	< 0.1
Pde7a	ENSMUST00000099195.4	phosphodiesterase 7A 	1238	1	0	1	0	0	mmu-miR-574-5p	0.0054	0.0391	0.2506	-0.01	-0.02	< 0.1
Thsd7a	ENSMUST00000046121.7	thrombospondin, type I, domain containing 7A 	91	3*	0	0	0	1	mmu-miR-574-5p	0.0119	0.0859	0.5387	-0.01	-0.01	< 0.1
Casz1	ENSMUST00000122222.2	castor zinc finger 1 	63	3	1	1	1	0	mmu-miR-574-5p	0.0109	0.0781	0.4778	-0.01	-0.06	< 0.1
Satb1	ENSMUST00000144331.2	special AT-rich sequence binding protein 1 	473	1	0	0	1	2	mmu-miR-574-5p	0.0099	0.0717	0.4538	-0.01	-0.12	< 0.1
Morc4	ENSMUST00000033811.8	microrchidia 4 	489	1	0	0	1	0	mmu-miR-574-5p	0.0027	0.0185	0.0906	-0.01	-0.10	< 0.1
Tmem260	ENSMUST00000111735.3	transmembrane protein 260 	302	1	0	1	0	0	mmu-miR-574-5p	0.0096	0.0682	0.4030	-0.01	-0.03	< 0.1
Tmem132d	ENSMUST00000044441.6	transmembrane protein 132D 	19	1*	0	0	0	1	mmu-miR-574-5p	0.0067	0.0468	0.2530	-0.01	-0.02	< 0.1
Zfp768	ENSMUST00000060783.5	zinc finger protein 768 	57	1	0	1	0	1	mmu-miR-574-5p	0.0053	0.0380	0.2287	-0.01	-0.14	< 0.1
Cacna2d1	ENSMUST00000078272.7	calcium channel, voltage-dependent, alpha2/delta subunit 1 	3037	1	0	0	1	1	mmu-miR-574-5p	0.0087	0.0633	0.4131	-0.01	-0.01	< 0.1
Mapre1	ENSMUST00000028981.8	microtubule-associated protein, RP/EB family, member 1 	1369	1	0	1	0	1	mmu-miR-574-5p	0.0032	0.0230	0.1382	-0.01	-0.10	< 0.1
Ankrd40	ENSMUST00000051221.7	ankyrin repeat domain 40 	2441	2	0	0	2	0	mmu-miR-574-5p	0.0013	0.0093	0.0657	-0.01	-0.15	< 0.1
Dcdc2a	ENSMUST00000069614.6	doublecortin domain containing 2a 	106	5*	0	1	0	1	mmu-miR-574-5p	0.0023	0.0166	0.1113	-0.01	-0.06	< 0.1
Dydc2	ENSMUST00000022316.4	DPY30 domain containing 2 	22	3*	0	0	1	0	mmu-miR-574-5p	0.0036	0.0257	0.1631	-0.01	-0.10	< 0.1
Ubn2	ENSMUST00000160583.2	ubinuclein 2 	207	1	1	0	0	1	mmu-miR-574-5p	0.0174	0.1178	0.6003	-0.01	-0.03	< 0.1
Gcc1	ENSMUST00000090511.3	golgi coiled coil 1 	1036	1	0	1	0	0	mmu-miR-574-5p	0.0028	0.0185	0.0827	-0.01	-0.13	< 0.1
Fip1l1	ENSMUST00000080164.6	FIP1 like 1 (S. cerevisiae) 	1617	1	0	0	1	1	mmu-miR-574-5p	0.0018	0.0123	0.0604	-0.01	-0.10	< 0.1
Pla2g2c	ENSMUST00000105808.2	phospholipase A2, group IIC 	19	1	0	0	1	0	mmu-miR-574-5p	0.0015	0.0109	0.0714	-0.01	-0.06	< 0.1
Extl1	ENSMUST00000030643.2	exostoses (multiple)-like 1 	160	7*	0	1	2	0	mmu-miR-574-5p	0.0042	0.0307	0.2001	-0.01	-0.13	< 0.1
Emx1	ENSMUST00000045942.8	empty spiracles homeobox 1 	125	1	0	1	0	0	mmu-miR-574-5p	0.0022	0.0133	0.0453	-0.01	-0.23	< 0.1
Flywch2	ENSMUST00000024704.4	FLYWCH family member 2 	29	8*	1	0	0	0	mmu-miR-574-5p	0.0024	0.0155	0.0603	-0.01	-0.24	< 0.1
Gdpgp1	ENSMUST00000062915.7	GDP-D-glucose phosphorylase 1 	31	7*	0	0	1	0	mmu-miR-574-5p	0.0049	0.0355	0.2325	-0.01	-0.04	< 0.1
Rfxank	ENSMUST00000075724.7	regulatory factor X-associated ankyrin-containing protein 	384	1	0	1	0	0	mmu-miR-574-5p	0.0027	0.0199	0.1285	-0.01	-0.08	< 0.1
Tubgcp4	ENSMUST00000110658.2	tubulin, gamma complex associated protein 4 	1090	1	0	0	1	0	mmu-miR-574-5p	0.0033	0.0240	0.1645	-0.01	-0.02	< 0.1
Igfals	ENSMUST00000050714.6	insulin-like growth factor binding protein, acid labile subunit 	46	1	0	0	1	0	mmu-miR-574-5p	0.0024	0.0175	0.1172	-0.01	-0.22	< 0.1
Adck2	ENSMUST00000140364.2	aarF domain containing kinase 2 	226	4*	0	1	1	0	mmu-miR-574-5p	0.0025	0.0163	0.0766	-0.01	-0.35	< 0.1
Cyp2d37-ps	ENSMUST00000100380.3	cytochrome P450, family 2, subfamily d, polypeptide 37, pseudogene 	898	2	1	0	1	1	mmu-miR-574-5p	0.0021	0.0131	0.0565	-0.01	-0.42	< 0.1
Rassf4	ENSMUST00000035842.4	Ras association (RalGDS/AF-6) domain family member 4 	216	1	0	1	0	0	mmu-miR-574-5p	0.0061	0.0435	0.2625	-0.01	-0.04	< 0.1
Clpb	ENSMUST00000001884.8	ClpB caseinolytic peptidase B 	191	1	0	1	0	0	mmu-miR-574-5p	0.0058	0.0412	0.2433	-0.01	-0.02	< 0.1
Klhl24	ENSMUST00000023509.3	kelch-like 24 	2795	1	0	1	0	0	mmu-miR-574-5p	0.0073	0.0529	0.3473	-0.01	-0.02	< 0.1
Dnal1	ENSMUST00000123491.2	dynein, axonemal, light chain 1 	52	1	0	1	0	0	mmu-miR-574-5p	0.0047	0.0342	0.2167	-0.01	-0.02	< 0.1
Lrp1	ENSMUST00000049149.9	low density lipoprotein receptor-related protein 1 	335	1	0	0	1	0	mmu-miR-574-5p	0.0061	0.0444	0.2962	-0.01	-0.03	< 0.1
Gm20425	ENSMUST00000166836.1	predicted gene 20425 	2012	1	1	0	0	1	mmu-miR-574-5p	0.0026	0.0187	0.1208	-0.01	-0.20	< 0.1
Syt14	ENSMUST00000016344.7	synaptotagmin XIV 	81	3	0	2	1	0	mmu-miR-574-5p	0.0111	0.0792	0.4942	-0.01	-0.17	< 0.1
Rab3gap2	ENSMUST00000069652.6	RAB3 GTPase activating protein subunit 2 	675	1	0	0	1	0	mmu-miR-574-5p	0.0066	0.0478	0.3128	-0.01	-0.10	< 0.1
Ms4a4b	ENSMUST00000035258.8	membrane-spanning 4-domains, subfamily A, member 4B 	23	2*	1	0	0	0	mmu-miR-574-5p	0.0019	0.0125	0.0508	-0.01	-0.20	< 0.1
Tmod2	ENSMUST00000064433.4	tropomodulin 2 	83	4*	0	1	0	0	mmu-miR-574-5p	0.0035	0.0244	0.1417	-0.01	-0.10	< 0.1
Tbc1d2	ENSMUST00000084621.6	TBC1 domain family, member 2 	9	10*	0	1	0	0	mmu-miR-574-5p	0.0032	0.0184	0.0593	-0.01	-0.24	< 0.1
Apobec3	ENSMUST00000176325.2	apolipoprotein B mRNA editing enzyme, catalytic polypeptide 3 	99	2*	0	0	1	0	mmu-miR-574-5p	0.0031	0.0219	0.1322	-0.01	-0.11	< 0.1
Mxi1	ENSMUST00000003870.8	Max interacting protein 1 	348	1	1	0	0	1	mmu-miR-574-5p	0.0045	0.0318	0.1932	-0.01	-0.33	< 0.1
Ube2w	ENSMUST00000117146.2	ubiquitin-conjugating enzyme E2W (putative) 	1410	1	0	0	1	1	mmu-miR-574-5p	0.0016	0.0117	0.0666	-0.01	-0.17	< 0.1
Utp23	ENSMUST00000059599.9	UTP23, small subunit (SSU) processome component, homolog (yeast) 	1283	1	0	0	1	0	mmu-miR-574-5p	0.0011	0.0075	0.0351	-0.01	-0.18	< 0.1
Tnip2	ENSMUST00000030991.8	TNFAIP3 interacting protein 2 	780	2	0	0	2	1	mmu-miR-574-5p	0.0022	0.0157	0.1027	-0.01	-0.27	< 0.1
Ccl25	ENSMUST00000024004.8	chemokine (C-C motif) ligand 25 	16	2*	1	0	0	1	mmu-miR-574-5p	0.0030	0.0187	0.0737	-0.01	-0.23	< 0.1
Med25	ENSMUST00000003049.6	mediator complex subunit 25 	536	1	0	1	0	1	mmu-miR-574-5p	0.0104	0.0736	0.4192	-0.01	-0.02	< 0.1
Qser1	ENSMUST00000117237.1	glutamine and serine rich 1 	215	1	0	1	0	0	mmu-miR-574-5p	0.0044	0.0304	0.1518	-0.01	-0.07	< 0.1
Slc12a8	ENSMUST00000117134.1	solute carrier family 12 (potassium/chloride transporters), member 8 	10	1	0	0	1	0	mmu-miR-574-5p	0.0009	0.0066	0.0341	-0.01	-0.14	< 0.1
Cln5	ENSMUST00000022721.6	ceroid-lipofuscinosis, neuronal 5 	85	3*	0	1	1	0	mmu-miR-574-5p	0.0030	0.0217	0.1408	-0.01	-0.21	< 0.1
Acyp2	ENSMUST00000074613.3	acylphosphatase 2, muscle type 	705	2	1	1	0	2	mmu-miR-574-5p	0.0020	0.0134	0.0594	-0.01	-0.46	< 0.1
1700011H14Rik	ENSMUST00000022398.8	RIKEN cDNA 1700011H14 gene 	173	6*	1	1	0	1	mmu-miR-574-5p	0.0020	0.0127	0.0506	-0.01	-0.44	< 0.1
Zfp397	ENSMUST00000060762.4	zinc finger protein 397 	563	1	0	0	1	0	mmu-miR-574-5p	0.0020	0.0140	0.0697	-0.01	-0.14	< 0.1
Ago4	ENSMUST00000084289.4	argonaute RISC catalytic subunit 4 	13	1	0	1	0	0	mmu-miR-574-5p	0.0019	0.0141	0.0992	-0.01	-0.02	< 0.1
Strbp	ENSMUST00000028279.4	spermatid perinuclear RNA binding protein 	530	1	0	0	1	0	mmu-miR-574-5p	0.0035	0.0242	0.1230	-0.01	-0.06	< 0.1
Zfp82	ENSMUST00000080834.9	zinc finger protein 82 	43	1	0	0	1	0	mmu-miR-574-5p	0.0024	0.0173	0.1121	-0.01	-0.06	< 0.1
B3galt2	ENSMUST00000038252.3	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2 	718	3*	0	0	0	2	mmu-miR-574-5p	0.0044	0.0313	0.1838	-0.01	-0.05	< 0.1
Zfp324	ENSMUST00000038701.7	zinc finger protein 324 	183	1	0	0	1	0	mmu-miR-574-5p	0.0032	0.0231	0.1396	-0.01	-0.11	< 0.1
Pfn4	ENSMUST00000020967.5	profilin family, member 4 	41	1	1	0	0	1	mmu-miR-574-5p	0.0026	0.0163	0.0658	-0.01	-0.30	< 0.1
Cnnm2	ENSMUST00000099373.5	cyclin M2 	538	1	0	0	1	0	mmu-miR-574-5p	0.0041	0.0290	0.1715	-0.01	-0.04	< 0.1
Efcab14	ENSMUST00000074425.7	EF-hand calcium binding domain 14 	780	3*	0	0	0	1	mmu-miR-574-5p	0.0021	0.0157	0.1117	-0.01	-0.01	< 0.1
Snapc3	ENSMUST00000030206.4	small nuclear RNA activating complex, polypeptide 3 	1485	1	1	0	0	0	mmu-miR-574-5p	0.0014	0.0085	0.0261	-0.01	-0.38	< 0.1
Zdhhc3	ENSMUST00000147563.2	zinc finger, DHHC domain containing 3 	2084	2	0	1	1	2	mmu-miR-574-5p	0.0036	0.0244	0.1321	-0.01	-0.25	< 0.1
Flt3	ENSMUST00000176456.2	FMS-like tyrosine kinase 3 	65	1	0	0	1	0	mmu-miR-574-5p	0.0043	0.0309	0.1959	-0.01	-0.01	< 0.1
Ktn1	ENSMUST00000022391.8	kinectin 1 	3227	1	1	0	0	1	mmu-miR-574-5p	0.0145	0.0962	0.4524	-0.01	-0.32	< 0.1
Gnb4	ENSMUST00000155737.2	guanine nucleotide binding protein (G protein), beta 4 	442	1	0	0	1	0	mmu-miR-574-5p	0.0014	0.0101	0.0598	-0.01	-0.14	< 0.1
Btd	ENSMUST00000090147.6	biotinidase 	186	1	0	1	0	0	mmu-miR-574-5p	0.0008	0.0052	0.0241	-0.01	-0.26	< 0.1
Scara3	ENSMUST00000042046.3	scavenger receptor class A, member 3 	33	1	0	0	1	1	mmu-miR-574-5p	0.0026	0.0188	0.1247	-0.01	-0.09	< 0.1
Stx17	ENSMUST00000107720.3	syntaxin 17 	664	1	0	1	0	0	mmu-miR-574-5p	0.0065	0.0462	0.2644	-0.01	-0.02	< 0.1
Zfml	ENSMUST00000032088.8	zinc finger, matrin-like 	49	2	2	0	0	0	mmu-miR-574-5p	0.0077	0.0455	0.1456	-0.01	-0.15	< 0.1
Smim20	ENSMUST00000121042.2	small integral membrane protein 20 	2641	1	1	0	0	0	mmu-miR-574-5p	0.0025	0.0163	0.0798	-0.01	-0.38	< 0.1
F10	ENSMUST00000152034.1	coagulation factor X 	4181	3*	0	0	1	0	mmu-miR-574-5p	0.0021	0.0151	0.1019	-0.01	-0.11	< 0.1
Cdca3	ENSMUST00000024270.8	cell division cycle associated 3 	1081	1	0	0	1	0	mmu-miR-574-5p	0.0004	0.0029	0.0161	-0.01	-0.25	< 0.1
Sarnp	ENSMUST00000105230.2	SAP domain containing ribonucleoprotein 	13	1	0	0	1	0	mmu-miR-574-5p	0.0057	0.0407	0.2388	-0.01	-0.03	< 0.1
Scgb1b27	ENSMUST00000085618.4	secretoglobin, family 1B, member 27 	6	1	0	1	0	0	mmu-miR-574-5p	0.0022	0.0147	0.0639	-0.01	-0.10	< 0.1
Prdm5	ENSMUST00000172638.1	PR domain containing 5 	50	1	0	0	1	1	mmu-miR-574-5p	0.0019	0.0138	0.0952	-0.01	-0.10	< 0.1
Trp53bp1	ENSMUST00000110647.2	transformation related protein 53 binding protein 1 	756	1	1	0	0	0	mmu-miR-574-5p	0.0053	0.0338	0.1468	-0.01	-0.12	< 0.1
Pex10	ENSMUST00000103180.3	peroxisomal biogenesis factor 10 	132	1*	0	0	0	1	mmu-miR-574-5p	0.0021	0.0155	0.1024	-0.01	-0.02	< 0.1
Rimbp2	ENSMUST00000111346.1	RIMS binding protein 2 	13	1	0	1	0	1	mmu-miR-574-5p	0.0061	0.0443	0.2847	-0.01	-0.02	< 0.1
Pank1	ENSMUST00000036584.6	pantothenate kinase 1 	677	11*	0	1	2	0	mmu-miR-574-5p	0.0041	0.0287	0.1641	-0.01	-0.32	< 0.1
2610034B18Rik	ENSMUST00000048731.5	RIKEN cDNA 2610034B18 gene 	477	1	1	0	0	0	mmu-miR-574-5p	0.0058	0.0380	0.1671	-0.01	-0.07	< 0.1
Lsm11	ENSMUST00000129820.2	U7 snRNP-specific Sm-like protein LSM11 	369	1	0	0	1	1	mmu-miR-574-5p	0.0018	0.0131	0.0762	-0.01	-0.07	< 0.1
Sult6b1	ENSMUST00000169544.2	sulfotransferase family, cytosolic, 6B, member 1 	84	1	0	0	1	0	mmu-miR-574-5p	0.0016	0.0119	0.0824	-0.01	-0.22	< 0.1
B9d1	ENSMUST00000102657.4	B9 protein domain 1 	183	1	0	1	0	1	mmu-miR-574-5p	0.0013	0.0096	0.0584	-0.01	-0.24	< 0.1
Gxylt2	ENSMUST00000032157.7	glucoside xylosyltransferase 2 	24	1	1	0	0	0	mmu-miR-574-5p	0.0017	0.0107	0.0369	-0.01	-0.22	< 0.1
Prdx2	ENSMUST00000109734.2	peroxiredoxin 2 	203	1	0	1	0	1	mmu-miR-574-5p	0.0014	0.0099	0.0614	-0.01	-0.22	< 0.1
Lingo3	ENSMUST00000053986.7	leucine rich repeat and Ig domain containing 3 	32	1	0	0	1	0	mmu-miR-574-5p	0.0008	0.0057	0.0415	-0.01	-0.01	< 0.1
Snrnp35	ENSMUST00000031349.8	small nuclear ribonucleoprotein 35 (U11/U12) 	340	1	1	0	0	0	mmu-miR-574-5p	0.0011	0.0073	0.0341	-0.01	-0.18	< 0.1
Mei4	ENSMUST00000057067.4	meiosis-specific, MEI4 homolog (S. cerevisiae) 	79	1	0	1	0	0	mmu-miR-574-5p	0.0056	0.0403	0.2613	-0.01	-0.20	< 0.1
Zfp277	ENSMUST00000069637.8	zinc finger protein 277 	279	1	0	0	1	0	mmu-miR-574-5p	0.0007	0.0047	0.0297	-0.01	-0.19	< 0.1
Slc17a5	ENSMUST00000052441.6	solute carrier family 17 (anion/sugar transporter), member 5 	235	1*	0	0	0	1	mmu-miR-574-5p	0.0061	0.0443	0.2851	-0.01	-0.01	< 0.1
Nrxn1	ENSMUST00000160844.4	neurexin I 	37	3*	0	0	0	1	mmu-miR-574-5p	0.0092	0.0672	0.4522	-0.01	-0.07	< 0.1
Plekhf1	ENSMUST00000098513.4	pleckstrin homology domain containing, family F (with FYVE domain) member 1 	58	1	0	1	0	0	mmu-miR-574-5p	0.0029	0.0201	0.1100	-0.01	-0.06	< 0.1
Efcab9	ENSMUST00000054327.2	EF-hand calcium binding domain 9 	16	1	1	0	0	1	mmu-miR-574-5p	0.0017	0.0099	0.0327	-0.01	-0.38	< 0.1
Ccdc42	ENSMUST00000154294.2	coiled-coil domain containing 42 	30	4*	0	1	0	0	mmu-miR-574-5p	0.0013	0.0092	0.0495	-0.01	-0.13	< 0.1
Pelp1	ENSMUST00000019065.4	proline, glutamic acid and leucine rich protein 1 	661	2*	1	0	0	0	mmu-miR-574-5p	0.0028	0.0173	0.0700	-0.01	-0.22	< 0.1
Clec3b	ENSMUST00000026890.4	C-type lectin domain family 3, member b 	4614	1	0	1	0	0	mmu-miR-574-5p	0.0008	0.0055	0.0229	-0.01	-0.28	< 0.1
Ddx25	ENSMUST00000034612.5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 25 	47	1	1	0	0	0	mmu-miR-574-5p	0.0022	0.0154	0.0798	-0.01	-0.15	< 0.1
Zfp846	ENSMUST00000115557.3	zinc finger protein 846 	264	4*	0	1	1	3	mmu-miR-574-5p	0.0037	0.0267	0.1663	-0.01	-0.29	< 0.1
Lcmt2	ENSMUST00000110674.3	leucine carboxyl methyltransferase 2 	242	1	0	1	0	0	mmu-miR-574-5p	0.0013	0.0094	0.0595	-0.01	-0.19	< 0.1
Fzd7	ENSMUST00000114246.3	frizzled homolog 7 (Drosophila) 	197	4*	0	0	2	0	mmu-miR-574-5p	0.0054	0.0378	0.2031	-0.01	-0.04	< 0.1
Creb1	ENSMUST00000087366.5	cAMP responsive element binding protein 1 	1211	1	0	0	1	0	mmu-miR-574-5p	0.0065	0.0468	0.2966	-0.01	-0.17	< 0.1
Nucb2	ENSMUST00000032895.9	nucleobindin 2 	389	1	1	0	0	0	mmu-miR-574-5p	0.0045	0.0291	0.1403	-0.01	-0.22	< 0.1
Cst8	ENSMUST00000028931.4	cystatin 8 (cystatin-related epididymal spermatogenic) 	23	2*	0	0	1	0	mmu-miR-574-5p	0.0007	0.0047	0.0276	-0.01	-0.25	< 0.1
Cc2d1b	ENSMUST00000030320.7	coiled-coil and C2 domain containing 1B 	62	1	0	0	1	0	mmu-miR-574-5p	0.0017	0.0124	0.0846	-0.01	-0.03	< 0.1
Asap3	ENSMUST00000047526.7	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3 	577	3*	1	0	0	1	mmu-miR-574-5p	0.0037	0.0220	0.0873	-0.01	-0.27	< 0.1
Pced1a	ENSMUST00000089581.5	PC-esterase domain containing 1A 	411	2	0	1	1	0	mmu-miR-574-5p	0.0042	0.0296	0.1800	-0.01	-0.45	< 0.1
Ticam1	ENSMUST00000058136.8	toll-like receptor adaptor molecule 1 	105	1	0	1	0	0	mmu-miR-574-5p	0.0032	0.0219	0.1187	-0.01	-0.23	< 0.1
Zbtb37	ENSMUST00000171748.2	zinc finger and BTB domain containing 37 	40	2	1	1	0	1	mmu-miR-574-5p	0.0063	0.0445	0.2625	-0.01	-0.31	< 0.1
Fam69a	ENSMUST00000031198.5	family with sequence similarity 69, member A 	413	1	0	0	1	0	mmu-miR-574-5p	0.0007	0.0048	0.0272	-0.01	-0.18	< 0.1
Myot	ENSMUST00000025349.6	myotilin 	4007	8*	0	1	1	0	mmu-miR-574-5p	0.0010	0.0070	0.0393	-0.01	-0.28	< 0.1
Chd1	ENSMUST00000024620.6	chromodomain helicase DNA binding protein 1 	1328	3*	0	0	0	1	mmu-miR-574-5p	0.0013	0.0095	0.0627	-0.01	-0.03	< 0.1
Krr1	ENSMUST00000163048.2	KRR1, small subunit (SSU) processome component, homolog (yeast) 	857	1	1	0	0	1	mmu-miR-574-5p	0.0018	0.0124	0.0680	-0.01	-0.14	< 0.1
Smarcal1	ENSMUST00000047615.9	SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1 	398	2	0	0	2	1	mmu-miR-574-5p	0.0015	0.0112	0.0710	-0.01	-0.09	< 0.1
Rwdd3	ENSMUST00000170781.1	RWD domain containing 3 	148	1	0	0	1	0	mmu-miR-574-5p	0.0005	0.0036	0.0212	-0.01	-0.14	< 0.1
Ephb3	ENSMUST00000006112.6	Eph receptor B3 	56	4*	0	1	0	0	mmu-miR-574-5p	0.0043	0.0290	0.1520	-0.01	-0.15	< 0.1
Lmtk3	ENSMUST00000118564.2	lemur tyrosine kinase 3 	9	1	0	0	1	1	mmu-miR-574-5p	0.0114	0.0804	0.4489	-0.01	-0.11	< 0.1
Tmem41b	ENSMUST00000094097.6	transmembrane protein 41B 	526	1	0	0	1	1	mmu-miR-574-5p	0.0034	0.0247	0.1638	-0.01	-0.10	< 0.1
Hgf	ENSMUST00000030683.3	hepatocyte growth factor 	183	1	0	0	1	0	mmu-miR-574-5p	0.0017	0.0121	0.0811	-0.01	-0.09	< 0.1
Ears2	ENSMUST00000033159.3	glutamyl-tRNA synthetase 2 (mitochondrial)(putative) 	671	1	1	0	0	0	mmu-miR-574-5p	0.0129	0.0787	0.2633	-0.01	-0.03	< 0.1
Dnase2b	ENSMUST00000029836.4	deoxyribonuclease II beta 	204	6*	1	1	0	0	mmu-miR-574-5p	0.0028	0.0200	0.1196	-0.01	-0.33	< 0.1
Gdpd5	ENSMUST00000037528.8	glycerophosphodiester phosphodiesterase domain containing 5 	225	2	0	0	2	0	mmu-miR-574-5p	0.0051	0.0370	0.2452	-0.01	-0.19	< 0.1
Fam65a	ENSMUST00000043531.8	family with sequence similarity 65, member A 	44	1	0	1	0	0	mmu-miR-574-5p	0.0045	0.0316	0.1935	-0.01	-0.16	< 0.1
Slc37a3	ENSMUST00000090243.4	solute carrier family 37 (glycerol-3-phosphate transporter), member 3 	452	1	0	0	1	0	mmu-miR-574-5p	0.0034	0.0247	0.1701	-0.01	-0.03	< 0.1
Krtap6-5	ENSMUST00000074637.2	keratin associated protein 6-5 	6	1	0	0	1	0	mmu-miR-574-5p	0.0018	0.0131	0.0784	-0.01	-0.08	< 0.1
Gpr107	ENSMUST00000056433.6	G protein-coupled receptor 107 	808	1	0	1	0	1	mmu-miR-574-5p	0.0049	0.0348	0.2096	-0.01	-0.04	< 0.1
Celf2	ENSMUST00000170438.2	CUGBP, Elav-like family member 2 	1988	1	1	0	0	0	mmu-miR-574-5p	0.0098	0.0690	0.4197	-0.01	-0.14	< 0.1
Itga1	ENSMUST00000061673.7	integrin alpha 1 	361	6*	0	0	2	2	mmu-miR-574-5p	0.0046	0.0338	0.2334	-0.01	-0.04	< 0.1
Cxcl15	ENSMUST00000031322.6	chemokine (C-X-C motif) ligand 15 	10298	5*	0	0	1	0	mmu-miR-574-5p	0.0022	0.0156	0.0998	-0.01	-0.12	< 0.1
Mars2	ENSMUST00000061334.9	methionine-tRNA synthetase 2 (mitochondrial) 	450	1	0	0	1	1	mmu-miR-574-5p	0.0057	0.0403	0.2219	-0.01	-0.03	< 0.1
Col23a1	ENSMUST00000102765.3	collagen, type XXIII, alpha 1 	253	1	0	1	0	1	mmu-miR-574-5p	0.0026	0.0191	0.1305	-0.01	-0.02	< 0.1
1700001L19Rik	ENSMUST00000022007.6	RIKEN cDNA 1700001L19 gene 	90	1	0	0	1	0	mmu-miR-574-5p	0.0008	0.0052	0.0250	-0.01	-0.21	< 0.1
Srgap3	ENSMUST00000088373.5	SLIT-ROBO Rho GTPase activating protein 3 	81	8*	0	1	0	0	mmu-miR-574-5p	0.0100	0.0701	0.3897	-0.01	-0.02	< 0.1
Rnf125	ENSMUST00000050004.1	ring finger protein 125 	46	2*	0	0	0	1	mmu-miR-574-5p	0.0019	0.0137	0.0926	-0.01	-0.01	< 0.1
Alkbh7	ENSMUST00000002737.6	alkB, alkylation repair homolog 7 (E. coli) 	201	1	0	1	0	0	mmu-miR-574-5p	0.0010	0.0063	0.0198	-0.01	-0.41	< 0.1
Gng12	ENSMUST00000043148.7	guanine nucleotide binding protein (G protein), gamma 12 	1571	1*	0	0	0	1	mmu-miR-574-5p	0.0033	0.0237	0.1557	-0.01	-0.02	< 0.1
March2	ENSMUST00000173015.2	membrane-associated ring finger (C3HC4) 2 	2418	2*	1	0	0	0	mmu-miR-574-5p	0.0016	0.0103	0.0396	-0.01	-0.24	< 0.1
3110062M04Rik	ENSMUST00000055097.5	RIKEN cDNA 3110062M04 gene 	412	1	0	1	0	1	mmu-miR-574-5p	0.0011	0.0071	0.0324	-0.01	-0.27	< 0.1
Cacnb2	ENSMUST00000114723.3	calcium channel, voltage-dependent, beta 2 subunit 	340	1	0	0	1	1	mmu-miR-574-5p	0.0037	0.0269	0.1838	-0.01	-0.12	< 0.1
Il18	ENSMUST00000059081.7	interleukin 18 	62	3*	1	1	0	1	mmu-miR-574-5p	0.0011	0.0068	0.0255	-0.01	-0.58	< 0.1
AI429214	ENSMUST00000098825.3	expressed sequence AI429214 	84	3*	0	1	0	0	mmu-miR-574-5p	0.0009	0.0057	0.0240	-0.01	-0.26	< 0.1
