Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Diap2	ENSMUST00000113320.2	diaphanous homolog 2 (Drosophila) 	549	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0076	0.0554	0.3657	-0.28	-0.30	0.54	2011
Bcl2l1	ENSMUST00000007803.6	BCL2-like 1 	524	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0044	0.0316	0.2040	-0.28	-0.28	0.56	2009, '11
Slc25a36	ENSMUST00000085206.5	solute carrier family 25, member 36 	885	2	0	0	2	0	0	0	0	0	mmu-miR-133a-3p.2	0.0038	0.0275	0.1863	-0.28	-0.33	0.99	2009, '11
Zbed6	ENSMUST00000027736.7	zinc finger, BED domain containing 6 	134	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0063	0.0446	0.2467	-0.27	-0.40	0.67	NULL
Chtf8	ENSMUST00000177068.2	CTF8, chromosome transmission fidelity factor 8 	192	1	0	1	0	0	0	0	0	2	mmu-miR-133c	0.0044	0.0322	0.2221	-0.27	-0.27	< 0.1	2009, '11
Rbms1	ENSMUST00000028347.7	RNA binding motif, single stranded interacting protein 1 	13703	2	0	0	2	0	0	0	0	0	mmu-miR-133a-3p.2	0.0063	0.0453	0.2941	-0.27	-0.28	0.93	2011
Eef1a1	ENSMUST00000042235.9	eukaryotic translation elongation factor 1 alpha 1 	68	1	0	0	1	0	0	0	0	1	mmu-miR-133a-3p.2	0.0042	0.0309	0.2065	-0.27	-0.29	0.91	2009, '11
Raph1	ENSMUST00000140485.2	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 	289	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0063	0.0453	0.2800	-0.27	-0.30	0.92	2011
Prex1	ENSMUST00000036719.6	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1 	19	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0059	0.0420	0.2573	-0.27	-0.31	0.80	2009, '11
Meis1	ENSMUST00000144988.2	Meis homeobox 1 	219	1	0	1	0	1	0	0	1	1	mmu-miR-133c	0.0060	0.0435	0.2970	-0.27	-0.27	0.81	2009, '11
Brd4	ENSMUST00000114475.3	bromodomain containing 4 	572	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0109	0.0760	0.4079	-0.27	-0.27	< 0.1	NULL
Mfsd7b	ENSMUST00000085635.4	major facilitator superfamily domain containing 7B 	550	1	0	1	0	1	0	0	1	1	mmu-miR-133a-3p.2	0.0102	0.0730	0.4372	-0.27	-0.27	0.70	2009, '11
Xpo4	ENSMUST00000174545.2	exportin 4 	187	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0157	0.1062	0.4927	-0.27	-0.29	0.85	NULL
Lzts2	ENSMUST00000039016.7	leucine zipper, putative tumor suppressor 2 	424	1	0	0	1	0	0	0	0	1	mmu-miR-133a-3p.2	0.0049	0.0361	0.2457	-0.27	-0.27	0.77	2009, '11
Greb1	ENSMUST00000162112.2	gene regulated by estrogen in breast cancer protein 	18	1	1	0	0	0	0	0	0	2	mmu-miR-133c	0.0178	0.1257	0.7230	-0.27	-0.27	0.30	2009, '11
Ank2	ENSMUST00000182704.2	ankyrin 2, brain 	446	1	0	0	1	1	0	1	0	0	mmu-miR-133c	0.0122	0.0887	0.5970	-0.27	-0.27	0.91	2009, '11
Grid2	ENSMUST00000095852.3	glutamate receptor, ionotropic, delta 2 	5	1	1	0	0	0	0	0	0	0	mmu-miR-133c	0.0043	0.0309	0.1921	-0.27	-0.27	0.79	NULL
Tcf7	ENSMUST00000086844.4	transcription factor 7, T cell specific 	1981	1	0	1	0	0	0	0	0	0	mmu-miR-133c	0.0034	0.0249	0.1649	-0.27	-0.27	0.28	2009, '11
Csnk1g3	ENSMUST00000069597.6	casein kinase 1, gamma 3 	195	2	0	1	1	0	0	0	0	0	mmu-miR-133c	0.0059	0.0419	0.2362	-0.27	-0.60	0.92	2009, '11
Mbtps2	ENSMUST00000058098.9	membrane-bound transcription factor peptidase, site 2 	1034	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0061	0.0431	0.2486	-0.27	-0.27	< 0.1	2009, '11
Epha7	ENSMUST00000029964.6	Eph receptor A7 	41	1	1	0	0	0	0	0	0	0	mmu-miR-133c	0.0067	0.0469	0.2608	-0.27	-0.35	0.91	2009, '11
Aldh5a1	ENSMUST00000037615.6	aldhehyde dehydrogenase family 5, subfamily A1 	1043	1	0	1	0	0	0	0	0	0	mmu-miR-133c	0.0062	0.0439	0.2577	-0.27	-0.35	0.68	2009, '11
Snrk	ENSMUST00000120173.2	SNF related kinase 	6	1	1	0	0	0	0	0	0	0	mmu-miR-133c	0.0061	0.0438	0.2771	-0.27	-0.27	0.90	2009, '11
Vkorc1	ENSMUST00000033074.6	vitamin K epoxide reductase complex, subunit 1 	319	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0054	0.0388	0.2383	-0.26	-0.28	0.74	2009, '11
Gpr173	ENSMUST00000070316.6	G-protein coupled receptor 173 	21	1	1	0	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0092	0.0658	0.3975	-0.26	-0.26	0.40	2009, '11
Ildr2	ENSMUST00000111416.1	immunoglobulin-like domain containing receptor 2 	474	1	0	0	1	1	1	0	0	2	mmu-miR-133c	0.0168	0.1201	0.7331	-0.26	-0.28	0.64	2011
Marf1	ENSMUST00000090300.4	meiosis arrest female 1 	1011	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0095	0.0663	0.3542	-0.26	-0.27	0.80	2011
Fam43b	ENSMUST00000105032.3	family with sequence similarity 43, member B 	7	1	0	1	0	0	0	0	0	0	mmu-miR-133c	0.0017	0.0128	0.0873	-0.26	-0.26	0.27	2009, '11
Ubxn7	ENSMUST00000115151.3	UBX domain protein 7 	356	2	1	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0068	0.0496	0.3251	-0.26	-0.59	> 0.99	2011
Slmo2	ENSMUST00000016401.9	slowmo homolog 2 (Drosophila) 	2289	1	0	1	0	0	0	0	0	0	mmu-miR-133c	0.0009	0.0070	0.0493	-0.26	-0.26	0.79	2009, '11
Gabpb1	ENSMUST00000110425.3	GA repeat binding protein, beta 1 	105	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0054	0.0395	0.2576	-0.26	-0.27	0.64	2009, '11
Rb1cc1	ENSMUST00000027040.7	RB1-inducible coiled-coil 1 	512	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0043	0.0309	0.1871	-0.26	-0.45	0.95	2009, '11
Myh1	ENSMUST00000124516.2	myosin, heavy polypeptide 1, skeletal muscle, adult 	15030	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0082	0.0600	0.4096	-0.26	-0.26	0.73	2009, '11
Ttpal	ENSMUST00000171696.2	tocopherol (alpha) transfer protein-like 	220	1	0	0	1	1	0	0	1	1	mmu-miR-133a-3p.2	0.0069	0.0501	0.3277	-0.26	-0.31	0.66	2009, '11
Ak2	ENSMUST00000102604.5	adenylate kinase 2 	7284	1	0	0	1	0	0	0	0	0	mmu-miR-133c	0.0035	0.0257	0.1726	-0.26	-0.26	0.61	2009, '11
Ash1l	ENSMUST00000186583.1	ash1 (absent, small, or homeotic)-like (Drosophila) 	678	1	0	1	0	0	0	0	0	0	mmu-miR-133c	0.0037	0.0272	0.1871	-0.26	-0.26	0.77	2009, '11
Fbxw11	ENSMUST00000076383.7	F-box and WD-40 domain protein 11 	3387	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0082	0.0578	0.3154	-0.25	-0.26	0.41	2009, '11
Shroom1	ENSMUST00000093114.4	shroom family member 1 	239	1	0	1	0	1	0	0	1	0	mmu-miR-133a-3p.2	0.0065	0.0466	0.2796	-0.25	-0.27	< 0.1	NULL
Foxn1	ENSMUST00000108294.1	forkhead box N1 	5	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0077	0.0548	0.3112	-0.25	-0.25	0.63	NULL
Cbln2	ENSMUST00000068423.4	cerebellin 2 precursor protein 	17	1	0	0	1	0	0	0	0	1	mmu-miR-133c	0.0066	0.0477	0.2967	-0.25	-0.30	0.54	2009, '11
Cap1	ENSMUST00000106255.2	CAP, adenylate cyclase-associated protein 1 (yeast) 	2283	1	0	0	1	1	0	0	1	0	mmu-miR-133c	0.0064	0.0464	0.3166	-0.25	-0.25	0.72	2009, '11
Maml3	ENSMUST00000121440.2	mastermind like 3 (Drosophila) 	77	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0070	0.0509	0.3401	-0.25	-0.25	0.90	2009, '11
Cd47	ENSMUST00000084838.7	CD47 antigen (Rh-related antigen, integrin-associated signal transducer) 	1826	1	0	0	1	1	1	0	0	0	mmu-miR-133c	0.0106	0.0755	0.4423	-0.25	-0.29	0.53	NULL
Syap1	ENSMUST00000033723.3	synapse associated protein 1 	1477	1	0	0	1	0	0	0	0	0	mmu-miR-133c	0.0126	0.0862	0.4109	-0.25	-0.25	0.77	2009, '11
Kcnd3	ENSMUST00000098761.4	potassium voltage-gated channel, Shal-related family, member 3 	105	1	0	1	0	1	0	0	1	2	mmu-miR-133c	0.0113	0.0826	0.5623	-0.25	-0.25	0.90	2009, '11
Ctgf	ENSMUST00000176228.1	connective tissue growth factor 	1003	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0024	0.0172	0.1155	-0.25	-0.25	0.81	2009, '11
Man1a2	ENSMUST00000008907.8	mannosidase, alpha, class 1A, member 2 	1473	1	0	0	1	1	0	1	0	0	mmu-miR-133c	0.0059	0.0434	0.2990	-0.25	-0.34	0.90	2009, '11
Rpn1	ENSMUST00000032143.6	ribophorin I 	7750	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0066	0.0472	0.2724	-0.25	-0.25	0.54	2009, '11
Map4	ENSMUST00000035055.9	microtubule-associated protein 4 	9028	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0039	0.0282	0.1875	-0.25	-0.25	0.52	2009, '11
Cntnap1	ENSMUST00000103109.3	contactin associated protein-like 1 	63	1	1	0	0	1	0	1	0	0	mmu-miR-133c	0.0066	0.0476	0.2982	-0.25	-0.25	0.36	2009, '11
S100pbp	ENSMUST00000106061.3	S100P binding protein 	727	1	1	0	0	0	0	0	0	0	mmu-miR-133c	0.0107	0.0748	0.3967	-0.25	-0.25	< 0.1	NULL
Braf	ENSMUST00000002487.9	Braf transforming gene 	393	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0155	0.1072	0.5593	-0.24	-0.28	0.83	2009, '11
Kcnh7	ENSMUST00000075052.4	potassium voltage-gated channel, subfamily H (eag-related), member 7 	5	1	1	0	0	1	0	0	1	0	mmu-miR-133a-3p.2	0.0115	0.0828	0.5318	-0.24	-0.24	0.91	NULL
Tmem110	ENSMUST00000006701.5	transmembrane protein 110 	856	1	0	0	1	0	0	0	0	0	mmu-miR-133c	0.0035	0.0251	0.1619	-0.24	-0.24	0.89	2009, '11
Fst	ENSMUST00000022287.5	follistatin 	14	1	0	0	1	0	0	0	0	0	mmu-miR-133c	0.0034	0.0246	0.1600	-0.24	-0.24	0.81	2009, '11
Trhde	ENSMUST00000061632.7	TRH-degrading enzyme 	58	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0014	0.0103	0.0707	-0.24	-0.26	0.87	2009, '11
Dot1l	ENSMUST00000105336.3	DOT1-like, histone H3 methyltransferase (S. cerevisiae) 	448	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0032	0.0233	0.1642	-0.24	-0.24	0.89	2009, '11
Grm5	ENSMUST00000167164.2	glutamate receptor, metabotropic 5 	0	1	1	0	0	0	0	0	0	0	mmu-miR-133c	0.0105	0.0749	0.4408	-0.24	-0.24	0.77	2009, '11
Supt16	ENSMUST00000046709.7	suppressor of Ty 16 	649	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0013	0.0098	0.0682	-0.24	-0.25	0.81	2009, '11
Mcl1	ENSMUST00000037947.9	myeloid cell leukemia sequence 1 	13830	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0043	0.0313	0.1970	-0.24	-0.31	0.77	2009, '11
Cep85l	ENSMUST00000095691.5	centrosomal protein 85-like 	76	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0040	0.0291	0.1829	-0.24	-0.24	0.87	NULL
Tfg	ENSMUST00000065515.8	Trk-fused gene 	86	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0058	0.0413	0.2380	-0.23	-0.26	0.70	2009, '11
Rab30	ENSMUST00000032879.8	RAB30, member RAS oncogene family 	202	2	0	0	2	1	0	0	1	3	mmu-miR-133c	0.0082	0.0598	0.3915	-0.23	-0.37	0.99	2009, '11
Sft2d3	ENSMUST00000054984.6	SFT2 domain containing 3 	285	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0026	0.0185	0.1107	-0.23	-0.51	0.37	2011
Eif3j1	ENSMUST00000028668.7	eukaryotic translation initiation factor 3, subunit J1 	350	1	0	0	1	0	0	0	0	1	mmu-miR-133a-3p.2	0.0082	0.0585	0.3381	-0.23	-0.23	0.64	2009, '11
Nckap5l	ENSMUST00000023747.8	NCK-associated protein 5-like 	15	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0036	0.0264	0.1806	-0.23	-0.23	0.24	2009, '11
Faf2	ENSMUST00000126071.2	Fas associated factor family member 2 	734	1	0	0	1	0	0	0	0	1	mmu-miR-133a-3p.2	0.0056	0.0404	0.2480	-0.23	-0.23	0.91	2009, '11
Mid2	ENSMUST00000112990.2	midline 2 	384	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0029	0.0210	0.1436	-0.23	-0.24	0.35	2009, '11
Ppp1r9b	ENSMUST00000038696.6	protein phosphatase 1, regulatory subunit 9B 	1961	1	0	1	0	2	1	0	1	0	mmu-miR-133a-3p.2	0.0020	0.0149	0.1062	-0.23	-0.42	0.86	2009, '11
Stxbp6	ENSMUST00000120531.2	syntaxin binding protein 6 (amisyn) 	165	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0032	0.0232	0.1503	-0.23	-0.23	0.56	2009, '11
Pitpnm2	ENSMUST00000162812.2	phosphatidylinositol transfer protein, membrane-associated 2 	115	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0060	0.0433	0.2832	-0.23	-0.29	0.82	2009, '11
Dync1li2	ENSMUST00000041769.6	dynein, cytoplasmic 1 light intermediate chain 2 	2440	1	0	0	1	1	0	0	1	1	mmu-miR-133a-3p.2	0.0074	0.0533	0.3230	-0.23	-0.28	0.92	2009, '11
Txlna	ENSMUST00000046425.10	taxilin alpha 	1256	1	0	1	0	0	0	0	0	0	mmu-miR-133c	0.0034	0.0250	0.1763	-0.23	-0.31	0.84	2009, '11
Slc41a1	ENSMUST00000086559.6	solute carrier family 41, member 1 	351	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0050	0.0368	0.2488	-0.22	-0.23	0.63	2009, '11
Zhx3	ENSMUST00000103111.3	zinc fingers and homeoboxes 3 	562	1	1	0	0	1	0	1	0	0	mmu-miR-133a-3p.2	0.0082	0.0599	0.3932	-0.22	-0.26	0.49	2009, '11
E130012A19Rik	ENSMUST00000052281.5	RIKEN cDNA E130012A19 gene 	24	1	0	0	1	1	0	0	1	0	mmu-miR-133a-3p.2	0.0035	0.0253	0.1746	-0.22	-0.26	0.72	2009, '11
Slc33a1	ENSMUST00000029402.9	solute carrier family 33 (acetyl-CoA transporter), member 1 	576	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0019	0.0140	0.0957	-0.22	-0.22	0.86	2009, '11
Prrc2c	ENSMUST00000182149.2	proline-rich coiled-coil 2C 	78	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0058	0.0419	0.2810	-0.22	-0.22	< 0.1	NULL
Slc25a35	ENSMUST00000018884.5	solute carrier family 25, member 35 	222	2	1	0	1	0	0	0	0	2	mmu-miR-133c	0.0037	0.0268	0.1783	-0.22	-0.42	0.57	2009, '11
Rhof	ENSMUST00000186469.1	ras homolog gene family, member f 	7	1	1	0	0	0	0	0	0	2	mmu-miR-133c	0.0067	0.0476	0.2819	-0.22	-0.32	< 0.1	NULL
Sp1	ENSMUST00000001326.6	trans-acting transcription factor 1 	1975	1	0	0	1	1	0	1	0	0	mmu-miR-133c	0.0083	0.0600	0.3803	-0.22	-0.24	0.75	2009, '11
Fscn1	ENSMUST00000031565.9	fascin homolog 1, actin bundling protein (Strongylocentrotus purpuratus) 	10155	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0083	0.0586	0.3241	-0.22	-0.22	0.87	2009, '11
Cnnm2	ENSMUST00000099373.5	cyclin M2 	538	1	0	0	1	0	0	0	0	0	mmu-miR-133c	0.0078	0.0557	0.3412	-0.22	-0.22	0.91	2009, '11
Idh1	ENSMUST00000097709.5	isocitrate dehydrogenase 1 (NADP+), soluble 	16304	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0076	0.0542	0.3196	-0.22	-0.22	0.69	2009, '11
Itpripl2	ENSMUST00000178344.1	inositol 1,4,5-triphosphate receptor interacting protein-like 2 	223	1	0	0	1	1	0	0	1	1	mmu-miR-133c	0.0084	0.0610	0.3979	-0.22	-0.27	0.74	2009, '11
Ncam2	ENSMUST00000067602.3	neural cell adhesion molecule 2 	20	1	0	0	1	0	0	0	0	1	mmu-miR-133a-3p.2	0.0083	0.0601	0.3779	-0.22	-0.22	0.89	2011
Esyt1	ENSMUST00000026427.6	extended synaptotagmin-like protein 1 	194	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0025	0.0184	0.1258	-0.22	-0.22	0.84	2009, '11
Adcyap1	ENSMUST00000064775.6	adenylate cyclase activating polypeptide 1 	11	1	0	1	0	0	0	0	0	0	mmu-miR-133c	0.0026	0.0183	0.1103	-0.22	-0.52	0.84	2009, '11
Btbd10	ENSMUST00000047091.8	BTB (POZ) domain containing 10 	201	1	0	0	1	0	0	0	0	1	mmu-miR-133c	0.0045	0.0327	0.2117	-0.22	-0.29	0.54	2009, '11
Unc5c	ENSMUST00000106236.3	unc-5 homolog C (C. elegans) 	49	1	0	1	0	1	0	1	0	0	mmu-miR-133c	0.0078	0.0569	0.3917	-0.22	-0.31	0.62	2009, '11
Med12l	ENSMUST00000040325.8	mediator complex subunit 12-like 	64	1	1	0	0	0	0	0	0	0	mmu-miR-133c	0.0064	0.0460	0.2787	-0.22	-0.23	0.91	2011
Dlgap3	ENSMUST00000046659.8	discs, large (Drosophila) homolog-associated protein 3 	37	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0032	0.0231	0.1576	-0.22	-0.22	0.23	2009, '11
Klhl5	ENSMUST00000101192.3	kelch-like 5 	2328	1	0	0	1	1	0	1	0	0	mmu-miR-133a-3p.2	0.0041	0.0296	0.1851	-0.22	-0.42	0.72	2009, '11
Lpgat1	ENSMUST00000110855.2	lysophosphatidylglycerol acyltransferase 1 	2359	1	1	0	0	1	0	1	0	1	mmu-miR-133a-3p.2	0.0123	0.0894	0.5874	-0.21	-0.24	0.88	2009, '11
Fbxo30	ENSMUST00000129456.2	F-box protein 30 	1908	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0034	0.0249	0.1608	-0.21	-0.22	0.84	2009, '11
Hs3st5	ENSMUST00000168572.2	heparan sulfate (glucosamine) 3-O-sulfotransferase 5 	73	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0041	0.0300	0.1906	-0.21	-0.21	0.76	2009, '11
Rqcd1	ENSMUST00000087215.6	rcd1 (required for cell differentiation) homolog 1 (S. pombe) 	558	1	0	1	0	0	0	0	0	0	mmu-miR-133c	0.0016	0.0118	0.0811	-0.21	-0.21	0.63	2009, '11
Zfp46	ENSMUST00000069195.4	zinc finger protein 46 	160	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0019	0.0141	0.0962	-0.21	-0.21	0.48	2009, '11
Wbp4	ENSMUST00000022601.5	WW domain binding protein 4 	2384	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0011	0.0083	0.0595	-0.21	-0.26	0.42	2009, '11
Zhx1	ENSMUST00000175805.3	zinc fingers and homeoboxes 1 	1775	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0070	0.0504	0.3188	-0.21	-0.22	0.78	2009, '11
Ubfd1	ENSMUST00000033158.4	ubiquitin family domain containing 1 	2965	1	1	0	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0048	0.0345	0.2253	-0.21	-0.27	0.74	2009, '11
Cacul1	ENSMUST00000081790.8	CDK2 associated, cullin domain 1 	1446	1	0	1	0	3	0	1	2	0	mmu-miR-133c	0.0046	0.0335	0.2238	-0.21	-0.34	0.88	2009, '11
Eya1	ENSMUST00000027066.7	eyes absent 1 homolog (Drosophila) 	503	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0038	0.0276	0.1811	-0.21	-0.21	0.78	2009, '11
Foxg1	ENSMUST00000179669.1	forkhead box G1 	451	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0018	0.0135	0.0920	-0.21	-0.21	0.80	2009, '11
Xpo1	ENSMUST00000102869.2	exportin 1, CRM1 homolog (yeast) 	11834	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0031	0.0224	0.1536	-0.21	-0.21	0.92	2009, '11
Cstf2	ENSMUST00000033609.3	cleavage stimulation factor, 3' pre-RNA subunit 2 	1363	1	0	1	0	0	0	0	0	2	mmu-miR-133c	0.0042	0.0306	0.2051	-0.21	-0.29	0.54	2009, '11
Tenm1	ENSMUST00000115059.2	teneurin transmembrane protein 1 	5	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0299	0.1963	0.8684	-0.21	-0.21	0.51	NULL
Runx1t1	ENSMUST00000006761.4	runt-related transcription factor 1; translocated to, 1 (cyclin D-related) 	51	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0095	0.0678	0.3982	-0.21	-0.23	0.91	2009, '11
Ckap4	ENSMUST00000053871.3	cytoskeleton-associated protein 4 	538	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0034	0.0248	0.1609	-0.21	-0.21	0.79	2009, '11
Cspg4	ENSMUST00000035661.5	chondroitin sulfate proteoglycan 4 	54	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0118	0.0817	0.4280	-0.21	-0.25	< 0.1	2009, '11
Vamp3	ENSMUST00000030797.3	vesicle-associated membrane protein 3 	73	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0040	0.0289	0.1786	-0.21	-0.22	0.85	2009, '11
Hivep2	ENSMUST00000191138.1	human immunodeficiency virus type I enhancer binding protein 2 	296	1	0	0	1	0	0	0	0	0	mmu-miR-133c	0.0023	0.0170	0.1171	-0.21	-0.21	0.82	2009, '11
Tgfb2	ENSMUST00000045288.8	transforming growth factor, beta 2 	436	1	0	0	1	0	0	0	0	1	mmu-miR-133a-3p.2	0.0057	0.0413	0.2641	-0.21	-0.23	0.91	2009, '11
Hlf	ENSMUST00000004051.7	hepatic leukemia factor 	348	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0035	0.0254	0.1610	-0.20	-0.24	0.88	2009, '11
Entpd5	ENSMUST00000021662.6	ectonucleoside triphosphate diphosphohydrolase 5 	2418	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0022	0.0160	0.1073	-0.20	-0.20	< 0.1	2009, '11
Mtx3	ENSMUST00000076169.3	metaxin 3 	491	1	0	0	1	1	0	0	1	0	mmu-miR-133a-3p.2	0.0035	0.0254	0.1801	-0.20	-0.20	0.81	2011
Zbtb16	ENSMUST00000093852.3	zinc finger and BTB domain containing 16 	1034	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0036	0.0262	0.1751	-0.20	-0.20	0.88	NULL
Bbs1	ENSMUST00000053506.6	Bardet-Biedl syndrome 1 (human) 	132	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0039	0.0287	0.1951	-0.20	-0.20	0.16	2009, '11
St8sia3	ENSMUST00000025477.8	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3 	17	1	1	0	0	0	0	0	0	1	mmu-miR-133c	0.0102	0.0701	0.3546	-0.20	-0.41	0.41	2009, '11
Slc7a2	ENSMUST00000057784.9	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2 	3113	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0044	0.0320	0.2242	-0.20	-0.24	0.66	2009, '11
Arx	ENSMUST00000113947.3	aristaless related homeobox 	7	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0049	0.0354	0.2317	-0.20	-0.20	0.57	2009, '11
Stard9	ENSMUST00000180041.2	START domain containing 9 	275	1	1	0	0	0	0	0	0	1	mmu-miR-133a-3p.2	0.0185	0.1306	0.7455	-0.20	-0.20	< 0.1	NULL
Sertad4	ENSMUST00000155579.2	SERTA domain containing 4 	59	1	0	1	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0042	0.0302	0.1876	-0.20	-0.33	0.71	2009, '11
Ap2m1	ENSMUST00000007216.8	adaptor-related protein complex 2, mu 1 subunit 	2635	1	0	0	1	0	0	0	0	0	mmu-miR-133a-3p.2	0.0033	0.0240	0.1543	-0.20	-0.20	0.87	2009, '11
Slitrk5	ENSMUST00000042767.7	SLIT and NTRK-like family, member 5 	9	1	0	0	1	2	0	0	2	0	mmu-miR-133c	0.0073	0.0529	0.3344	-0.20	-0.22	0.89	2009, '11
Igf2bp2	ENSMUST00000100052.5	insulin-like growth factor 2 mRNA binding protein 2 	40	1	0	0	1	0	0	0	0	0	mmu-miR-133c	0.0079	0.0567	0.3569	-0.20	-0.20	0.72	2009, '11
Ankrd52	ENSMUST00000014642.4	ankyrin repeat domain 52 	1083	2	0	1	1	1	0	1	0	0	mmu-miR-133a-3p.2	0.0117	0.0845	0.5387	-0.20	-0.20	0.79	2009, '11
Ttyh3	ENSMUST00000042661.3	tweety homolog 3 (Drosophila) 	425	1	1	0	0	0	0	0	0	0	mmu-miR-133a-3p.2	0.0073	0.0522	0.3087	-0.20	-0.20	0.68	2009, '11
Avl9	ENSMUST00000031805.8	AVL9 homolog (S. cerevisiase) 	569	1	0	1	0	0	0	0	0	1	mmu-miR-133c	0.0060	0.0435	0.2871	-0.20	-0.20	0.26	2011
Six5	ENSMUST00000049454.5	sine oculis-related homeobox 5 	303	1	0	0	1	0	0	0	0	2	mmu-miR-133c	0.0017	0.0128	0.0911	-0.19	-0.23	0.84	2009, '11
Sirt1	ENSMUST00000120239.2	sirtuin 1 	909	1	0	0	1	0	0	0	0	0	mmu-miR-133c	0.0039	0.0284	0.1937	-0.19	-0.20	0.76	2009, '11
