GENEID	GeneSymbol	Chromosome	Biotype	Strand
ENSMUSG00000108085.2	A930014E10Rik	chr6:142917478-142919544	lncRNA	+
ENSMUSG00000107839.2	4930434O05Rik	chr6:142935336-142935722	lncRNA	+
ENSMUSG00000030279.16	C2cd5	chr6:142956646-143045867	protein_coding	-
ENSMUSG00000108094.2	Gm31108	chr6:143054940-143099657	lncRNA	-
ENSMUSG00000107693.2	Gm44312	chr6:143070316-143070784	processed_pseudogene	-
ENSMUSG00000107398.2	Gm44306	chr6:143080813-143081015	processed_pseudogene	+
ENSMUSG00000030275.7	Etnk1	chr6:143112947-143178033	protein_coding	+
ENSMUSG00000107802.2	1700126G02Rik	chr6:143147123-143167174	lncRNA	-
ENSMUSG00000072679.11	D6Ertd474e	chr6:143191614-143242998	lncRNA	+
ENSMUSG00000077241.4	Gm23272	chr6:143410995-143411123	snoRNA	-
ENSMUSG00000084971.2	4930579D09Rik	chr6:143479691-143481234	lncRNA	-
ENSMUSG00000086887.2	1700060C16Rik	chr6:143539079-143597014	lncRNA	-
ENSMUSG00000041540.17	Sox5	chr6:143774151-144727703	protein_coding	-
ENSMUSG00000107796.2	Gm44068	chr6:143934466-143936593	TEC	-
ENSMUSG00000087302.2	Sox5os1	chr6:143967634-143969504	lncRNA	+
ENSMUSG00000087157.2	Sox5os2	chr6:144426951-144447142	lncRNA	+
ENSMUSG00000072677.5	Sox5it	chr6:144616153-144618446	lncRNA	-
ENSMUSG00000085785.8	Sox5os3	chr6:144618594-144639560	lncRNA	+
ENSMUSG00000086282.2	Sox5os4	chr6:144666637-144705609	lncRNA	+
ENSMUSG00000086731.2	Sox5os5	chr6:144669291-144670633	lncRNA	+
ENSMUSG00000087850.3	Gm22792	chr6:144749226-144749358	snoRNA	-
ENSMUSG00000030268.18	Bcat1	chr6:144939561-145021910	protein_coding	-
ENSMUSG00002076505.1	5S_rRNA	chr6:144983800-144983914	rRNA	-
ENSMUSG00000097419.2	Gm26666	chr6:144993285-144996156	lncRNA	+
ENSMUSG00000086643.2	Gm15687	chr6:145002115-145005618	lncRNA	+
ENSMUSG00000030263.14	Lrmp	chr6:145061379-145120660	protein_coding	+
ENSMUSG00000107420.2	Gm43910	chr6:145087883-145091123	TEC	-
ENSMUSG00000043541.17	Casc1	chr6:145120560-145156731	protein_coding	-
ENSMUSG00000086863.2	Gm15543	chr6:145128001-145133356	lncRNA	+
ENSMUSG00000040370.14	Etfrf1	chr6:145156860-145162665	protein_coding	+
ENSMUSG00000030265.15	Kras	chr6:145162425-145195965	protein_coding	-
ENSMUSG00000107756.2	Gm44164	chr6:145184393-145186953	TEC	-
ENSMUSG00000086013.2	Gm15706	chr6:145196255-145197575	lncRNA	+
ENSMUSG00000067344.8	Rps25-ps1	chr6:145212126-145212503	processed_pseudogene	+
ENSMUSG00002075270.1	7SK	chr6:145233654-145233983	misc_RNA	-
ENSMUSG00000087277.2	2010013B24Rik	chr6:145248878-145254677	lncRNA	+
ENSMUSG00000108234.2	Gm44428	chr6:145250036-145250909	TEC	+
ENSMUSG00000083962.2	Gm15707	chr6:145261339-145262334	processed_pseudogene	-
ENSMUSG00000054966.14	Lmntd1	chr6:145310860-145560045	protein_coding	-
ENSMUSG00000088362.3	Gm23498	chr6:145312584-145312670	snoRNA	+
ENSMUSG00000087204.2	1700073E17Rik	chr6:145333322-145347905	transcribed_processed_pseudogene	+
ENSMUSG00000086722.2	Gm15499	chr6:145387482-145389754	lncRNA	+
ENSMUSG00000088781.3	Gm25373	chr6:145409915-145410029	snoRNA	+
ENSMUSG00000067338.7	Tuba3b	chr6:145561483-145567205	protein_coding	+
ENSMUSG00000085658.2	Gm15704	chr6:145684419-145691999	lncRNA	-
ENSMUSG00000030259.13	Rassf8	chr6:145692474-145766805	protein_coding	+
ENSMUSG00000030256.12	Bhlhe41	chr6:145803969-145811284	protein_coding	-
ENSMUSG00000108126.2	Gm43909	chr6:145809023-145810898	TEC	+
ENSMUSG00000030255.14	Sspn	chr6:145877367-145910949	protein_coding	+
ENSMUSG00000108200.2	Gm43931	chr6:145892802-145895671	TEC	+
ENSMUSG00000085414.2	Sspnos	chr6:145897382-145903260	lncRNA	-
ENSMUSG00000108161.2	Gm32914	chr6:145945261-145947488	lncRNA	-
ENSMUSG00000030287.16	Itpr2	chr6:146009797-146403721	protein_coding	-
ENSMUSG00000107801.2	Gm44086	chr6:146170130-146172478	TEC	-
ENSMUSG00000107743.2	Gm44087	chr6:146277915-146279684	TEC	+
ENSMUSG00000082120.2	Gm15720	chr6:146364824-146365105	processed_pseudogene	-
ENSMUSG00000040250.15	Ints13	chr6:146451130-146479333	protein_coding	-
ENSMUSG00000040242.15	Fgfr1op2	chr6:146478701-146500696	protein_coding	+
ENSMUSG00000040234.17	Tm7sf3	chr6:146503850-146544322	protein_coding	-
ENSMUSG00000030291.13	Med21	chr6:146544045-146552230	protein_coding	+
ENSMUSG00000084291.4	Gm6654	chr6:146548739-146549086	processed_pseudogene	-
ENSMUSG00000085238.2	4930479D17Rik	chr6:146558716-146566901	lncRNA	+
ENSMUSG00000001630.14	Stk38l	chr6:146626493-146680310	protein_coding	+
ENSMUSG00000108108.2	Gm44270	chr6:146664079-146665312	TEC	+
ENSMUSG00000107788.2	Gm6266	chr6:146683967-146684772	processed_pseudogene	+
ENSMUSG00000040187.16	Arntl2	chr6:146697553-146735027	protein_coding	+
ENSMUSG00000107964.2	4930447C11Rik	chr6:146747774-146748701	TEC	-
ENSMUSG00000030292.11	Smco2	chr6:146751602-146772904	protein_coding	+
ENSMUSG00000016487.16	Ppfibp1	chr6:146789985-146933523	protein_coding	+
ENSMUSG00000040163.15	1700034J05Rik	chr6:146851827-146855920	protein_coding	-
ENSMUSG00000107969.2	Gm44085	chr6:146893865-146895522	lncRNA	-
ENSMUSG00000107814.2	Gm35876	chr6:146929499-146929957	processed_pseudogene	+
ENSMUSG00000040121.6	Rep15	chr6:146934082-146935743	protein_coding	+
ENSMUSG00000040112.10	Mrps35	chr6:146944262-146975489	protein_coding	+
ENSMUSG00000072662.3	Mansc4	chr6:146976558-146988530	protein_coding	-
ENSMUSG00000040102.11	Klhl42	chr6:146992877-147014276	protein_coding	+
ENSMUSG00000080760.2	Gm7571	chr6:147074979-147076614	processed_pseudogene	+
ENSMUSG00000085600.8	E330012B07Rik	chr6:147081742-147109783	lncRNA	+
ENSMUSG00000086021.2	Gm15767	chr6:147144025-147145299	lncRNA	-
ENSMUSG00000048776.9	Pthlh	chr6:147153599-147165681	protein_coding	-
ENSMUSG00000081023.2	Gm15766	chr6:147173335-147174147	processed_pseudogene	+
ENSMUSG00000072660.6	Gm6288	chr6:147339860-147377544	lncRNA	-
ENSMUSG00000030301.18	Ccdc91	chr6:147377326-147534110	protein_coding	+
ENSMUSG00000107793.2	4933406L23Rik	chr6:147431299-147432807	TEC	-
ENSMUSG00000085077.2	1700049E15Rik	chr6:147591739-147603872	lncRNA	+
ENSMUSG00000086019.2	Gm15762	chr6:147611480-147620949	lncRNA	-
ENSMUSG00000086777.4	Far2os2	chr6:147908078-147948837	lncRNA	-
ENSMUSG00000030303.16	Far2	chr6:147948757-148084256	protein_coding	+
ENSMUSG00000089948.2	Far2os1	chr6:147962353-147969371	lncRNA	-
ENSMUSG00000030304.12	Ergic2	chr6:148080577-148113872	protein_coding	-
ENSMUSG00000107402.2	4732416N19Rik	chr6:148113751-148117229	TEC	+
ENSMUSG00000084823.3	Gm17216	chr6:148114865-148116071	lncRNA	-
ENSMUSG00000030306.15	Tmtc1	chr6:148133928-148345887	protein_coding	-
ENSMUSG00000082199.2	Gm15763	chr6:148162648-148163050	processed_pseudogene	+
ENSMUSG00000063171.5	Rps4l	chr6:148256154-148257096	transcribed_processed_pseudogene	+
ENSMUSG00000108148.2	Gm44020	chr6:148260293-148263611	lncRNA	+
ENSMUSG00000108035.2	Gm44021	chr6:148262639-148266154	TEC	-
ENSMUSG00000107706.2	Gm44022	chr6:148287399-148292827	TEC	-
ENSMUSG00000070995.11	Gm6313	chr6:148508284-148515807	lncRNA	-
ENSMUSG00002075669.1	SNORA62	chr6:148544022-148544158	snoRNA	-
ENSMUSG00000084909.2	4930528G23Rik	chr6:148561476-148579498	lncRNA	-
ENSMUSG00000081556.2	Gm15778	chr6:148600527-148601134	processed_pseudogene	-
ENSMUSG00000107405.2	Gm44115	chr6:148603496-148613767	lncRNA	+
ENSMUSG00000040029.16	Ipo8	chr6:148672181-148732965	protein_coding	-
ENSMUSG00000107909.2	2610017A05Rik	chr6:148732950-148734610	TEC	+
ENSMUSG00000030309.17	Caprin2	chr6:148743990-148797735	protein_coding	-
ENSMUSG00000108254.2	Gm43908	chr6:148800665-148802136	TEC	-
ENSMUSG00000095288.2	Gm7618	chr6:148802466-148802636	processed_pseudogene	-
ENSMUSG00000108258.2	Gm43913	chr6:148816713-148822033	lncRNA	-
ENSMUSG00000039985.15	Sinhcaf	chr6:148822533-148847965	protein_coding	-
ENSMUSG00000085355.3	3010003L21Rik	chr6:148846365-148848627	lncRNA	+
ENSMUSG00000080536.3	Gm25539	chr6:148868814-148868935	snoRNA	+
ENSMUSG00000030313.16	Dennd5b	chr6:148889569-149003178	protein_coding	-
ENSMUSG00000082633.2	Gm15779	chr6:148905413-148905824	processed_pseudogene	+
ENSMUSG00000081532.2	Gm15781	chr6:148942478-148942800	processed_pseudogene	+
ENSMUSG00000107970.2	Gm49058	chr6:148952623-148955346	TEC	-
ENSMUSG00000065664.3	Gm22578	chr6:148954015-148954121	snRNA	-
ENSMUSG00000082829.2	Gm15780	chr6:148974202-148975136	processed_pseudogene	+
ENSMUSG00000065198.3	Gm23462	chr6:148975501-148975604	snRNA	-
ENSMUSG00000067292.4	Gm10203	chr6:149031668-149032208	protein_coding	+
ENSMUSG00000039958.18	Etfbkmt	chr6:149041347-149052669	protein_coding	+
ENSMUSG00000068250.14	Amn1	chr6:149058645-149090210	protein_coding	-
ENSMUSG00000107526.2	1700003I16Rik	chr6:149100593-149116683	lncRNA	-
ENSMUSG00000107894.2	Gm10388	chr6:149185336-149188271	TEC	-
ENSMUSG00000032712.17	Resf1	chr6:149210912-149237161	protein_coding	+
ENSMUSG00000084083.2	Gm15782	chr6:149254880-149255324	processed_pseudogene	-
ENSMUSG00000081126.2	Gm15784	chr6:149263184-149264645	processed_pseudogene	+
ENSMUSG00000081335.2	Gm15786	chr6:149303291-149303740	processed_pseudogene	+
ENSMUSG00000083351.2	Gm15783	chr6:149307320-149308183	processed_pseudogene	+
ENSMUSG00000003452.16	Bicd1	chr6:149310384-149464827	protein_coding	+
ENSMUSG00000082072.2	Gm15785	chr6:149335278-149335971	processed_pseudogene	-
ENSMUSG00000096299.4	Gm21814	chr6:149467588-149485154	lncRNA	+
ENSMUSG00000107976.2	Gm44043	chr6:149471907-149475159	TEC	+
ENSMUSG00002075364.1	ENSMUSG00002075364	chr6:149477959-149478059	miRNA	+
ENSMUSG00000108287.2	Gm44473	chr7:3096372-3096523	unprocessed_pseudogene	+
ENSMUSG00000091292.2	Gm3104	chr7:3136001-3137834	unprocessed_pseudogene	+
ENSMUSG00000107972.2	Gm18198	chr7:3147437-3148987	processed_pseudogene	+
ENSMUSG00000108259.2	Gm6727	chr7:3152327-3153844	processed_pseudogene	-
ENSMUSG00000055452.7	Gm7353	chr7:3159020-3161963	processed_pseudogene	-
ENSMUSG00000107523.2	Gm44451	chr7:3165996-3166478	processed_pseudogene	-
ENSMUSG00000108044.2	Gm44459	chr7:3170113-3170272	processed_pseudogene	-
ENSMUSG00000107956.2	Speer9-ps1	chr7:3178146-3194832	lncRNA	+
ENSMUSG00000118413.2	Gm29708	chr7:3199831-3200776	processed_pseudogene	+
ENSMUSG00000054753.10	AU018091	chr7:3204498-3219029	protein_coding	-
ENSMUSG00000107470.3	Gm3375	chr7:3230842-3231636	processed_pseudogene	+
ENSMUSG00000077815.3	Mir290a	chr7:3267300-3267382	miRNA	+
ENSMUSG00000106340.3	Mir290b	chr7:3267312-3267369	miRNA	-
ENSMUSG00000078817.5	Nlrp12	chr7:3267458-3298370	protein_coding	-
ENSMUSG00000078008.3	Mir291a	chr7:3267593-3267674	miRNA	+
ENSMUSG00000078041.3	Mir292	chr7:3267863-3267944	miRNA	+
ENSMUSG00000104747.3	Mir292b	chr7:3267872-3267933	miRNA	-
ENSMUSG00000078032.3	Mir291b	chr7:3268156-3268234	miRNA	+
ENSMUSG00000078035.3	Mir293	chr7:3269017-3269096	miRNA	+
ENSMUSG00000077903.3	Mir294	chr7:3269315-3269398	miRNA	+
ENSMUSG00000077886.3	Mir295	chr7:3269447-3269515	miRNA	+
ENSMUSG00000107413.2	Gm20553	chr7:3313777-3314620	unprocessed_pseudogene	-
ENSMUSG00000108105.2	Gm5340	chr7:3333159-3334038	processed_pseudogene	-
ENSMUSG00000068566.14	Myadm	chr7:3337605-3348958	protein_coding	+
ENSMUSG00000078816.11	Prkcg	chr7:3337704-3379615	protein_coding	+
ENSMUSG00000069806.6	Cacng7	chr7:3381471-3416737	protein_coding	+
ENSMUSG00000107620.2	Gm44256	chr7:3386061-3386395	TEC	+
ENSMUSG00000107815.2	Gm44257	chr7:3426637-3438596	lncRNA	-
ENSMUSG00000053395.16	Cacng8	chr7:3439199-3464164	protein_coding	+
ENSMUSG00000107862.2	Gm44151	chr7:3440112-3449442	lncRNA	-
ENSMUSG00000094210.3	Mir935	chr7:3463582-3463672	miRNA	+
ENSMUSG00000107585.2	3300002P13Rik	chr7:3470181-3471961	lncRNA	-
ENSMUSG00000078815.9	Cacng6	chr7:3472711-3484183	protein_coding	+
ENSMUSG00000107985.2	Gm35037	chr7:3499873-3523536	lncRNA	+
ENSMUSG00000053338.10	Tarm1	chr7:3535016-3551140	protein_coding	-
ENSMUSG00000107480.2	Gm44165	chr7:3538127-3539595	TEC	-
ENSMUSG00000118635.2	Gm51440	chr7:3562452-3563881	unprocessed_pseudogene	-
ENSMUSG00000108758.2	Gm44921	chr7:3570730-3571030	processed_pseudogene	-
ENSMUSG00002075769.1	ENSMUSG00002075769	chr7:3592163-3592263	miRNA	+
ENSMUSG00000108644.2	Gm44920	chr7:3594645-3607149	lncRNA	-
ENSMUSG00000054594.14	Oscar	chr7:3612812-3619156	protein_coding	-
ENSMUSG00000035674.14	Ndufa3	chr7:3620372-3623326	protein_coding	+
ENSMUSG00000006335.17	Tfpt	chr7:3623323-3632928	protein_coding	-
ENSMUSG00000008373.17	Prpf31	chr7:3632984-3645485	protein_coding	+
ENSMUSG00000085039.3	Gm15927	chr7:3635113-3647886	lncRNA	-
ENSMUSG00000035632.17	Cnot3	chr7:3648267-3664108	protein_coding	+
ENSMUSG00000093290.3	Mir3572	chr7:3658961-3659046	miRNA	+
ENSMUSG00000078813.4	Leng1	chr7:3663097-3668839	protein_coding	-
ENSMUSG00000019734.17	Tmc4	chr7:3668789-3680552	protein_coding	-
ENSMUSG00000086032.2	Gm15929	chr7:3669251-3673277	lncRNA	+
ENSMUSG00000035596.15	Mboat7	chr7:3680788-3696522	protein_coding	-
ENSMUSG00000035585.17	Tsen34	chr7:3695862-3704023	protein_coding	+
ENSMUSG00000006333.15	Rps9	chr7:3706992-3709896	protein_coding	+
ENSMUSG00000058818.14	Pirb	chr7:3714408-3723390	protein_coding	-
ENSMUSG00000081665.3	Pira1	chr7:3734629-3742888	polymorphic_pseudogene	-
ENSMUSG00000074418.5	Pira2-ps2	chr7:3759904-3767029	unprocessed_pseudogene	-
ENSMUSG00000080917.3	Pira2-ps1	chr7:3791882-3802630	unprocessed_pseudogene	-
ENSMUSG00000074419.12	Pira13	chr7:3819780-3828686	protein_coding	-
ENSMUSG00000089942.10	Pira2	chr7:3839811-3848050	protein_coding	-
ENSMUSG00000074420.6	Gm10693	chr7:3863680-3872169	transcribed_unprocessed_pseudogene	-
ENSMUSG00000074417.10	Pira12	chr7:3887241-3901119	protein_coding	-
ENSMUSG00000030427.18	Lilra6	chr7:3911279-3918502	protein_coding	-
ENSMUSG00000108593.2	Gm44581	chr7:3931852-3935848	lncRNA	-
ENSMUSG00000108765.2	Gm44580	chr7:3936517-3937393	processed_pseudogene	-
ENSMUSG00000108712.2	Gm3189	chr7:3959239-3960070	processed_pseudogene	-
ENSMUSG00000108505.2	1700095K22Rik	chr7:3984149-3985876	lncRNA	+
ENSMUSG00000083344.3	Gm7363	chr7:3986786-3987184	processed_pseudogene	-
ENSMUSG00000082093.3	Gm15928	chr7:3996238-3996517	processed_pseudogene	-
ENSMUSG00000055541.19	Lair1	chr7:4006401-4066203	protein_coding	-
ENSMUSG00000086155.8	9430041J12Rik	chr7:4077124-4123727	lncRNA	-
ENSMUSG00000075719.4	Gm23741	chr7:4104889-4105059	snRNA	+
ENSMUSG00000030428.17	Ttyh1	chr7:4122407-4139707	protein_coding	+
ENSMUSG00000085886.2	D030047H15Rik	chr7:4129339-4139925	lncRNA	-
ENSMUSG00000035545.14	Leng8	chr7:4140038-4151176	protein_coding	+
ENSMUSG00000043432.8	Leng9	chr7:4150914-4153373	protein_coding	-
ENSMUSG00000063838.7	Cdc42ep5	chr7:4154259-4167859	protein_coding	-
ENSMUSG00000082782.2	Gm5319	chr7:4179362-4180234	processed_pseudogene	-
ENSMUSG00000108641.2	Gm44807	chr7:4180366-4180519	processed_pseudogene	+
ENSMUSG00000083309.2	Gm15926	chr7:4210831-4211667	unprocessed_pseudogene	+
ENSMUSG00000070873.6	Lilra5	chr7:4240753-4246462	protein_coding	+
ENSMUSG00000082042.2	Gm15923	chr7:4260700-4262354	unprocessed_pseudogene	+
ENSMUSG00000081723.2	Gm15931	chr7:4277188-4285644	unprocessed_pseudogene	+
ENSMUSG00000108743.2	Gm44881	chr7:4304347-4304713	processed_pseudogene	+
ENSMUSG00000062524.5	Ncr1	chr7:4340723-4348163	protein_coding	+
ENSMUSG00000108667.2	Gm45013	chr7:4362598-4362775	processed_pseudogene	+
ENSMUSG00000078810.5	Gp6	chr7:4366964-4400743	protein_coding	-
ENSMUSG00002075133.1	ENSMUSG00002075133	chr7:4391451-4391560	miRNA	-
ENSMUSG00002076192.1	ENSMUSG00002076192	chr7:4396010-4396119	miRNA	-
ENSMUSG00000108761.2	Atp6v0c-ps1	chr7:4415437-4415899	processed_pseudogene	+
ENSMUSG00000008435.16	Rdh13	chr7:4427769-4448648	protein_coding	-
ENSMUSG00002076796.1	ENSMUSG00002076796	chr7:4444919-4445014	miRNA	-
ENSMUSG00000091177.3	Gm15494	chr7:4448696-4474284	lncRNA	-
ENSMUSG00000006154.14	Eps8l1	chr7:4463673-4483486	protein_coding	+
ENSMUSG00000019254.17	Ppp1r12c	chr7:4484519-4504679	protein_coding	-
ENSMUSG00000064179.14	Tnnt1	chr7:4507569-4519381	protein_coding	-
ENSMUSG00000035458.16	Tnni3	chr7:4521304-4527228	protein_coding	-
ENSMUSG00000055809.8	Dnaaf3	chr7:4525932-4535452	protein_coding	-
ENSMUSG00000085725.3	Gm15873	chr7:4529535-4533574	lncRNA	+
ENSMUSG00000004961.8	Syt5	chr7:4542764-4550540	protein_coding	-
ENSMUSG00000035429.14	Ptprh	chr7:4551611-4607040	protein_coding	-
ENSMUSG00002076519.1	ENSMUSG00002076519	chr7:4583068-4583177	miRNA	-
ENSMUSG00000108392.2	Gm9463	chr7:4614634-4615234	processed_pseudogene	+
ENSMUSG00000108582.2	Gm18973	chr7:4615411-4616164	processed_pseudogene	-
ENSMUSG00000108320.2	Gm44877	chr7:4629977-4633543	lncRNA	+
ENSMUSG00000045282.8	Tmem86b	chr7:4631039-4634421	protein_coding	-
ENSMUSG00000052296.8	Ppp6r1	chr7:4634494-4662018	protein_coding	-
ENSMUSG00000108571.2	Gm6855	chr7:4641535-4642324	processed_pseudogene	+
ENSMUSG00000108477.2	Gm44878	chr7:4661659-4662953	TEC	+
ENSMUSG00000063802.6	Hspbp1	chr7:4663520-4688067	protein_coding	-
ENSMUSG00000035390.17	Brsk1	chr7:4693603-4718996	protein_coding	+
ENSMUSG00000046456.15	Tmem150b	chr7:4709831-4728248	protein_coding	-
ENSMUSG00000088575.3	Gm24537	chr7:4741831-4741932	snRNA	+
ENSMUSG00000059851.16	Kmt5c	chr7:4743114-4750513	protein_coding	+
ENSMUSG00000051811.15	Cox6b2	chr7:4754791-4756093	protein_coding	-
ENSMUSG00000092518.10	Fam71e2	chr7:4756225-4774301	protein_coding	-
ENSMUSG00000004371.16	Il11	chr7:4775372-4785858	protein_coding	-
ENSMUSG00000013091.6	Tmem190	chr7:4785936-4787340	protein_coding	+
ENSMUSG00000030431.9	Tmem238	chr7:4787556-4792655	protein_coding	-
ENSMUSG00000030432.13	Rpl28	chr7:4795873-4798065	protein_coding	+
ENSMUSG00000060860.9	Ube2s	chr7:4797545-4815589	protein_coding	-
ENSMUSG00000053550.14	Shisa7	chr7:4828551-4847695	protein_coding	-
ENSMUSG00000052605.13	Isoc2b	chr7:4847958-4873257	protein_coding	-
ENSMUSG00000086784.3	Isoc2a	chr7:4880152-4899972	protein_coding	+
ENSMUSG00000110221.2	Gm36210	chr7:4901449-4909515	protein_coding	-
ENSMUSG00000109441.2	Gm44983	chr7:4911885-4915356	lncRNA	-
ENSMUSG00000108840.2	Gm5320	chr7:4912037-4913555	processed_pseudogene	+
ENSMUSG00000074406.6	Zfp628	chr7:4918216-4925001	protein_coding	+
ENSMUSG00000035285.7	Nat14	chr7:4925027-4928005	protein_coding	+
ENSMUSG00000035279.9	Ssc5d	chr7:4928784-4947825	protein_coding	+
ENSMUSG00000030433.16	Sbk2	chr7:4943511-4967405	protein_coding	-
ENSMUSG00000085272.8	Sbk3	chr7:4968259-4974167	protein_coding	-
ENSMUSG00000051550.11	Zfp579	chr7:4986482-4999157	protein_coding	-
ENSMUSG00000061374.15	Fiz1	chr7:5010058-5017696	protein_coding	-
ENSMUSG00000051184.8	Zfp524	chr7:5017414-5021487	protein_coding	+
ENSMUSG00000109129.2	Gm44973	chr7:5018495-5036096	protein_coding	+
ENSMUSG00000074405.9	Zfp865	chr7:5023375-5039767	protein_coding	+
ENSMUSG00000035228.16	Ccdc106	chr7:5023552-5063784	protein_coding	+
ENSMUSG00000116184.2	4632433K11Rik	chr7:5037117-5038245	protein_coding	+
ENSMUSG00000043290.7	Zfp784	chr7:5037438-5041445	protein_coding	-
ENSMUSG00000086604.3	Gm15510	chr7:5049948-5060115	lncRNA	-
ENSMUSG00000055633.7	Zfp580	chr7:5054537-5056722	protein_coding	+
ENSMUSG00000109549.2	Gm38941	chr7:5057471-5057999	unitary_pseudogene	+
ENSMUSG00000109274.2	Gm45133	chr7:5062276-5065048	TEC	-
ENSMUSG00000030435.17	U2af2	chr7:5065142-5082937	protein_coding	+
ENSMUSG00000035203.17	Epn1	chr7:5083234-5101177	protein_coding	+
ENSMUSG00000035191.16	Rfpl4	chr7:5112786-5119949	protein_coding	-
ENSMUSG00000083649.6	Rasl2-9	chr7:5127937-5128949	protein_coding	-
ENSMUSG00000109495.2	Gm47692	chr7:5130395-5132355	processed_pseudogene	-
ENSMUSG00002075996.1	ENSMUSG00002075996	chr7:5130631-5130714	miRNA	-
ENSMUSG00000118215.2	Vmn1r55	chr7:5132290-5152669	protein_coding	-
ENSMUSG00000091874.3	Vmn1r56	chr7:5197915-5199746	protein_coding	-
ENSMUSG00000091652.3	Vmn1r57	chr7:5221492-5224735	protein_coding	+
ENSMUSG00000109211.2	Gm45146	chr7:5266083-5266303	processed_pseudogene	+
ENSMUSG00000119441.1	Gm23942	chr7:5280343-5280449	snRNA	-
ENSMUSG00000035177.9	Nlrp2	chr7:5301546-5354034	protein_coding	-
ENSMUSG00000109155.2	Gm18757	chr7:5307877-5311017	processed_pseudogene	+
ENSMUSG00000048398.8	Gm5065	chr7:5353536-5363681	protein_coding	+
ENSMUSG00000108904.2	Gm45147	chr7:5356485-5356856	processed_pseudogene	+
ENSMUSG00000078808.6	Vmn1r58	chr7:5404680-5416395	protein_coding	-
ENSMUSG00000109577.2	Gm44543	chr7:5417735-5418130	processed_pseudogene	+
ENSMUSG00000117744.2	Vmn1r59	chr7:5453207-5459773	protein_coding	-
ENSMUSG00000066820.8	Vmn2r28	chr7:5480254-5496955	protein_coding	-
ENSMUSG00000118298.2	Vmn1r60	chr7:5542345-5550316	protein_coding	-
ENSMUSG00000092336.2	Vmn1r-ps40	chr7:5575732-5576074	unprocessed_pseudogene	-
ENSMUSG00000117863.2	Vmn1r61	chr7:5604646-5616294	protein_coding	-
ENSMUSG00000092579.3	Vmn1r62	chr7:5676630-5679662	protein_coding	+
ENSMUSG00000109540.2	Gm44821	chr7:5762107-5766416	processed_pseudogene	-
ENSMUSG00000058631.7	Vmn1r63	chr7:5805344-5808444	protein_coding	-
ENSMUSG00000109012.2	Gm44820	chr7:5810012-5810407	processed_pseudogene	+
ENSMUSG00000118388.2	Vmn1r64	chr7:5886579-5887541	protein_coding	-
ENSMUSG00000092393.3	Gm20399	chr7:5908018-5908149	processed_pseudogene	+
ENSMUSG00000092580.2	Vmn1r-ps45	chr7:5932500-5933454	processed_pseudogene	-
ENSMUSG00000092271.2	Vmn1r-ps46	chr7:5969267-5970215	processed_pseudogene	-
ENSMUSG00000066850.3	Vmn1r65	chr7:6010749-6014009	protein_coding	-
ENSMUSG00000064231.2	Gm5321	chr7:6022021-6022467	processed_pseudogene	+
ENSMUSG00000109197.2	4933402C05Rik	chr7:6042130-6045653	lncRNA	+
ENSMUSG00000109283.2	Gm44733	chr7:6043815-6045949	lncRNA	-
ENSMUSG00000034690.14	Nlrp4c	chr7:6048160-6108149	protein_coding	+
ENSMUSG00000046792.9	Zfp787	chr7:6134490-6158996	protein_coding	-
ENSMUSG00000108923.2	4933431C10Rik	chr7:6139429-6140694	TEC	+
ENSMUSG00000108894.2	Gm45841	chr7:6158286-6158449	TEC	-
ENSMUSG00000109108.2	Gm36371	chr7:6159515-6160617	lncRNA	+
ENSMUSG00000044876.16	Zfp444	chr7:6175225-6196810	protein_coding	+
ENSMUSG00000109165.2	Gm45148	chr7:6182974-6186560	lncRNA	+
ENSMUSG00000034660.9	Galp	chr7:6200089-6219136	protein_coding	+
ENSMUSG00000058028.15	Zscan5b	chr7:6225277-6242422	protein_coding	+
ENSMUSG00000053367.16	Epp13	chr7:6255709-6285065	protein_coding	+
ENSMUSG00000108949.2	Gm45069	chr7:6285838-6286609	lncRNA	-
ENSMUSG00000054893.16	Zfp667	chr7:6289578-6310882	protein_coding	+
ENSMUSG00000030443.17	Zfp583	chr7:6318659-6334284	protein_coding	-
ENSMUSG00000109080.2	Gm38944	chr7:6345994-6347004	lncRNA	-
ENSMUSG00000109398.3	Gm3854	chr7:6346758-6358955	protein_coding	+
ENSMUSG00000055150.16	Zfp78	chr7:6366279-6385604	protein_coding	+
ENSMUSG00000062861.9	Zfp28	chr7:6386294-6399914	protein_coding	+
ENSMUSG00000093536.8	Smim17	chr7:6401714-6435092	protein_coding	+
ENSMUSG00000089780.2	Gm16306	chr7:6402053-6402635	lncRNA	+
ENSMUSG00000090179.2	Gm16307	chr7:6408174-6408383	processed_pseudogene	-
ENSMUSG00000045929.9	Gm20715	chr7:6413276-6444690	protein_coding	+
ENSMUSG00000090824.3	Olfr1344	chr7:6441687-6445160	protein_coding	+
ENSMUSG00000110323.2	Olfr1345-ps1	chr7:6449873-6450116	unprocessed_pseudogene	+
ENSMUSG00000048620.7	Olfr1336	chr7:6459167-6469816	protein_coding	+
ENSMUSG00000054938.8	Olfr1346	chr7:6470100-6481111	protein_coding	+
ENSMUSG00000096228.6	Olfr5	chr7:6481321-6489940	protein_coding	-
ENSMUSG00000034583.10	Olfr1347	chr7:6489943-6502754	protein_coding	-
ENSMUSG00000093877.5	Olfr1348	chr7:6502792-6511747	protein_coding	-
