GeneSymbol_Plus	GENEID_Plus	Biotype_Plus	Location_Plus	Strand_Plus	GeneSymbol_Minus	GENEID_Minus	Biotype_Minus	Location_Minus	Strand_Minus
5S_rRNA	ENSMUSG00002076350.1	rRNA	chr1:77121390-77121483	+	Gm38265	ENSMUSG00000102904.2	TEC	chr1:77119864-77123629	-
Myom1	ENSMUSG00000024049.16	protein_coding	chr17:71309628-71343505	+	Myl12a	ENSMUSG00000024048.16	protein_coding	chr17:71301544-71309873	-
1600022D10Rik	ENSMUSG00000117315.2	lncRNA	chr17:71451533-71488982	+	Gm49910	ENSMUSG00000117276.2	processed_pseudogene	chr17:71460830-71461015	-
4930471L23Rik	ENSMUSG00000117137.2	lncRNA	chr17:71622424-71646774	+	Gm4566	ENSMUSG00000117199.2	lncRNA	chr17:71640196-71648761	-
Gm49916	ENSMUSG00000117103.2	processed_pseudogene	chr17:71728542-71728692	+	Smchd1	ENSMUSG00000024054.15	protein_coding	chr17:71651484-71782338	-
Spdya	ENSMUSG00000052525.15	protein_coding	chr17:71859056-71885695	+	Trmt61b	ENSMUSG00000085492.8	lncRNA	chr17:71864022-71905750	-
Spdya	ENSMUSG00000052525.15	protein_coding	chr17:71859056-71896528	+	Trmt61b	ENSMUSG00000085492.8	lncRNA	chr17:71895552-71905248	-
Spdya	ENSMUSG00000052525.15	protein_coding	chr17:71859067-71896528	+	Trmt61b	ENSMUSG00000085492.8	lncRNA	chr17:71895552-71905248	-
Spdya	ENSMUSG00000052525.15	protein_coding	chr17:71863253-71895669	+	Trmt61b	ENSMUSG00000085492.8	lncRNA	chr17:71895552-71905248	-
Wdr43	ENSMUSG00000041057.11	protein_coding	chr17:71922890-71964784	+	Gm30091	ENSMUSG00000117637.2	lncRNA	chr17:71919824-71922978	-
Togaram2	ENSMUSG00000045761.17	protein_coding	chr17:71980256-72036664	+	Gm15641	ENSMUSG00000089779.2	lncRNA	chr17:72023844-72024812	-
Togaram2	ENSMUSG00000045761.17	protein_coding	chr17:71991800-72036663	+	Gm15641	ENSMUSG00000089779.2	lncRNA	chr17:72023844-72024812	-
Togaram2	ENSMUSG00000045761.17	protein_coding	chr17:71993696-72036538	+	Gm15641	ENSMUSG00000089779.2	lncRNA	chr17:72023844-72024812	-
Togaram2	ENSMUSG00000045761.17	protein_coding	chr17:72020267-72036664	+	Gm15641	ENSMUSG00000089779.2	lncRNA	chr17:72023844-72024812	-
Gm49719	ENSMUSG00000116618.2	lncRNA	chr17:7215845-7224595	+	Tagap1	ENSMUSG00000052031.9	protein_coding	chr17:7222410-7228555	-
Gm49721	ENSMUSG00000116876.2	protein_coding	chr17:7246303-7311349	+	Gm25119	ENSMUSG00000119398.1	scaRNA	chr17:7309877-7309964	-
Gm19183	ENSMUSG00000117046.2	processed_pseudogene	chr17:72563253-72564141	+	Alk	ENSMUSG00000055471.8	protein_coding	chr17:72358073-72911302	-
Gm1604b	ENSMUSG00000094083.3	protein_coding	chr17:7292967-7354996	+	Gm25119	ENSMUSG00000119398.1	scaRNA	chr17:7309877-7309964	-
Lclat1	ENSMUSG00000054469.15	protein_coding	chr17:73414983-73503773	+	Gm9311	ENSMUSG00000081492.2	processed_pseudogene	chr17:73497253-73498680	-
Lclat1	ENSMUSG00000054469.15	protein_coding	chr17:73414989-73550363	+	Gm9311	ENSMUSG00000081492.2	processed_pseudogene	chr17:73497253-73498680	-
Lclat1	ENSMUSG00000054469.15	protein_coding	chr17:73433422-73547150	+	Gm9311	ENSMUSG00000081492.2	processed_pseudogene	chr17:73497253-73498680	-
Lclat1	ENSMUSG00000054469.15	protein_coding	chr17:73469984-73546903	+	Gm9311	ENSMUSG00000081492.2	processed_pseudogene	chr17:73497253-73498680	-
Gm49876	ENSMUSG00000117023.2	lncRNA	chr17:73801246-73828137	+	ENSMUSG00000117102	ENSMUSG00000117102.2	TEC	chr17:73821712-73824750	-
Gm49878	ENSMUSG00000117118.2	lncRNA	chr17:73916047-73942570	+	Gm49877	ENSMUSG00000117228.2	processed_pseudogene	chr17:73922610-73923322	-
Gm9316	ENSMUSG00000117262.2	processed_pseudogene	chr17:74518953-74521077	+	Memo1	ENSMUSG00000058704.10	protein_coding	chr17:74508111-74537496	-
Birc6	ENSMUSG00000024073.17	protein_coding	chr17:74835290-75010351	+	Gm26749	ENSMUSG00000097546.2	lncRNA	chr17:74882376-74924114	-
Birc6	ENSMUSG00000024073.17	protein_coding	chr17:74835463-75009378	+	Gm26749	ENSMUSG00000097546.2	lncRNA	chr17:74882376-74924114	-
Birc6	ENSMUSG00000024073.17	protein_coding	chr17:74835547-75009378	+	Gm26749	ENSMUSG00000097546.2	lncRNA	chr17:74882376-74924114	-
Birc6	ENSMUSG00000024073.17	protein_coding	chr17:74905116-74926750	+	Gm26749	ENSMUSG00000097546.2	lncRNA	chr17:74882376-74924114	-
Birc6	ENSMUSG00000024073.17	protein_coding	chr17:74911489-74913331	+	Gm26749	ENSMUSG00000097546.2	lncRNA	chr17:74882376-74924114	-
Birc6	ENSMUSG00000024073.17	protein_coding	chr17:74918073-74926749	+	Gm26749	ENSMUSG00000097546.2	lncRNA	chr17:74882376-74924114	-
Birc6	ENSMUSG00000024073.17	protein_coding	chr17:74918442-74947616	+	Gm26749	ENSMUSG00000097546.2	lncRNA	chr17:74882376-74924114	-
Birc6	ENSMUSG00000024073.17	protein_coding	chr17:74918472-74925558	+	Gm26749	ENSMUSG00000097546.2	lncRNA	chr17:74882376-74924114	-
Birc6	ENSMUSG00000024073.17	protein_coding	chr17:74919220-74922522	+	Gm26749	ENSMUSG00000097546.2	lncRNA	chr17:74882376-74924114	-
Ttc27	ENSMUSG00000024078.8	protein_coding	chr17:75024727-75170565	+	Gm50021	ENSMUSG00000117441.2	lncRNA	chr17:75159993-75167929	-
Ttc27	ENSMUSG00000024078.8	protein_coding	chr17:75024907-75170561	+	Gm50021	ENSMUSG00000117441.2	lncRNA	chr17:75159993-75167929	-
Ttc27	ENSMUSG00000024078.8	protein_coding	chr17:75046635-75087829	+	Gm50020	ENSMUSG00000117444.2	lncRNA	chr17:75081806-75126906	-
Ttc27	ENSMUSG00000024078.8	protein_coding	chr17:75054660-75170561	+	Gm50021	ENSMUSG00000117441.2	lncRNA	chr17:75159993-75167929	-
Ttc27	ENSMUSG00000024078.8	protein_coding	chr17:75058069-75170561	+	Gm50021	ENSMUSG00000117441.2	lncRNA	chr17:75159993-75167929	-
Ttc27	ENSMUSG00000024078.8	protein_coding	chr17:75077061-75087850	+	Gm50020	ENSMUSG00000117444.2	lncRNA	chr17:75081806-75126906	-
Crim1	ENSMUSG00000024074.9	protein_coding	chr17:78507677-78684021	+	Fez2	ENSMUSG00000056121.17	protein_coding	chr17:78676641-78725525	-
Crim1	ENSMUSG00000024074.9	protein_coding	chr17:78508494-78681711	+	Fez2	ENSMUSG00000056121.17	protein_coding	chr17:78676641-78725525	-
Crim1	ENSMUSG00000024074.9	protein_coding	chr17:78658318-78681607	+	Fez2	ENSMUSG00000056121.17	protein_coding	chr17:78676641-78725525	-
Gm50034	ENSMUSG00000117525.2	lncRNA	chr17:78716245-78717786	+	Fez2	ENSMUSG00000056121.17	protein_coding	chr17:78676641-78725525	-
Vit	ENSMUSG00000024076.11	protein_coding	chr17:78815493-78934827	+	5S_rRNA	ENSMUSG00002076640.1	rRNA	chr17:78841332-78841442	-
Vit	ENSMUSG00000024076.11	protein_coding	chr17:78815601-78934837	+	5S_rRNA	ENSMUSG00002076640.1	rRNA	chr17:78841332-78841442	-
n-R5s85	ENSMUSG00000065387.4	rRNA	chr17:79166363-79166481	+	Eif2ak2	ENSMUSG00000024079.5	protein_coding	chr17:79162783-79166409	-
Cebpzos	ENSMUSG00000062691.11	protein_coding	chr17:79223929-79227735	+	Cebpz	ENSMUSG00000024081.10	protein_coding	chr17:79226435-79244495	-
Cebpzos	ENSMUSG00000062691.11	protein_coding	chr17:79223946-79227735	+	Cebpz	ENSMUSG00000024081.10	protein_coding	chr17:79226435-79244495	-
Gm17315	ENSMUSG00000118651.2	lncRNA	chr17:79662128-79665451	+	Cdc42ep3	ENSMUSG00000036533.10	protein_coding	chr17:79641156-79662520	-
1700106O07Rik	ENSMUSG00000117394.2	lncRNA	chr17:80119142-80121121	+	Gm37555	ENSMUSG00000103091.2	TEC	chr17:80117737-80132843	-
Gm22215	ENSMUSG00000088183.4	snRNA	chr17:80340943-80341038	+	Hnrnpll	ENSMUSG00000024095.16	protein_coding	chr17:80337770-80342985	-
Gpx4-ps1	ENSMUSG00000117518.2	processed_pseudogene	chr17:80361455-80361985	+	Hnrnpll	ENSMUSG00000024095.16	protein_coding	chr17:80352478-80369564	-
Gm50087	ENSMUSG00000117440.2	lncRNA	chr17:80554531-80558114	+	Dhx57	ENSMUSG00000035051.16	protein_coding	chr17:80545738-80597905	-
Morn2	ENSMUSG00000045257.11	protein_coding	chr17:80597632-80604905	+	Dhx57	ENSMUSG00000035051.16	protein_coding	chr17:80545738-80597905	-
Morn2	ENSMUSG00000045257.11	protein_coding	chr17:80597641-80604902	+	Dhx57	ENSMUSG00000035051.16	protein_coding	chr17:80545738-80597905	-
Arhgef33	ENSMUSG00000054901.8	protein_coding	chr17:80614836-80696117	+	Gm10190	ENSMUSG00000066938.2	protein_coding	chr17:80680647-80680970	-
Arhgef33	ENSMUSG00000054901.8	protein_coding	chr17:80678626-80695867	+	Gm10190	ENSMUSG00000066938.2	protein_coding	chr17:80680647-80680970	-
Arhgef33	ENSMUSG00000054901.8	protein_coding	chr17:80688793-80707510	+	Sos1	ENSMUSG00000024241.8	protein_coding	chr17:80701180-80787398	-
Gm33373	ENSMUSG00000117375.2	lncRNA	chr17:80860893-80871371	+	Cdkl4	ENSMUSG00000033966.9	protein_coding	chr17:80830979-80871263	-
Gm9959	ENSMUSG00000054957.6	pseudogene	chr17:81035560-81035951	+	Map4k3	ENSMUSG00000024242.16	protein_coding	chr17:80961290-81035914	-
Tagap	ENSMUSG00000033450.9	protein_coding	chr17:8144832-8153729	+	E430024P14Rik	ENSMUSG00000090069.3	lncRNA	chr17:8149377-8164721	-
Tagap	ENSMUSG00000033450.9	protein_coding	chr17:8145767-8145865	+	E430024P14Rik	ENSMUSG00000090069.3	lncRNA	chr17:8099938-8165258	-
Rsph3a	ENSMUSG00000073471.4	protein_coding	chr17:8164446-8198656	+	E430024P14Rik	ENSMUSG00000090069.3	lncRNA	chr17:8149377-8164721	-
Rsph3a	ENSMUSG00000073471.4	protein_coding	chr17:8164485-8198656	+	E430024P14Rik	ENSMUSG00000090069.3	lncRNA	chr17:8149377-8164721	-
Rsph3a	ENSMUSG00000073471.4	protein_coding	chr17:8164827-8173648	+	E430024P14Rik	ENSMUSG00000090069.3	lncRNA	chr17:8151591-8165184	-
Rsph3a	ENSMUSG00000073471.4	protein_coding	chr17:8164893-8171490	+	E430024P14Rik	ENSMUSG00000090069.3	lncRNA	chr17:8151591-8165184	-
Gm50044	ENSMUSG00000117413.2	lncRNA	chr17:81678262-81683723	+	Slc8a1	ENSMUSG00000054640.16	protein_coding	chr17:81680534-81957037	-
Gm11096	ENSMUSG00000079333.4	protein_coding	chr17:81749192-81749352	+	Slc8a1	ENSMUSG00000054640.16	protein_coding	chr17:81680534-81957037	-
Sgpp2	ENSMUSG00000032908.10	protein_coding	chr1:78286982-78396926	+	Gm28410	ENSMUSG00000099561.2	lncRNA	chr1:78302265-78316743	-
Gm22416	ENSMUSG00000118778.1	scaRNA	chr17:8302907-8302994	+	Gm1604a	ENSMUSG00000116760.2	lncRNA	chr17:8301527-8320056	-
Gm29052	ENSMUSG00000100154.2	lncRNA	chr17:83376334-83378061	+	Gm19689	ENSMUSG00000117399.2	lncRNA	chr17:83341023-83385654	-
Gm28995	ENSMUSG00000101798.2	unprocessed_pseudogene	chr1:78409989-78410249	+	Farsb	ENSMUSG00000026245.17	protein_coding	chr1:78394612-78465496	-
8430430B14Rik	ENSMUSG00000117431.2	lncRNA	chr17:84305983-84320837	+	Gm37549	ENSMUSG00000103015.2	TEC	chr17:84320421-84324485	-
8430430B14Rik	ENSMUSG00000117431.2	lncRNA	chr17:84316323-84320817	+	Gm37549	ENSMUSG00000103015.2	TEC	chr17:84320421-84324485	-
Gm36279	ENSMUSG00000117393.2	lncRNA	chr17:84493184-84523484	+	Zfp36l2	ENSMUSG00000045817.9	protein_coding	chr17:84491359-84495375	-
Gm24722	ENSMUSG00000119482.1	snRNA	chr17:84698857-84698963	+	Thada	ENSMUSG00000024251.11	protein_coding	chr17:84497504-84773544	-
Plekhh2	ENSMUSG00000040852.7	protein_coding	chr17:84819323-84929566	+	4930500A05Rik	ENSMUSG00000117391.2	lncRNA	chr17:84853375-84858671	-
Plekhh2	ENSMUSG00000040852.7	protein_coding	chr17:84819351-84879504	+	4930500A05Rik	ENSMUSG00000117391.2	lncRNA	chr17:84853375-84858671	-
Mogat1	ENSMUSG00000012187.14	protein_coding	chr1:78487628-78504332	+	BC035947	ENSMUSG00000090486.3	protein_coding	chr1:78473663-78488795	-
Mogat1	ENSMUSG00000012187.14	protein_coding	chr1:78487797-78505872	+	BC035947	ENSMUSG00000090486.3	protein_coding	chr1:78473663-78488795	-
Mogat1	ENSMUSG00000012187.14	protein_coding	chr1:78487806-78514808	+	BC035947	ENSMUSG00000090486.3	protein_coding	chr1:78473663-78488795	-
Plekhh2	ENSMUSG00000040852.7	protein_coding	chr17:84882978-84891142	+	Gm49969	ENSMUSG00000117647.2	lncRNA	chr17:84883305-84933823	-
Mogat1	ENSMUSG00000012187.14	protein_coding	chr1:78488449-78499474	+	BC035947	ENSMUSG00000090486.3	protein_coding	chr1:78473663-78488795	-
Mogat1	ENSMUSG00000012187.14	protein_coding	chr1:78488504-78514810	+	BC035947	ENSMUSG00000090486.3	protein_coding	chr1:78473663-78488795	-
Gm26066	ENSMUSG00000119631.2	snRNA	chr17:84931830-84931938	+	Gm49969	ENSMUSG00000117647.2	lncRNA	chr17:84883305-84933823	-
Abcg8	ENSMUSG00000024254.16	protein_coding	chr17:84983730-85006761	+	Abcg5	ENSMUSG00000040505.14	protein_coding	chr17:84965662-84990439	-
Mpc1	ENSMUSG00000023861.18	protein_coding	chr17:8501736-8515717	+	4930506C21Rik	ENSMUSG00000087478.2	lncRNA	chr17:8512198-8529884	-
Mpc1	ENSMUSG00000023861.18	protein_coding	chr17:8502594-8516493	+	4930506C21Rik	ENSMUSG00000087478.2	lncRNA	chr17:8515785-8517248	-
Mpc1	ENSMUSG00000023861.18	protein_coding	chr17:8502628-8512463	+	4930506C21Rik	ENSMUSG00000087478.2	lncRNA	chr17:8512198-8529884	-
Mpc1	ENSMUSG00000023861.18	protein_coding	chr17:8502628-8516489	+	4930506C21Rik	ENSMUSG00000087478.2	lncRNA	chr17:8515785-8517248	-
Mpc1	ENSMUSG00000023861.18	protein_coding	chr17:8502684-8516103	+	4930506C21Rik	ENSMUSG00000087478.2	lncRNA	chr17:8515785-8517248	-
Mpc1	ENSMUSG00000023861.18	protein_coding	chr17:8503286-8516326	+	4930506C21Rik	ENSMUSG00000087478.2	lncRNA	chr17:8515785-8517248	-
Gm49979	ENSMUSG00000117412.2	TEC	chr17:85092220-85096050	+	Lrpprc	ENSMUSG00000024120.13	protein_coding	chr17:85073856-85098217	-
Mpc1	ENSMUSG00000023861.18	protein_coding	chr17:8514940-8515982	+	4930506C21Rik	ENSMUSG00000087478.2	lncRNA	chr17:8515785-8517248	-
Mpc1	ENSMUSG00000023861.18	protein_coding	chr17:8515202-8516281	+	4930506C21Rik	ENSMUSG00000087478.2	lncRNA	chr17:8515785-8517248	-
Ppm1b	ENSMUSG00000061130.14	protein_coding	chr17:85264169-85331419	+	1110020A21Rik	ENSMUSG00000097047.3	lncRNA	chr17:85262390-85264667	-
Gm49987	ENSMUSG00000117569.2	lncRNA	chr17:8529941-8615684	+	Gm46593	ENSMUSG00000116860.2	processed_pseudogene	chr17:8580939-8581277	-
Slc3a1	ENSMUSG00000024131.9	protein_coding	chr17:85335804-85371664	+	Prepl	ENSMUSG00000024127.16	protein_coding	chr17:85370898-85397649	-
T2	ENSMUSG00000058159.15	protein_coding	chr17:8574824-8642345	+	Gm46593	ENSMUSG00000116860.2	processed_pseudogene	chr17:8580939-8581277	-
T2	ENSMUSG00000058159.15	protein_coding	chr17:8591228-8641560	+	Gm5491	ENSMUSG00000116704.2	processed_pseudogene	chr17:8602885-8603492	-
ENSMUSG00002076421	ENSMUSG00002076421.1	misc_RNA	chr17:85919104-85919191	+	Six3os1	ENSMUSG00000093460.10	lncRNA	chr17:85917921-85925703	-
ENSMUSG00002076730	ENSMUSG00002076730.1	misc_RNA	chr17:85920810-85921032	+	Six3os1	ENSMUSG00000093460.10	lncRNA	chr17:85917921-85925703	-
Six3	ENSMUSG00000038805.11	protein_coding	chr17:85921036-85932650	+	Six3os1	ENSMUSG00000093460.10	lncRNA	chr17:85917921-85925703	-
ENSMUSG00002076389	ENSMUSG00002076389.1	misc_RNA	chr17:85922090-85922163	+	Six3os1	ENSMUSG00000093460.10	lncRNA	chr17:85917921-85925703	-
ENSMUSG00002076464	ENSMUSG00002076464.1	misc_RNA	chr17:85922388-85922710	+	Six3os1	ENSMUSG00000093460.10	lncRNA	chr17:85917921-85925703	-
ENSMUSG00002076945	ENSMUSG00002076945.1	misc_RNA	chr17:85924130-85924401	+	Six3os1	ENSMUSG00000093460.10	lncRNA	chr17:85917921-85925703	-
ENSMUSG00002076352	ENSMUSG00002076352.1	misc_RNA	chr17:85925495-85925693	+	Six3os1	ENSMUSG00000093460.10	lncRNA	chr17:85917921-85925703	-
ENSMUSG00002076084	ENSMUSG00002076084.1	misc_RNA	chr17:85926653-85926845	+	Gm28528	ENSMUSG00000099635.2	lncRNA	chr17:85926754-85928429	-
Six3	ENSMUSG00000038805.11	protein_coding	chr17:85928262-85933619	+	Gm28528	ENSMUSG00000099635.2	lncRNA	chr17:85926754-85928429	-
Prkce	ENSMUSG00000045038.15	protein_coding	chr17:86475213-86965347	+	2010106C02Rik	ENSMUSG00000100738.2	lncRNA	chr17:86592592-86594606	-
Prkce	ENSMUSG00000045038.15	protein_coding	chr17:86475602-86962843	+	2010106C02Rik	ENSMUSG00000100738.2	lncRNA	chr17:86592592-86594606	-
Gm50011	ENSMUSG00000117457.2	lncRNA	chr17:87236401-87252137	+	Atp6v1e2	ENSMUSG00000053375.9	protein_coding	chr17:87251537-87255299	-
Rhoq	ENSMUSG00000024143.16	protein_coding	chr17:87270510-87307497	+	Pigf	ENSMUSG00000024145.7	protein_coding	chr17:87304684-87332834	-
Rhoq	ENSMUSG00000024143.16	protein_coding	chr17:87302023-87304856	+	Pigf	ENSMUSG00000024145.7	protein_coding	chr17:87304684-87332834	-
Pde10a	ENSMUSG00000023868.18	protein_coding	chr17:8744204-9200503	+	Gm15425	ENSMUSG00000084390.2	processed_pseudogene	chr17:8783090-8787692	-
Pde10a	ENSMUSG00000023868.18	protein_coding	chr17:8744282-9142258	+	Gm15425	ENSMUSG00000084390.2	processed_pseudogene	chr17:8783090-8787692	-
Pde10a	ENSMUSG00000023868.18	protein_coding	chr17:8745633-9201328	+	Gm15425	ENSMUSG00000084390.2	processed_pseudogene	chr17:8783090-8787692	-
Pde10a	ENSMUSG00000023868.18	protein_coding	chr17:8745858-9017563	+	Gm15425	ENSMUSG00000084390.2	processed_pseudogene	chr17:8783090-8787692	-
Ttc7	ENSMUSG00000036918.17	protein_coding	chr17:87590314-87689197	+	Gm15978	ENSMUSG00000089701.2	lncRNA	chr17:87637192-87639480	-
Ttc7	ENSMUSG00000036918.17	protein_coding	chr17:87590333-87679332	+	Gm15978	ENSMUSG00000089701.2	lncRNA	chr17:87637192-87639480	-
Ttc7	ENSMUSG00000036918.17	protein_coding	chr17:87590379-87669349	+	Gm15978	ENSMUSG00000089701.2	lncRNA	chr17:87637192-87639480	-
Ttc7	ENSMUSG00000036918.17	protein_coding	chr17:87600239-87687514	+	Gm15978	ENSMUSG00000089701.2	lncRNA	chr17:87637192-87639480	-
Ttc7	ENSMUSG00000036918.17	protein_coding	chr17:87616760-87637505	+	Gm15978	ENSMUSG00000089701.2	lncRNA	chr17:87637192-87639480	-
Ttc7	ENSMUSG00000036918.17	protein_coding	chr17:87630496-87641701	+	Gm15978	ENSMUSG00000089701.2	lncRNA	chr17:87637192-87639480	-
Ttc7	ENSMUSG00000036918.17	protein_coding	chr17:87637642-87647377	+	Gm15978	ENSMUSG00000089701.2	lncRNA	chr17:87637192-87639480	-
Kcne4	ENSMUSG00000047330.9	protein_coding	chr1:78794475-78797745	+	Gm29536	ENSMUSG00000099706.2	lncRNA	chr1:78769340-79202228	-
Kcne4	ENSMUSG00000047330.9	protein_coding	chr1:78794644-78797745	+	Gm29536	ENSMUSG00000099706.2	lncRNA	chr1:78769340-79202228	-
Gm29187	ENSMUSG00000101324.2	lncRNA	chr1:78798975-78800369	+	Gm29536	ENSMUSG00000099706.2	lncRNA	chr1:78769340-79202228	-
Msh6	ENSMUSG00000005370.5	protein_coding	chr17:88282490-88298320	+	Fbxo11	ENSMUSG00000005371.16	protein_coding	chr17:88298287-88372456	-
Ston1	ENSMUSG00000033855.16	protein_coding	chr17:88905112-88943257	+	Gm9406	ENSMUSG00000117398.2	processed_pseudogene	chr17:88915298-88915972	-
Ston1	ENSMUSG00000033855.16	protein_coding	chr17:88905124-88952750	+	Gm9406	ENSMUSG00000117398.2	processed_pseudogene	chr17:88915298-88915972	-
Ston1	ENSMUSG00000033855.16	protein_coding	chr17:88934037-88970014	+	Gm50056	ENSMUSG00000117567.2	lncRNA	chr17:88969834-88972181	-
Pde10a	ENSMUSG00000023868.18	protein_coding	chr17:8975850-9118025	+	Gm15426	ENSMUSG00000083386.2	processed_pseudogene	chr17:8984204-8984759	-
ENSMUSG00002075452	ENSMUSG00002075452.1	miRNA	chr17:90569980-90570073	+	Nrxn1	ENSMUSG00000024109.19	protein_coding	chr17:90343228-90763300	-
Gm10493	ENSMUSG00000073367.6	processed_pseudogene	chr17:90762317-90762926	+	Nrxn1	ENSMUSG00000024109.19	protein_coding	chr17:90761205-90764001	-
4930480K15Rik	ENSMUSG00000090160.2	lncRNA	chr17:91168597-91174530	+	Nrxn1	ENSMUSG00000024109.19	protein_coding	chr17:90341059-91396335	-
ENSMUSG00002075733	ENSMUSG00002075733.1	miRNA	chr17:91395834-91395978	+	Nrxn1	ENSMUSG00000024109.19	protein_coding	chr17:91392886-91400181	-
Gm10308	ENSMUSG00000071033.2	lncRNA	chr17:91395921-91396819	+	Nrxn1	ENSMUSG00000024109.19	protein_coding	chr17:91392886-91400181	-
ENSMUSG00002076816	ENSMUSG00002076816.1	miRNA	chr17:92170030-92170164	+	Gm41654	ENSMUSG00000117433.2	lncRNA	chr17:92155379-92179567	-
2700099C18Rik	ENSMUSG00000098090.9	transcribed_unprocessed_pseudogene	chr17:95057528-95082557	+	Gm27038	ENSMUSG00000098121.2	processed_pseudogene	chr17:95064126-95064300	-
2700099C18Rik	ENSMUSG00000098090.9	transcribed_unprocessed_pseudogene	chr17:95057540-95064444	+	Gm27038	ENSMUSG00000098121.2	processed_pseudogene	chr17:95064126-95064300	-
2700099C18Rik	ENSMUSG00000098090.9	transcribed_unprocessed_pseudogene	chr17:95057566-95082560	+	Gm27038	ENSMUSG00000098121.2	processed_pseudogene	chr17:95064126-95064300	-
2700099C18Rik	ENSMUSG00000098090.9	transcribed_unprocessed_pseudogene	chr17:95059923-95082454	+	Gm27038	ENSMUSG00000098121.2	processed_pseudogene	chr17:95064126-95064300	-
5S_rRNA	ENSMUSG00002076104.1	rRNA	chr17:95072253-95072359	+	Gm1976	ENSMUSG00000066057.8	lncRNA	chr17:95067372-95142226	-
Amd-ps7	ENSMUSG00000117642.2	processed_pseudogene	chr17:95110621-95111246	+	Gm1976	ENSMUSG00000066057.8	lncRNA	chr17:95067372-95142226	-
Gm20939	ENSMUSG00000095193.3	lncRNA	chr17:95172346-95182484	+	Gm23102	ENSMUSG00000065658.3	snRNA	chr17:95177301-95177416	-
Gm20939	ENSMUSG00000095193.3	lncRNA	chr17:95172346-95185749	+	Gm23102	ENSMUSG00000065658.3	snRNA	chr17:95177301-95177416	-
Gm17728	ENSMUSG00000072968.5	protein_coding	chr17:9640892-9641290	+	Gm17748	ENSMUSG00000101935.2	processed_pseudogene	chr17:9640775-9641296	-
Gm10555	ENSMUSG00000104497.2	TEC	chr1:79740434-79742224	+	Wdfy1	ENSMUSG00000073643.12	protein_coding	chr1:79702414-79753860	-
Mrpl44	ENSMUSG00000026248.10	protein_coding	chr1:79753735-79759162	+	Wdfy1	ENSMUSG00000073643.12	protein_coding	chr1:79702414-79753860	-
Mrpl44	ENSMUSG00000026248.10	protein_coding	chr1:79753833-79756263	+	Wdfy1	ENSMUSG00000073643.12	protein_coding	chr1:79702414-79753860	-
Gm29125	ENSMUSG00000101722.2	lncRNA	chr1:80360539-80363968	+	Gm6189	ENSMUSG00000090637.3	processed_pseudogene	chr1:80360821-80362902	-
1700016L21Rik	ENSMUSG00000101483.2	lncRNA	chr1:80423649-80453377	+	Gm45261	ENSMUSG00000110100.2	protein_coding	chr1:80427314-80439165	-
1700016L21Rik	ENSMUSG00000101483.2	lncRNA	chr1:80423657-80457584	+	Gm45261	ENSMUSG00000110100.2	protein_coding	chr1:80427314-80439165	-
Greb1l	ENSMUSG00000042942.19	protein_coding	chr18:10325177-10502412	+	ENSMUSG00002076537	ENSMUSG00002076537.1	miRNA	chr18:10365908-10366073	-
Greb1l	ENSMUSG00000042942.19	protein_coding	chr18:10325179-10562940	+	ENSMUSG00002076537	ENSMUSG00002076537.1	miRNA	chr18:10365908-10366073	-
Greb1l	ENSMUSG00000042942.19	protein_coding	chr18:10458225-10538289	+	Nutf2-ps2	ENSMUSG00000094111.3	processed_pseudogene	chr18:10483087-10483465	-
Greb1l	ENSMUSG00000042942.19	protein_coding	chr18:10476786-10498953	+	Nutf2-ps2	ENSMUSG00000094111.3	processed_pseudogene	chr18:10483087-10483465	-
Mib1	ENSMUSG00000024294.15	protein_coding	chr18:10725548-10818578	+	Mir133a-1hg	ENSMUSG00000095438.2	lncRNA	chr18:10781723-10785883	-
Mib1	ENSMUSG00000024294.15	protein_coding	chr18:10725655-10812174	+	Mir133a-1hg	ENSMUSG00000095438.2	lncRNA	chr18:10781723-10785883	-
Mib1	ENSMUSG00000024294.15	protein_coding	chr18:10760809-10818704	+	Mir133a-1hg	ENSMUSG00000095438.2	lncRNA	chr18:10781723-10785883	-
Mir1b	ENSMUSG00000080662.2	miRNA	chr18:10785446-10785567	+	Mir133a-1hg	ENSMUSG00000095438.2	lncRNA	chr18:10781723-10785883	-
Gata6	ENSMUSG00000005836.11	protein_coding	chr18:11052064-11054261	+	Gata6os	ENSMUSG00000097222.3	lncRNA	chr18:11044924-11052530	-
Gata6	ENSMUSG00000005836.11	protein_coding	chr18:11052470-11085635	+	Gata6os	ENSMUSG00000097222.3	lncRNA	chr18:11044924-11052530	-
Gata6	ENSMUSG00000005836.11	protein_coding	chr18:11052508-11057583	+	Gata6os	ENSMUSG00000097222.3	lncRNA	chr18:11044924-11052530	-
Rbbp8	ENSMUSG00000041238.17	protein_coding	chr18:11766333-11876264	+	Gm50069	ENSMUSG00000117634.2	lncRNA	chr18:11788477-11790841	-
Rbbp8	ENSMUSG00000041238.17	protein_coding	chr18:11766428-11876257	+	Gm50069	ENSMUSG00000117634.2	lncRNA	chr18:11788477-11790841	-
Rbbp8	ENSMUSG00000041238.17	protein_coding	chr18:11790440-11878278	+	Gm50069	ENSMUSG00000117634.2	lncRNA	chr18:11788477-11790841	-
